species	dist	ObsDato	numbers	year	week	month
Pinkfoot	6414.0762766986545	2016-11-02T08:30:00Z	420	2016	44	11
Barnacle	1086.5578923860921	2014-09-22T19:00:00Z	2	2014	38	9
Barnacle	4589.0314323127395	2014-09-23T09:30:00Z	1	2014	38	9
Barnacle	1075.8211137394198	2014-09-24T17:40:00Z	1	2014	39	9
Barnacle	7652.07495655299	2014-09-25T15:35:00Z	2	2014	39	9
Barnacle	10157.374457048847	2014-09-27T13:15:00Z	2	2014	39	9
Barnacle	1171.049068771512	2014-09-29T09:25:00Z	1	2014	39	9
Barnacle	1766.5583320298235	2014-09-30T15:40:00Z	1	2014	39	9
Barnacle	1066.75181203447	2014-09-30T15:50:00Z	5	2014	39	9
Barnacle	5665.236801781635	2014-10-01T14:40:00Z	8	2014	40	10
Barnacle	5589.364136250386	2014-09-30T15:00:00Z	1	2014	39	9
Barnacle	7449.55908531967	2014-10-02T16:15:00Z	4	2014	40	10
Barnacle	872.7426706777734	2014-10-09T08:20:00Z	220	2014	41	10
Barnacle	11776.882432943059	2014-10-09T09:10:00Z	6	2014	41	10
Barnacle	11777.602045773576	2014-10-09T09:25:00Z	235	2014	41	10
Barnacle	1411.4681875792235	2014-10-11T08:20:00Z	175	2014	41	10
Barnacle	704.1047091367009	2014-10-11T08:40:00Z	525	2014	41	10
Barnacle	1094.3202184091067	2014-10-11T08:50:00Z	1990	2014	41	10
Barnacle	3343.465358221186	2014-10-13T14:00:00Z	40	2014	41	10
Barnacle	11041.015861557953	2014-10-14T09:20:00Z	2	2014	41	10
Barnacle	1468.1652913015137	2014-10-16T17:15:00Z	410	2014	42	10
Barnacle	11435.215353294203	2014-10-18T14:20:00Z	6	2014	42	10
Barnacle	6374.68976152785	2014-10-18T16:05:00Z	7	2014	42	10
Barnacle	8005.606650180627	2014-10-22T10:25:00Z	420	2014	43	10
Barnacle	4916.075158874559	2014-10-22T11:05:00Z	500	2014	43	10
Barnacle	6884.88655437056	2014-10-23T15:05:00Z	1e3	2014	43	10
Barnacle	4777.984248683669	2014-10-24T15:35:00Z	740	2014	43	10
Barnacle	3091.907527682596	2014-10-25T15:25:00Z	1210	2014	43	10
Barnacle	681.2189732878039	2014-10-26T07:15:00Z	2820	2014	43	10
Barnacle	12229.15913563056	2014-10-26T08:05:00Z	140	2014	43	10
Barnacle	12411.040725869221	2014-10-26T08:20:00Z	870	2014	43	10
Barnacle	12145.549595549777	2014-10-26T07:20:00Z	120	2014	43	10
Barnacle	11030.956552048072	2014-10-26T09:50:00Z	40	2014	43	10
Barnacle	4949.383440174638	2014-10-27T09:35:00Z	20	2014	43	10
Barnacle	814.351496160541	2014-10-29T07:25:00Z	690	2014	44	10
Barnacle	1114.0034765069192	2014-10-29T07:45:00Z	950	2014	44	10
Barnacle	897.1434858373215	2014-11-02T17:15:00Z	2e3	2014	44	11
Barnacle	1214.4257050407452	2015-09-26T11:05:00Z	1	2015	39	9
Barnacle	889.9730156995201	2015-09-27T09:35:00Z	8	2015	39	9
Barnacle	10044.258071804603	2015-09-28T09:40:00Z	1	2015	39	9
Barnacle	4145.738313512923	2015-09-28T16:50:00Z	13	2015	39	9
Barnacle	1049.8971268911394	2015-09-29T09:05:00Z	15	2015	39	9
Barnacle	1074.9263819207442	2015-09-30T16:35:00Z	22	2015	39	9
Barnacle	8042.193036347772	2015-10-02T17:00:00Z	1	2015	40	10
Barnacle	7208.588254674981	2015-10-03T08:35:00Z	6	2015	40	10
Barnacle	8926.076873838017	2015-10-03T10:35:00Z	1	2015	40	10
Barnacle	900.8724575541858	2015-10-03T13:30:00Z	95	2015	40	10
Barnacle	834.5542608398856	2015-10-05T16:30:00Z	7	2015	40	10
Barnacle	886.0536960074369	2015-10-05T17:15:00Z	480	2015	40	10
Barnacle	8308.21665926096	2015-10-06T15:40:00Z	3	2015	40	10
Barnacle	4682.816872880822	2015-10-06T16:35:00Z	2	2015	40	10
Barnacle	3047.4643140259755	2015-10-06T18:00:00Z	15	2015	40	10
Barnacle	7687.639163937958	2015-10-08T12:35:00Z	2	2015	41	10
Barnacle	7779.259490913366	2015-10-08T13:50:00Z	2	2015	41	10
Barnacle	8003.933568283964	2015-10-08T13:50:00Z	16	2015	41	10
Barnacle	2471.3096495160185	2015-10-08T15:40:00Z	120	2015	41	10
Barnacle	4625.661882079889	2015-10-08T16:40:00Z	150	2015	41	10
Barnacle	5778.80656156591	2015-10-08T17:25:00Z	1	2015	41	10
Barnacle	7633.182880557311	2015-10-09T13:25:00Z	2	2015	41	10
Barnacle	5762.9563296935385	2015-10-09T14:15:00Z	1	2015	41	10
Barnacle	4689.813040747257	2015-10-09T15:50:00Z	150	2015	41	10
Barnacle	4749.926087651484	2015-10-09T16:15:00Z	35	2015	41	10
Barnacle	12206.164344875817	2015-10-10T16:35:00Z	4	2015	41	10
Barnacle	8473.79683919209	2015-10-10T17:20:00Z	50	2015	41	10
Barnacle	8085.380333175068	2015-10-10T17:55:00Z	5	2015	41	10
Barnacle	6072.41222789966	2015-10-11T12:40:00Z	115	2015	41	10
Barnacle	4606.466924470225	2015-10-13T13:40:00Z	105	2015	41	10
Barnacle	7891.0283648589675	2015-10-13T14:55:00Z	4	2015	41	10
Barnacle	11779.288791256055	2015-10-13T15:55:00Z	450	2015	41	10
Barnacle	1387.1917158424471	2015-10-14T13:15:00Z	660	2015	41	10
Barnacle	4502.841376605291	2015-10-14T13:45:00Z	15	2015	41	10
Barnacle	4567.880338505387	2015-10-14T14:35:00Z	25	2015	41	10
Barnacle	11710.919752443664	2015-10-14T15:45:00Z	4	2015	41	10
Barnacle	1576.0920897853703	2015-10-16T16:45:00Z	60	2015	42	10
Barnacle	861.2603409647908	2015-10-16T17:25:00Z	180	2015	42	10
Barnacle	1626.9514117628617	2015-10-18T08:00:00Z	700	2015	42	10
Barnacle	1247.2609689222772	2015-10-18T08:25:00Z	360	2015	42	10
Barnacle	14033.871810780052	2015-10-18T10:00:00Z	200	2015	42	10
Barnacle	6547.274732212574	2015-10-18T14:30:00Z	100	2015	42	10
Barnacle	8372.724027521454	2015-10-18T15:25:00Z	45	2015	42	10
Barnacle	11757.856139420932	2015-10-20T08:45:00Z	90	2015	42	10
Barnacle	1048.8987211761687	2015-10-20T17:30:00Z	970	2015	42	10
Barnacle	1047.855786402458	2015-10-21T08:05:00Z	1740	2015	42	10
Barnacle	6236.14824535913	2015-10-21T10:40:00Z	45	2015	42	10
Barnacle	8892.682941442932	2015-10-23T15:10:00Z	8	2015	43	10
Barnacle	6674.997978936163	2015-10-23T15:35:00Z	7	2015	43	10
Barnacle	937.7050330533955	2015-10-23T17:25:00Z	7	2015	43	10
Barnacle	1092.899439411033	2015-10-24T08:30:00Z	1350	2015	43	10
Barnacle	14092.614416477143	2015-10-24T10:25:00Z	350	2015	43	10
Barnacle	8075.669154774459	2015-10-26T14:50:00Z	250	2015	43	10
Barnacle	929.4172945289617	2015-10-26T16:20:00Z	20	2015	43	10
Barnacle	8725.86006442529	2015-10-28T08:20:00Z	530	2015	43	10
Barnacle	7216.932844359168	2015-10-28T16:35:00Z	24	2015	43	10
Barnacle	1940.084768334466	2015-10-30T07:30:00Z	3e3	2015	44	10
Barnacle	6220.908567728517	2015-10-30T09:35:00Z	1290	2015	44	10
Barnacle	6140.10219253077	2015-10-31T10:45:00Z	870	2015	44	10
Barnacle	10074.760006009365	2015-11-03T09:40:00Z	340	2015	44	11
Barnacle	1549.3835221938648	2015-11-03T07:20:00Z	4500	2015	44	11
Barnacle	1785.4613838240166	2016-09-19T15:05:00Z	50	2016	38	9
Barnacle	1462.8320858947316	2016-09-19T17:10:00Z	1	2016	38	9
Barnacle	1264.030615427649	2016-09-19T17:20:00Z	55	2016	38	9
Barnacle	1045.6189110490293	2016-09-19T17:45:00Z	35	2016	38	9
Barnacle	675.8419341281474	2016-09-22T07:25:00Z	30	2016	38	9
Barnacle	1907.9701738111412	2016-09-23T08:40:00Z	29	2016	39	9
Barnacle	4956.976991929874	2016-09-27T10:00:00Z	26	2016	39	9
Barnacle	1467.2696755351	2016-10-03T13:30:00Z	45	2016	40	10
Barnacle	1186.6561252566582	2016-10-03T17:30:00Z	160	2016	40	10
Barnacle	1178.0164092073671	2016-10-04T07:30:00Z	290	2016	40	10
Barnacle	535.3266704887004	2016-10-04T07:30:00Z	100	2016	40	10
Barnacle	4493.864907609477	2016-10-04T12:45:00Z	1	2016	40	10
Barnacle	8322.666691147797	2016-10-05T11:55:00Z	1	2016	40	10
Barnacle	1421.094915736041	2016-10-06T17:45:00Z	50	2016	40	10
Barnacle	1419.9157487400253	2016-10-07T07:30:00Z	7	2016	41	10
Barnacle	1147.8461187424155	2016-10-07T07:30:00Z	3	2016	41	10
Barnacle	3899.0553903404484	2016-10-07T08:55:00Z	7	2016	41	10
Barnacle	2464.942234825952	2016-10-07T10:00:00Z	30	2016	41	10
Barnacle	1755.558552157385	2016-10-07T10:40:00Z	15	2016	41	10
Barnacle	8184.117991195042	2016-10-07T11:55:00Z	1	2016	41	10
Barnacle	8174.523813523439	2016-10-10T14:40:00Z	50	2016	41	10
Barnacle	6862.7957357248015	2016-10-10T16:30:00Z	15	2016	41	10
Barnacle	1610.9823092654894	2016-10-11T07:45:00Z	80	2016	41	10
Barnacle	925.5508912521154	2016-10-11T07:45:00Z	15	2016	41	10
Barnacle	577.7184056928141	2016-10-11T07:45:00Z	70	2016	41	10
Barnacle	8272.09511362605	2016-10-11T08:40:00Z	20	2016	41	10
Barnacle	9852.68717609426	2016-10-11T09:00:00Z	60	2016	41	10
Barnacle	6945.806164054043	2016-10-11T13:35:00Z	3	2016	41	10
Barnacle	7071.808735181662	2016-10-11T13:35:00Z	35	2016	41	10
Barnacle	2651.9473337855025	2016-10-11T16:05:00Z	25	2016	41	10
Barnacle	9433.270182180182	2016-10-15T13:35:00Z	3	2016	42	10
Barnacle	4920.419769067009	2016-10-15T14:55:00Z	25	2016	42	10
Barnacle	7206.620744191144	2016-10-15T16:40:00Z	3	2016	42	10
Barnacle	8267.77379883805	2016-10-16T10:10:00Z	12	2016	42	10
Barnacle	8642.912461564994	2016-10-16T11:05:00Z	4	2016	42	10
Barnacle	2814.21024707248	2016-10-16T12:10:00Z	650	2016	42	10
Barnacle	4778.599186515155	2016-10-16T12:45:00Z	40	2016	42	10
Barnacle	2750.8525155900807	2016-10-19T16:50:00Z	300	2016	42	10
Barnacle	6887.523075103049	2016-10-20T13:10:00Z	15	2016	42	10
Barnacle	6025.501900933077	2016-10-20T13:40:00Z	290	2016	42	10
Barnacle	1542.237460007004	2016-10-21T07:45:00Z	200	2016	43	10
Barnacle	700.055782458824	2016-10-21T07:45:00Z	650	2016	43	10
Barnacle	13644.949103319728	2016-10-25T15:45:00Z	50	2016	43	10
Barnacle	9818.649400644541	2016-10-25T16:30:00Z	2	2016	43	10
Barnacle	7060.649379192623	2016-10-29T13:50:00Z	105	2016	44	10
Barnacle	8238.11798327974	2016-10-29T14:40:00Z	4	2016	44	10
Barnacle	7784.985308057231	2016-10-31T14:40:00Z	1060	2016	44	10
Barnacle	6414.0762766986545	2016-11-02T08:30:00Z	120	2016	44	11
