season	day	day_in_year	species_type	leave_reason	n
1	645	280	greylag_family	body_condition	0
1	645	280	greylag_family	lean_weight	0
1	645	280	greylag_nonbreeder	migration	31
1	645	280	greylag_nonbreeder	body_condition	0
1	645	280	greylag_nonbreeder	lean_weight	0
1	646	281	pinkfoot_family	migration	20
1	646	281	pinkfoot_family	body_condition	0
1	646	281	pinkfoot_family	lean_weight	0
1	646	281	pinkfoot_nonbreeder	migration	271
1	646	281	pinkfoot_nonbreeder	body_condition	0
1	646	281	pinkfoot_nonbreeder	lean_weight	0
1	646	281	barnacle_family	migration	0
1	646	281	barnacle_family	body_condition	0
1	646	281	barnacle_family	lean_weight	0
1	646	281	barnacle_nonbreeder	migration	0
1	646	281	barnacle_nonbreeder	body_condition	0
1	646	281	barnacle_nonbreeder	lean_weight	0
1	646	281	greylag_family	migration	2
1	646	281	greylag_family	body_condition	0
1	646	281	greylag_family	lean_weight	0
1	646	281	greylag_nonbreeder	migration	24
1	646	281	greylag_nonbreeder	body_condition	0
1	646	281	greylag_nonbreeder	lean_weight	0
1	647	282	pinkfoot_family	migration	23
1	647	282	pinkfoot_family	body_condition	0
1	647	282	pinkfoot_family	lean_weight	0
1	647	282	pinkfoot_nonbreeder	migration	265
1	647	282	pinkfoot_nonbreeder	body_condition	0
1	647	282	pinkfoot_nonbreeder	lean_weight	0
1	647	282	barnacle_family	migration	0
1	647	282	barnacle_family	body_condition	0
1	647	282	barnacle_family	lean_weight	0
1	647	282	barnacle_nonbreeder	migration	0
1	647	282	barnacle_nonbreeder	body_condition	0
1	647	282	barnacle_nonbreeder	lean_weight	0
1	647	282	greylag_family	migration	2
1	647	282	greylag_family	body_condition	0
1	647	282	greylag_family	lean_weight	0
1	647	282	greylag_nonbreeder	migration	42
1	647	282	greylag_nonbreeder	body_condition	0
1	647	282	greylag_nonbreeder	lean_weight	0
1	648	283	pinkfoot_family	migration	30
1	648	283	pinkfoot_family	body_condition	0
1	648	283	pinkfoot_family	lean_weight	0
1	648	283	pinkfoot_nonbreeder	migration	252
1	648	283	pinkfoot_nonbreeder	body_condition	0
1	648	283	pinkfoot_nonbreeder	lean_weight	0
1	648	283	barnacle_family	migration	0
1	648	283	barnacle_family	body_condition	0
1	648	283	barnacle_family	lean_weight	0
1	648	283	barnacle_nonbreeder	migration	0
1	648	283	barnacle_nonbreeder	body_condition	0
1	648	283	barnacle_nonbreeder	lean_weight	0
1	648	283	greylag_family	migration	4
1	648	283	greylag_family	body_condition	0
1	648	283	greylag_family	lean_weight	0
1	648	283	greylag_nonbreeder	migration	22
1	648	283	greylag_nonbreeder	body_condition	0
1	648	283	greylag_nonbreeder	lean_weight	0
1	649	284	pinkfoot_family	migration	22
1	649	284	pinkfoot_family	body_condition	0
1	649	284	pinkfoot_family	lean_weight	0
1	649	284	pinkfoot_nonbreeder	migration	217
1	649	284	pinkfoot_nonbreeder	body_condition	0
1	649	284	pinkfoot_nonbreeder	lean_weight	0
1	649	284	barnacle_family	migration	0
1	649	284	barnacle_family	body_condition	0
1	649	284	barnacle_family	lean_weight	0
1	649	284	barnacle_nonbreeder	migration	0
1	649	284	barnacle_nonbreeder	body_condition	0
1	649	284	barnacle_nonbreeder	lean_weight	0
1	649	284	greylag_family	migration	2
1	649	284	greylag_family	body_condition	0
1	649	284	greylag_family	lean_weight	0
1	649	284	greylag_nonbreeder	migration	38
1	649	284	greylag_nonbreeder	body_condition	0
1	649	284	greylag_nonbreeder	lean_weight	0
1	650	285	pinkfoot_family	migration	18
1	650	285	pinkfoot_family	body_condition	0
1	650	285	pinkfoot_family	lean_weight	0
1	650	285	pinkfoot_nonbreeder	migration	275
1	650	285	pinkfoot_nonbreeder	body_condition	0
1	650	285	pinkfoot_nonbreeder	lean_weight	0
1	650	285	barnacle_family	migration	0
1	650	285	barnacle_family	body_condition	0
1	650	285	barnacle_family	lean_weight	0
1	650	285	barnacle_nonbreeder	migration	0
1	650	285	barnacle_nonbreeder	body_condition	0
1	650	285	barnacle_nonbreeder	lean_weight	0
1	650	285	greylag_family	migration	0
1	650	285	greylag_family	body_condition	0
1	650	285	greylag_family	lean_weight	0
1	650	285	greylag_nonbreeder	migration	39
1	650	285	greylag_nonbreeder	body_condition	0
1	650	285	greylag_nonbreeder	lean_weight	0
1	651	286	pinkfoot_family	migration	18
1	651	286	pinkfoot_family	body_condition	0
1	651	286	pinkfoot_family	lean_weight	0
1	651	286	pinkfoot_nonbreeder	migration	231
1	651	286	pinkfoot_nonbreeder	body_condition	0
1	651	286	pinkfoot_nonbreeder	lean_weight	0
1	651	286	barnacle_family	migration	0
1	651	286	barnacle_family	body_condition	0
1	651	286	barnacle_family	lean_weight	0
1	651	286	barnacle_nonbreeder	migration	0
1	651	286	barnacle_nonbreeder	body_condition	0
1	651	286	barnacle_nonbreeder	lean_weight	0
1	651	286	greylag_family	migration	3
1	651	286	greylag_family	body_condition	0
1	651	286	greylag_family	lean_weight	0
1	651	286	greylag_nonbreeder	migration	34
1	651	286	greylag_nonbreeder	body_condition	0
1	651	286	greylag_nonbreeder	lean_weight	0
1	652	287	pinkfoot_family	migration	18
1	652	287	pinkfoot_family	body_condition	0
1	652	287	pinkfoot_family	lean_weight	0
1	652	287	pinkfoot_nonbreeder	migration	259
1	652	287	pinkfoot_nonbreeder	body_condition	0
1	652	287	pinkfoot_nonbreeder	lean_weight	0
1	652	287	barnacle_family	migration	0
1	652	287	barnacle_family	body_condition	0
1	652	287	barnacle_family	lean_weight	0
1	652	287	barnacle_nonbreeder	migration	0
1	652	287	barnacle_nonbreeder	body_condition	0
1	652	287	barnacle_nonbreeder	lean_weight	0
1	652	287	greylag_family	migration	0
1	652	287	greylag_family	body_condition	0
1	652	287	greylag_family	lean_weight	0
1	652	287	greylag_nonbreeder	migration	38
1	652	287	greylag_nonbreeder	body_condition	0
1	652	287	greylag_nonbreeder	lean_weight	0
1	653	288	pinkfoot_family	migration	19
1	653	288	pinkfoot_family	body_condition	0
1	653	288	pinkfoot_family	lean_weight	0
1	653	288	pinkfoot_nonbreeder	migration	216
1	653	288	pinkfoot_nonbreeder	body_condition	0
1	653	288	pinkfoot_nonbreeder	lean_weight	0
1	653	288	barnacle_family	migration	0
1	653	288	barnacle_family	body_condition	0
1	653	288	barnacle_family	lean_weight	0
1	653	288	barnacle_nonbreeder	migration	0
1	653	288	barnacle_nonbreeder	body_condition	0
1	653	288	barnacle_nonbreeder	lean_weight	0
1	653	288	greylag_family	migration	4
1	653	288	greylag_family	body_condition	0
1	653	288	greylag_family	lean_weight	0
1	653	288	greylag_nonbreeder	migration	30
1	653	288	greylag_nonbreeder	body_condition	0
1	653	288	greylag_nonbreeder	lean_weight	0
1	654	289	pinkfoot_family	migration	10
1	654	289	pinkfoot_family	body_condition	0
1	654	289	pinkfoot_family	lean_weight	0
1	654	289	pinkfoot_nonbreeder	migration	202
1	654	289	pinkfoot_nonbreeder	body_condition	0
1	654	289	pinkfoot_nonbreeder	lean_weight	0
1	654	289	barnacle_family	migration	0
1	654	289	barnacle_family	body_condition	0
1	654	289	barnacle_family	lean_weight	0
1	654	289	barnacle_nonbreeder	migration	0
1	654	289	barnacle_nonbreeder	body_condition	0
1	654	289	barnacle_nonbreeder	lean_weight	0
1	654	289	greylag_family	migration	2
1	654	289	greylag_family	body_condition	0
1	654	289	greylag_family	lean_weight	0
1	654	289	greylag_nonbreeder	migration	36
1	654	289	greylag_nonbreeder	body_condition	0
1	654	289	greylag_nonbreeder	lean_weight	0
1	655	290	pinkfoot_family	migration	11
1	655	290	pinkfoot_family	body_condition	0
1	655	290	pinkfoot_family	lean_weight	0
1	655	290	pinkfoot_nonbreeder	migration	205
1	655	290	pinkfoot_nonbreeder	body_condition	0
1	655	290	pinkfoot_nonbreeder	lean_weight	0
1	655	290	barnacle_family	migration	0
1	655	290	barnacle_family	body_condition	0
1	655	290	barnacle_family	lean_weight	0
1	655	290	barnacle_nonbreeder	migration	0
1	655	290	barnacle_nonbreeder	body_condition	0
1	655	290	barnacle_nonbreeder	lean_weight	0
1	655	290	greylag_family	migration	5
1	655	290	greylag_family	body_condition	0
1	655	290	greylag_family	lean_weight	0
1	655	290	greylag_nonbreeder	migration	27
1	655	290	greylag_nonbreeder	body_condition	0
1	655	290	greylag_nonbreeder	lean_weight	0
1	656	291	pinkfoot_family	migration	13
1	656	291	pinkfoot_family	body_condition	0
1	656	291	pinkfoot_family	lean_weight	0
1	656	291	pinkfoot_nonbreeder	migration	199
1	656	291	pinkfoot_nonbreeder	body_condition	0
1	656	291	pinkfoot_nonbreeder	lean_weight	0
1	656	291	barnacle_family	migration	0
1	656	291	barnacle_family	body_condition	0
1	656	291	barnacle_family	lean_weight	0
1	656	291	barnacle_nonbreeder	migration	0
1	656	291	barnacle_nonbreeder	body_condition	0
1	656	291	barnacle_nonbreeder	lean_weight	0
1	656	291	greylag_family	migration	0
1	656	291	greylag_family	body_condition	0
1	656	291	greylag_family	lean_weight	0
1	656	291	greylag_nonbreeder	migration	36
1	656	291	greylag_nonbreeder	body_condition	0
1	656	291	greylag_nonbreeder	lean_weight	0
1	657	292	pinkfoot_family	migration	11
1	657	292	pinkfoot_family	body_condition	0
1	657	292	pinkfoot_family	lean_weight	0
1	657	292	pinkfoot_nonbreeder	migration	190
1	657	292	pinkfoot_nonbreeder	body_condition	0
1	657	292	pinkfoot_nonbreeder	lean_weight	0
1	657	292	barnacle_family	migration	0
1	657	292	barnacle_family	body_condition	0
1	657	292	barnacle_family	lean_weight	0
1	657	292	barnacle_nonbreeder	migration	0
1	657	292	barnacle_nonbreeder	body_condition	0
1	657	292	barnacle_nonbreeder	lean_weight	0
1	657	292	greylag_family	migration	5
1	657	292	greylag_family	body_condition	0
1	657	292	greylag_family	lean_weight	0
1	657	292	greylag_nonbreeder	migration	26
1	657	292	greylag_nonbreeder	body_condition	0
1	657	292	greylag_nonbreeder	lean_weight	0
1	658	293	pinkfoot_family	migration	14
1	658	293	pinkfoot_family	body_condition	0
1	658	293	pinkfoot_family	lean_weight	0
1	658	293	pinkfoot_nonbreeder	migration	175
1	658	293	pinkfoot_nonbreeder	body_condition	0
1	658	293	pinkfoot_nonbreeder	lean_weight	0
1	658	293	barnacle_family	migration	0
1	658	293	barnacle_family	body_condition	0
1	658	293	barnacle_family	lean_weight	0
1	658	293	barnacle_nonbreeder	migration	0
1	658	293	barnacle_nonbreeder	body_condition	0
1	658	293	barnacle_nonbreeder	lean_weight	0
1	658	293	greylag_family	migration	4
1	658	293	greylag_family	body_condition	0
1	658	293	greylag_family	lean_weight	0
1	658	293	greylag_nonbreeder	migration	37
1	658	293	greylag_nonbreeder	body_condition	0
1	658	293	greylag_nonbreeder	lean_weight	0
1	659	294	pinkfoot_family	migration	10
1	659	294	pinkfoot_family	body_condition	0
1	659	294	pinkfoot_family	lean_weight	0
1	659	294	pinkfoot_nonbreeder	migration	160
1	659	294	pinkfoot_nonbreeder	body_condition	0
1	659	294	pinkfoot_nonbreeder	lean_weight	0
1	659	294	barnacle_family	migration	0
1	659	294	barnacle_family	body_condition	0
1	659	294	barnacle_family	lean_weight	0
1	659	294	barnacle_nonbreeder	migration	0
1	659	294	barnacle_nonbreeder	body_condition	0
1	659	294	barnacle_nonbreeder	lean_weight	0
1	659	294	greylag_family	migration	0
1	659	294	greylag_family	body_condition	0
1	659	294	greylag_family	lean_weight	0
1	659	294	greylag_nonbreeder	migration	31
1	659	294	greylag_nonbreeder	body_condition	0
1	659	294	greylag_nonbreeder	lean_weight	0
1	660	295	pinkfoot_family	migration	12
1	660	295	pinkfoot_family	body_condition	0
1	660	295	pinkfoot_family	lean_weight	0
1	660	295	pinkfoot_nonbreeder	migration	162
1	660	295	pinkfoot_nonbreeder	body_condition	0
1	660	295	pinkfoot_nonbreeder	lean_weight	0
1	660	295	barnacle_family	migration	0
1	660	295	barnacle_family	body_condition	0
1	660	295	barnacle_family	lean_weight	0
1	660	295	barnacle_nonbreeder	migration	0
1	660	295	barnacle_nonbreeder	body_condition	0
1	660	295	barnacle_nonbreeder	lean_weight	0
1	660	295	greylag_family	migration	3
1	660	295	greylag_family	body_condition	0
1	660	295	greylag_family	lean_weight	0
1	660	295	greylag_nonbreeder	migration	38
1	660	295	greylag_nonbreeder	body_condition	0
1	660	295	greylag_nonbreeder	lean_weight	0
1	661	296	pinkfoot_family	migration	12
1	661	296	pinkfoot_family	body_condition	0
1	661	296	pinkfoot_family	lean_weight	0
1	661	296	pinkfoot_nonbreeder	migration	189
1	661	296	pinkfoot_nonbreeder	body_condition	0
1	661	296	pinkfoot_nonbreeder	lean_weight	0
1	661	296	barnacle_family	migration	0
1	661	296	barnacle_family	body_condition	0
1	661	296	barnacle_family	lean_weight	0
1	661	296	barnacle_nonbreeder	migration	0
1	661	296	barnacle_nonbreeder	body_condition	0
1	661	296	barnacle_nonbreeder	lean_weight	0
1	661	296	greylag_family	migration	5
1	661	296	greylag_family	body_condition	0
1	661	296	greylag_family	lean_weight	0
1	661	296	greylag_nonbreeder	migration	34
1	661	296	greylag_nonbreeder	body_condition	0
1	661	296	greylag_nonbreeder	lean_weight	0
1	662	297	pinkfoot_family	migration	14
1	662	297	pinkfoot_family	body_condition	0
1	662	297	pinkfoot_family	lean_weight	0
1	662	297	pinkfoot_nonbreeder	migration	170
1	662	297	pinkfoot_nonbreeder	body_condition	0
1	662	297	pinkfoot_nonbreeder	lean_weight	0
1	662	297	barnacle_family	migration	0
1	662	297	barnacle_family	body_condition	0
1	662	297	barnacle_family	lean_weight	0
1	662	297	barnacle_nonbreeder	migration	0
1	662	297	barnacle_nonbreeder	body_condition	0
1	662	297	barnacle_nonbreeder	lean_weight	0
1	662	297	greylag_family	migration	6
1	662	297	greylag_family	body_condition	0
1	662	297	greylag_family	lean_weight	0
1	662	297	greylag_nonbreeder	migration	34
1	662	297	greylag_nonbreeder	body_condition	0
1	662	297	greylag_nonbreeder	lean_weight	0
1	663	298	pinkfoot_family	migration	11
1	663	298	pinkfoot_family	body_condition	0
1	663	298	pinkfoot_family	lean_weight	0
1	663	298	pinkfoot_nonbreeder	migration	148
1	663	298	pinkfoot_nonbreeder	body_condition	0
1	663	298	pinkfoot_nonbreeder	lean_weight	0
1	663	298	barnacle_family	migration	0
1	663	298	barnacle_family	body_condition	0
1	663	298	barnacle_family	lean_weight	0
1	663	298	barnacle_nonbreeder	migration	0
1	663	298	barnacle_nonbreeder	body_condition	0
1	663	298	barnacle_nonbreeder	lean_weight	0
1	663	298	greylag_family	migration	0
1	663	298	greylag_family	body_condition	0
1	663	298	greylag_family	lean_weight	0
1	663	298	greylag_nonbreeder	migration	23
1	663	298	greylag_nonbreeder	body_condition	0
1	663	298	greylag_nonbreeder	lean_weight	0
1	664	299	pinkfoot_family	migration	6
1	664	299	pinkfoot_family	body_condition	0
1	664	299	pinkfoot_family	lean_weight	0
1	664	299	pinkfoot_nonbreeder	migration	161
1	664	299	pinkfoot_nonbreeder	body_condition	0
1	664	299	pinkfoot_nonbreeder	lean_weight	0
1	664	299	barnacle_family	migration	0
1	664	299	barnacle_family	body_condition	0
1	664	299	barnacle_family	lean_weight	0
1	664	299	barnacle_nonbreeder	migration	0
1	664	299	barnacle_nonbreeder	body_condition	0
1	664	299	barnacle_nonbreeder	lean_weight	0
1	664	299	greylag_family	migration	1
1	664	299	greylag_family	body_condition	0
1	664	299	greylag_family	lean_weight	0
1	664	299	greylag_nonbreeder	migration	33
1	664	299	greylag_nonbreeder	body_condition	0
1	664	299	greylag_nonbreeder	lean_weight	0
1	665	300	pinkfoot_family	migration	7
1	665	300	pinkfoot_family	body_condition	0
1	665	300	pinkfoot_family	lean_weight	0
1	665	300	pinkfoot_nonbreeder	migration	188
1	665	300	pinkfoot_nonbreeder	body_condition	0
1	665	300	pinkfoot_nonbreeder	lean_weight	0
1	665	300	barnacle_family	migration	0
1	665	300	barnacle_family	body_condition	0
1	665	300	barnacle_family	lean_weight	0
1	665	300	barnacle_nonbreeder	migration	0
1	665	300	barnacle_nonbreeder	body_condition	0
1	665	300	barnacle_nonbreeder	lean_weight	0
1	665	300	greylag_family	migration	1
1	665	300	greylag_family	body_condition	0
1	665	300	greylag_family	lean_weight	0
1	665	300	greylag_nonbreeder	migration	36
1	665	300	greylag_nonbreeder	body_condition	0
1	665	300	greylag_nonbreeder	lean_weight	0
1	666	301	pinkfoot_family	migration	9
1	666	301	pinkfoot_family	body_condition	0
1	666	301	pinkfoot_family	lean_weight	0
1	666	301	pinkfoot_nonbreeder	migration	151
1	666	301	pinkfoot_nonbreeder	body_condition	0
1	666	301	pinkfoot_nonbreeder	lean_weight	0
1	666	301	barnacle_family	migration	0
1	666	301	barnacle_family	body_condition	0
1	666	301	barnacle_family	lean_weight	0
1	666	301	barnacle_nonbreeder	migration	0
1	666	301	barnacle_nonbreeder	body_condition	0
1	666	301	barnacle_nonbreeder	lean_weight	0
1	666	301	greylag_family	migration	1
1	666	301	greylag_family	body_condition	0
1	666	301	greylag_family	lean_weight	0
1	666	301	greylag_nonbreeder	migration	26
1	666	301	greylag_nonbreeder	body_condition	0
1	666	301	greylag_nonbreeder	lean_weight	0
1	667	302	pinkfoot_family	migration	12
1	667	302	pinkfoot_family	body_condition	0
1	667	302	pinkfoot_family	lean_weight	0
1	667	302	pinkfoot_nonbreeder	migration	122
1	667	302	pinkfoot_nonbreeder	body_condition	0
1	667	302	pinkfoot_nonbreeder	lean_weight	0
1	667	302	barnacle_family	migration	0
1	667	302	barnacle_family	body_condition	0
1	667	302	barnacle_family	lean_weight	0
1	667	302	barnacle_nonbreeder	migration	0
1	667	302	barnacle_nonbreeder	body_condition	0
1	667	302	barnacle_nonbreeder	lean_weight	0
1	667	302	greylag_family	migration	4
1	667	302	greylag_family	body_condition	0
1	667	302	greylag_family	lean_weight	0
1	667	302	greylag_nonbreeder	migration	21
1	667	302	greylag_nonbreeder	body_condition	0
1	667	302	greylag_nonbreeder	lean_weight	0
1	668	303	pinkfoot_family	migration	11
1	668	303	pinkfoot_family	body_condition	0
1	668	303	pinkfoot_family	lean_weight	0
1	668	303	pinkfoot_nonbreeder	migration	131
1	668	303	pinkfoot_nonbreeder	body_condition	0
1	668	303	pinkfoot_nonbreeder	lean_weight	0
1	668	303	barnacle_family	migration	0
1	668	303	barnacle_family	body_condition	0
1	668	303	barnacle_family	lean_weight	0
1	668	303	barnacle_nonbreeder	migration	0
1	668	303	barnacle_nonbreeder	body_condition	0
1	668	303	barnacle_nonbreeder	lean_weight	0
1	668	303	greylag_family	migration	2
1	668	303	greylag_family	body_condition	0
1	668	303	greylag_family	lean_weight	0
1	668	303	greylag_nonbreeder	migration	35
1	668	303	greylag_nonbreeder	body_condition	0
1	668	303	greylag_nonbreeder	lean_weight	0
1	669	304	pinkfoot_family	migration	6
1	669	304	pinkfoot_family	body_condition	0
1	669	304	pinkfoot_family	lean_weight	0
1	669	304	pinkfoot_nonbreeder	migration	118
1	669	304	pinkfoot_nonbreeder	body_condition	0
1	669	304	pinkfoot_nonbreeder	lean_weight	0
1	669	304	barnacle_family	migration	0
1	669	304	barnacle_family	body_condition	0
1	669	304	barnacle_family	lean_weight	0
1	669	304	barnacle_nonbreeder	migration	0
1	669	304	barnacle_nonbreeder	body_condition	0
1	669	304	barnacle_nonbreeder	lean_weight	0
1	669	304	greylag_family	migration	2
1	669	304	greylag_family	body_condition	0
1	669	304	greylag_family	lean_weight	0
1	669	304	greylag_nonbreeder	migration	36
1	669	304	greylag_nonbreeder	body_condition	0
1	669	304	greylag_nonbreeder	lean_weight	0
1	670	305	pinkfoot_family	migration	1
1	670	305	pinkfoot_family	body_condition	0
1	670	305	pinkfoot_family	lean_weight	0
1	670	305	pinkfoot_nonbreeder	migration	19
1	670	305	pinkfoot_nonbreeder	body_condition	0
1	670	305	pinkfoot_nonbreeder	lean_weight	0
1	670	305	barnacle_family	migration	0
1	670	305	barnacle_family	body_condition	0
1	670	305	barnacle_family	lean_weight	0
1	670	305	barnacle_nonbreeder	migration	0
1	670	305	barnacle_nonbreeder	body_condition	0
1	670	305	barnacle_nonbreeder	lean_weight	0
1	670	305	greylag_family	migration	4
1	670	305	greylag_family	body_condition	0
1	670	305	greylag_family	lean_weight	0
1	670	305	greylag_nonbreeder	migration	30
1	670	305	greylag_nonbreeder	body_condition	0
1	670	305	greylag_nonbreeder	lean_weight	0
1	671	306	pinkfoot_family	migration	0
1	671	306	pinkfoot_family	body_condition	0
1	671	306	pinkfoot_family	lean_weight	0
1	671	306	pinkfoot_nonbreeder	migration	9
1	671	306	pinkfoot_nonbreeder	body_condition	0
1	671	306	pinkfoot_nonbreeder	lean_weight	0
1	671	306	barnacle_family	migration	0
1	671	306	barnacle_family	body_condition	0
1	671	306	barnacle_family	lean_weight	0
1	671	306	barnacle_nonbreeder	migration	0
1	671	306	barnacle_nonbreeder	body_condition	0
1	671	306	barnacle_nonbreeder	lean_weight	0
1	671	306	greylag_family	migration	3
1	671	306	greylag_family	body_condition	0
1	671	306	greylag_family	lean_weight	0
1	671	306	greylag_nonbreeder	migration	29
1	671	306	greylag_nonbreeder	body_condition	0
1	671	306	greylag_nonbreeder	lean_weight	0
1	672	307	pinkfoot_family	migration	0
1	672	307	pinkfoot_family	body_condition	0
1	672	307	pinkfoot_family	lean_weight	0
1	672	307	pinkfoot_nonbreeder	migration	14
1	672	307	pinkfoot_nonbreeder	body_condition	0
1	672	307	pinkfoot_nonbreeder	lean_weight	0
1	672	307	barnacle_family	migration	0
1	672	307	barnacle_family	body_condition	0
1	672	307	barnacle_family	lean_weight	0
1	672	307	barnacle_nonbreeder	migration	0
1	672	307	barnacle_nonbreeder	body_condition	0
1	672	307	barnacle_nonbreeder	lean_weight	0
1	672	307	greylag_family	migration	2
1	672	307	greylag_family	body_condition	0
1	672	307	greylag_family	lean_weight	0
1	672	307	greylag_nonbreeder	migration	27
1	672	307	greylag_nonbreeder	body_condition	0
1	672	307	greylag_nonbreeder	lean_weight	0
1	673	308	pinkfoot_family	migration	0
1	673	308	pinkfoot_family	body_condition	0
1	673	308	pinkfoot_family	lean_weight	0
1	673	308	pinkfoot_nonbreeder	migration	16
1	673	308	pinkfoot_nonbreeder	body_condition	0
1	673	308	pinkfoot_nonbreeder	lean_weight	0
1	673	308	barnacle_family	migration	0
1	673	308	barnacle_family	body_condition	0
1	673	308	barnacle_family	lean_weight	0
1	673	308	barnacle_nonbreeder	migration	0
1	673	308	barnacle_nonbreeder	body_condition	0
1	673	308	barnacle_nonbreeder	lean_weight	0
1	673	308	greylag_family	migration	2
1	673	308	greylag_family	body_condition	0
1	673	308	greylag_family	lean_weight	0
1	673	308	greylag_nonbreeder	migration	28
1	673	308	greylag_nonbreeder	body_condition	0
1	673	308	greylag_nonbreeder	lean_weight	0
1	674	309	pinkfoot_family	migration	1
1	674	309	pinkfoot_family	body_condition	0
1	674	309	pinkfoot_family	lean_weight	0
1	674	309	pinkfoot_nonbreeder	migration	17
1	674	309	pinkfoot_nonbreeder	body_condition	0
1	674	309	pinkfoot_nonbreeder	lean_weight	0
1	674	309	barnacle_family	migration	0
1	674	309	barnacle_family	body_condition	0
1	674	309	barnacle_family	lean_weight	0
1	674	309	barnacle_nonbreeder	migration	0
1	674	309	barnacle_nonbreeder	body_condition	0
1	674	309	barnacle_nonbreeder	lean_weight	0
1	674	309	greylag_family	migration	3
1	674	309	greylag_family	body_condition	0
1	674	309	greylag_family	lean_weight	0
1	674	309	greylag_nonbreeder	migration	27
1	674	309	greylag_nonbreeder	body_condition	0
1	674	309	greylag_nonbreeder	lean_weight	0
1	675	310	pinkfoot_family	migration	3
1	675	310	pinkfoot_family	body_condition	0
1	675	310	pinkfoot_family	lean_weight	0
1	675	310	pinkfoot_nonbreeder	migration	14
1	675	310	pinkfoot_nonbreeder	body_condition	0
1	675	310	pinkfoot_nonbreeder	lean_weight	0
1	675	310	barnacle_family	migration	0
1	675	310	barnacle_family	body_condition	0
1	675	310	barnacle_family	lean_weight	0
1	675	310	barnacle_nonbreeder	migration	0
1	675	310	barnacle_nonbreeder	body_condition	0
1	675	310	barnacle_nonbreeder	lean_weight	0
1	675	310	greylag_family	migration	3
1	675	310	greylag_family	body_condition	0
1	675	310	greylag_family	lean_weight	0
1	675	310	greylag_nonbreeder	migration	23
1	675	310	greylag_nonbreeder	body_condition	0
1	675	310	greylag_nonbreeder	lean_weight	0
1	676	311	pinkfoot_family	migration	0
1	676	311	pinkfoot_family	body_condition	0
1	676	311	pinkfoot_family	lean_weight	0
1	676	311	pinkfoot_nonbreeder	migration	18
1	676	311	pinkfoot_nonbreeder	body_condition	0
1	676	311	pinkfoot_nonbreeder	lean_weight	0
1	676	311	barnacle_family	migration	0
1	676	311	barnacle_family	body_condition	0
1	676	311	barnacle_family	lean_weight	0
1	676	311	barnacle_nonbreeder	migration	0
1	676	311	barnacle_nonbreeder	body_condition	0
1	676	311	barnacle_nonbreeder	lean_weight	0
1	676	311	greylag_family	migration	4
1	676	311	greylag_family	body_condition	0
1	676	311	greylag_family	lean_weight	0
1	676	311	greylag_nonbreeder	migration	39
1	676	311	greylag_nonbreeder	body_condition	0
1	676	311	greylag_nonbreeder	lean_weight	0
1	677	312	pinkfoot_family	migration	2
1	677	312	pinkfoot_family	body_condition	0
1	677	312	pinkfoot_family	lean_weight	0
1	677	312	pinkfoot_nonbreeder	migration	17
1	677	312	pinkfoot_nonbreeder	body_condition	0
1	677	312	pinkfoot_nonbreeder	lean_weight	0
1	677	312	barnacle_family	migration	0
1	677	312	barnacle_family	body_condition	0
1	677	312	barnacle_family	lean_weight	0
1	677	312	barnacle_nonbreeder	migration	0
1	677	312	barnacle_nonbreeder	body_condition	0
1	677	312	barnacle_nonbreeder	lean_weight	0
1	677	312	greylag_family	migration	1
1	677	312	greylag_family	body_condition	0
1	677	312	greylag_family	lean_weight	0
1	677	312	greylag_nonbreeder	migration	28
1	677	312	greylag_nonbreeder	body_condition	0
1	677	312	greylag_nonbreeder	lean_weight	0
1	678	313	pinkfoot_family	migration	1
1	678	313	pinkfoot_family	body_condition	0
1	678	313	pinkfoot_family	lean_weight	0
1	678	313	pinkfoot_nonbreeder	migration	12
1	678	313	pinkfoot_nonbreeder	body_condition	0
1	678	313	pinkfoot_nonbreeder	lean_weight	0
1	678	313	barnacle_family	migration	0
1	678	313	barnacle_family	body_condition	0
1	678	313	barnacle_family	lean_weight	0
1	678	313	barnacle_nonbreeder	migration	0
1	678	313	barnacle_nonbreeder	body_condition	0
1	678	313	barnacle_nonbreeder	lean_weight	0
1	678	313	greylag_family	migration	3
1	678	313	greylag_family	body_condition	0
1	678	313	greylag_family	lean_weight	0
1	678	313	greylag_nonbreeder	migration	23
1	678	313	greylag_nonbreeder	body_condition	0
1	678	313	greylag_nonbreeder	lean_weight	0
1	679	314	pinkfoot_family	migration	1
1	679	314	pinkfoot_family	body_condition	0
1	679	314	pinkfoot_family	lean_weight	0
1	679	314	pinkfoot_nonbreeder	migration	11
1	679	314	pinkfoot_nonbreeder	body_condition	0
1	679	314	pinkfoot_nonbreeder	lean_weight	0
1	679	314	barnacle_family	migration	0
1	679	314	barnacle_family	body_condition	0
1	679	314	barnacle_family	lean_weight	0
1	679	314	barnacle_nonbreeder	migration	0
1	679	314	barnacle_nonbreeder	body_condition	0
1	679	314	barnacle_nonbreeder	lean_weight	0
1	679	314	greylag_family	migration	1
1	679	314	greylag_family	body_condition	0
1	679	314	greylag_family	lean_weight	0
1	679	314	greylag_nonbreeder	migration	23
1	679	314	greylag_nonbreeder	body_condition	0
1	679	314	greylag_nonbreeder	lean_weight	0
1	680	315	pinkfoot_family	migration	0
1	680	315	pinkfoot_family	body_condition	0
1	680	315	pinkfoot_family	lean_weight	0
1	680	315	pinkfoot_nonbreeder	migration	9
