343																		
HunterID	HunterType	HuntingDays	WeekdayHunterChance	GooseLookChance	Efficiency	HomeX	HomeY	NoFarmrefs	FarmRef1	FarmRef2	FarmRef3	FarmRef4	FarmRef5	FarmRef6	FarmRef7	FarmRef8	FarmRef9	FarmRef10
273	0	15	1	1	1	69480	7393	3	537	162	397	NA	NA	NA	NA	NA	NA	NA
274	0	15	1	1	1	-10346	3744	4	198	481	350	425	NA	NA	NA	NA	NA	NA
275	0	15	1	1	1	-25512	-20461	2	399	66	NA	NA	NA	NA	NA	NA	NA	NA
276	0	15	1	1	1	-30227	-17941	1	31	NA	NA	NA	NA	NA	NA	NA	NA	NA
277	0	15	1	1	1	-2608	3884	3	272	297	202	NA	NA	NA	NA	NA	NA	NA
278	0	15	1	1	1	-2838	1803	3	356	29	145	NA	NA	NA	NA	NA	NA	NA
279	0	15	1	1	1	-15469	-44163	1	472	NA	NA	NA	NA	NA	NA	NA	NA	NA
280	0	15	1	1	1	41784	-53055	2	493	349	NA	NA	NA	NA	NA	NA	NA	NA
281	0	15	1	1	1	-28368	-14776	2	395	16	NA	NA	NA	NA	NA	NA	NA	NA
282	0	15	1	1	1	-32326	-26566	5	462	160	40	204	145	NA	NA	NA	NA	NA
283	0	15	1	1	1	-3717	15993	2	353	434	NA	NA	NA	NA	NA	NA	NA	NA
284	0	15	1	1	1	-10627	3898	2	187	104	NA	NA	NA	NA	NA	NA	NA	NA
285	0	15	1	1	1	-13320	3314	5	45	249	341	397	306	NA	NA	NA	NA	NA
286	0	15	1	1	1	2337	-6257	2	45	368	NA	NA	NA	NA	NA	NA	NA	NA
287	0	15	1	1	1	75343	-99534	5	313	66	340	225	323	NA	NA	NA	NA	NA
288	0	15	1	1	1	238224	-136295	1	555	NA	NA	NA	NA	NA	NA	NA	NA	NA
289	0	15	1	1	1	-9172	-57213	5	312	230	96	199	65	NA	NA	NA	NA	NA
290	0	15	1	1	1	-243	-8283	4	160	257	551	524	NA	NA	NA	NA	NA	NA
291	0	15	1	1	1	44807	16043	2	235	309	NA	NA	NA	NA	NA	NA	NA	NA
292	0	15	1	1	1	17311	-39750	5	147	556	302	379	228	NA	NA	NA	NA	NA
293	0	15	1	1	1	118993	-160426	5	473	301	424	531	356	NA	NA	NA	NA	NA
294	0	15	1	1	1	49462	-35394	2	469	241	NA	NA	NA	NA	NA	NA	NA	NA
295	0	15	1	1	1	2981	-15640	2	108	369	NA	NA	NA	NA	NA	NA	NA	NA
296	0	15	1	1	1	-24721	-15431	2	505	254	NA	NA	NA	NA	NA	NA	NA	NA
297	0	15	1	1	1	54987	31064	3	411	310	72	NA	NA	NA	NA	NA	NA	NA
298	0	15	1	1	1	-27056	-17438	2	205	263	NA	NA	NA	NA	NA	NA	NA	NA
299	0	15	1	1	1	65649	2675	1	170	NA	NA	NA	NA	NA	NA	NA	NA	NA
300	0	15	1	1	1	-13968	-10822	5	331	136	423	153	143	NA	NA	NA	NA	NA
301	0	15	1	1	1	-30278	-17913	3	478	47	196	NA	NA	NA	NA	NA	NA	NA
302	0	15	1	1	1	107051	-64118	1	227	NA	NA	NA	NA	NA	NA	NA	NA	NA
303	0	15	1	1	1	70796	10026	2	381	521	NA	NA	NA	NA	NA	NA	NA	NA
304	0	15	1	1	1	63333	31698	1	202	NA	NA	NA	NA	NA	NA	NA	NA	NA
305	0	15	1	1	1	-451	7523	2	10	451	NA	NA	NA	NA	NA	NA	NA	NA
306	0	15	1	1	1	109024	87986	2	172	479	NA	NA	NA	NA	NA	NA	NA	NA
307	0	15	1	1	1	16345	-43622	2	466	319	NA	NA	NA	NA	NA	NA	NA	NA
308	0	15	1	1	1	-15568	-3139	2	67	358	NA	NA	NA	NA	NA	NA	NA	NA
309	0	15	1	1	1	61198	37830	1	156	NA	NA	NA	NA	NA	NA	NA	NA	NA
310	0	15	1	1	1	100104	72925	2	233	446	NA	NA	NA	NA	NA	NA	NA	NA
311	0	15	1	1	1	46878	-86470	2	541	204	NA	NA	NA	NA	NA	NA	NA	NA
312	0	15	1	1	1	85286	25340	2	249	131	NA	NA	NA	NA	NA	NA	NA	NA
313	0	15	1	1	1	-11458	-1233	4	452	316	515	442	NA	NA	NA	NA	NA	NA
314	0	15	1	1	1	57555	36428	3	538	446	167	NA	NA	NA	NA	NA	NA	NA
315	0	15	1	1	1	25556	-90934	1	170	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	0	15	1	1	1	-24440	-12201	2	497	73	NA	NA	NA	NA	NA	NA	NA	NA
317	0	15	1	1	1	-5998	2604	3	272	314	89	NA	NA	NA	NA	NA	NA	NA
318	0	15	1	1	1	-21861	-16335	1	396	NA	NA	NA	NA	NA	NA	NA	NA	NA
319	0	15	1	1	1	7809	-89016	1	289	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	0	15	1	1	1	-5240	14114	3	44	161	237	NA	NA	NA	NA	NA	NA	NA
321	0	15	1	1	1	50980	17336	1	233	NA	NA	NA	NA	NA	NA	NA	NA	NA
322	0	15	1	1	1	63799	23488	5	216	153	418	528	223	NA	NA	NA	NA	NA
323	0	15	1	1	1	-5631	-1515	1	277	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	0	15	1	1	1	56072	31400	1	455	NA	NA	NA	NA	NA	NA	NA	NA	NA
325	0	15	1	1	1	-22865	-2653	1	345	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	0	15	1	1	1	-22788	-15883	1	519	NA	NA	NA	NA	NA	NA	NA	NA	NA
327	0	15	1	1	1	-7940	19441	1	472	NA	NA	NA	NA	NA	NA	NA	NA	NA
328	0	15	1	1	1	26084	-89214	3	192	236	254	NA	NA	NA	NA	NA	NA	NA
329	0	15	1	1	1	-20273	-25858	1	205	NA	NA	NA	NA	NA	NA	NA	NA	NA
330	0	15	1	1	1	-8870	-69580	2	140	122	NA	NA	NA	NA	NA	NA	NA	NA
331	0	15	1	1	1	98502	-77057	1	65	NA	NA	NA	NA	NA	NA	NA	NA	NA
332	0	15	1	1	1	-1657	1164	2	275	240	NA	NA	NA	NA	NA	NA	NA	NA
333	0	15	1	1	1	-12420	-11928	4	121	172	333	152	NA	NA	NA	NA	NA	NA
334	0	15	1	1	1	89794	-88469	1	123	NA	NA	NA	NA	NA	NA	NA	NA	NA
335	0	15	1	1	1	-19453	-11071	1	205	NA	NA	NA	NA	NA	NA	NA	NA	NA
336	0	15	1	1	1	-16882	-24959	2	289	276	NA	NA	NA	NA	NA	NA	NA	NA
337	0	15	1	1	1	-18563	-7577	3	476	423	94	NA	NA	NA	NA	NA	NA	NA
338	0	15	1	1	1	78589	-116728	1	108	NA	NA	NA	NA	NA	NA	NA	NA	NA
339	0	15	1	1	1	35906	-18463	1	178	NA	NA	NA	NA	NA	NA	NA	NA	NA
340	0	15	1	1	1	-22508	939	1	330	NA	NA	NA	NA	NA	NA	NA	NA	NA
341	0	15	1	1	1	57896	13955	3	152	83	10	NA	NA	NA	NA	NA	NA	NA
342	0	15	1	1	1	-13731	-1612	1	473	NA	NA	NA	NA	NA	NA	NA	NA	NA
