45 
17528	7058
17832	7197
17339	6539
17435	6509
16604	6583
16461	6640
16502	6733
17081	8259
16790	6673
16579	6574
16528	6592
16645	6599
16484	6790
16915	8221
16501	6805
16680	6414
16329	4995
16644	6614
16881	8222
17924	7366
17937	7228
16953	8309
16813	8272
16412	6059
16903	8284
17341	7351
17233	7216
16454	6071
16889	8275
16918	8223
17149	7184
16498	6116
17153	7071
16128	6304
16820	8237
17410	6913
16827	8239
17378	7019
17478	6839
17058	8070
17270	6019
17418	8022
17165	6117
16873	4372
17853	7268
