0	0
0.01663	0.0210408
0.03326	0.0420396
0.04989	0.0629962
0.06652	0.0839108
0.08315	0.104783
0.09978	0.125614
0.11641	0.146402
0.13304	0.167148
0.14967	0.187852
0.1663	0.208514
0.18293	0.229134
0.19956	0.249711
0.21619	0.270247
0.23282	0.290741
0.24945	0.311192
0.26608	0.331601
0.28271	0.351969
0.29934	0.372294
0.31597	0.392577
0.3326	0.412818
0.34923	0.433017
0.36586	0.453173
0.38249	0.473288
0.39912	0.493361
0.41575	0.513391
0.43238	0.533379
0.44901	0.553326
0.46564	0.57323
0.48227	0.593092
0.4989	0.612912
0.51553	0.63269
0.53216	0.652425
0.54879	0.672119
0.56542	0.691771
0.58205	0.71138
0.59868	0.730948
0.61531	0.750473
0.63194	0.769956
0.64857	0.789397
0.6652	0.808796
0.68183	0.828153
0.69846	0.847468
0.71509	0.86674
0.73172	0.885971
0.74835	0.905159
0.76498	0.924306
0.78161	0.94341
0.79824	0.962472
0.81487	0.981492
0.8315	1.00047
0.84813	1.01941
0.86476	1.0383
0.88139	1.05715
0.89802	1.07596
0.91465	1.09473
0.93128	1.11345
0.94791	1.13214
0.96454	1.15078
0.98117	1.16938
0.9978	1.18793
1.01443	1.20645
1.03106	1.22492
1.04769	1.24335
1.06432	1.26174
1.08095	1.28009
1.09758	1.29839
1.11421	1.31665
1.13084	1.33487
1.14747	1.35305
1.1641	1.37119
1.18073	1.38928
1.19736	1.40733
1.21399	1.42534
1.23062	1.44331
1.24725	1.46124
1.26388	1.47912
1.28051	1.49696
1.29714	1.51476
1.31377	1.53252
1.3304	1.55023
1.34703	1.56791
1.36366	1.58554
1.38029	1.60313
1.39692	1.62067
1.41355	1.63818
1.43018	1.65564
1.44681	1.67306
1.46344	1.69044
1.48007	1.70777
1.4967	1.72507
1.51333	1.74232
1.52996	1.75953
1.54659	1.7767
1.56322	1.79382
1.57985	1.81091
1.59648	1.82795
1.61311	1.84495
1.62974	1.8619
1.64637	1.87882
1.663	1.89569
1.67963	1.91252
1.69626	1.92931
1.71289	1.94606
1.72952	1.96276
1.74615	1.97942
1.76278	1.99605
1.77941	2.01262
1.79604	2.02916
1.81267	2.04565
1.8293	2.06211
1.84593	2.07852
1.86256	2.09488
1.87919	2.11121
1.89582	2.12749
1.91245	2.14373
1.92908	2.15993
1.94571	2.17609
1.96234	2.19221
1.97897	2.20828
1.9956	2.22431
2.01223	2.2403
2.02886	2.25625
2.04549	2.27215
2.06212	2.28801
2.07875	2.30383
2.09538	2.31961
2.11201	2.33535
2.12864	2.35104
2.14527	2.36669
2.1619	2.3823
2.17853	2.39787
2.19516	2.4134
2.21179	2.42888
