Polyref	CX	CY	Type	Area	Country Designation
997	107	104	12	1	-1
998	2432	104	57	1	-1
999	2605	106	1	4	-1
1000	4174	104	40	1	-1
1001	4547	108	1	9	-1
1002	7786	104	40	1	-1
1003	7809	121	20	2504	-1
1004	9925	104	12	1	-1
1005	2435	105	57	1	-1
1006	4023	110	40	10	-1
1007	6435	128	1	53	-1
1008	7783	105	40	1	-1
1009	9928	106	57	3	-1
1010	106	107	12	2	-1
1011	2446	111	57	122	-1
1012	2629	345	32	300978	-1
1013	4036	113	1	14	-1
1014	4174	154	40	917	-1
1015	4206	106	1	1	-1
1016	6438	122	0	104	-1
1017	8505	288	26	82716	-1
1018	9921	107	12	2	-1
1019	2076	118	57	1396	-1
1020	2893	157	26	3855	-1
1021	4276	110	24	26	0
1022	7776	107	40	1	-1
1023	105	108	52	1	-1
1024	181	111	24	35	1
1025	2605	111	32	7	-1
1026	4185	108	1	1	-1
1027	4543	117	20	96	-1
1028	6409	116	24	355	0
1029	7283	109	57	2	-1
1030	7773	108	40	1	-1
1031	9924	109	57	2	-1
1032	105	109	12	1	-1
1033	1049	116	44	193	-1
1034	4187	109	1	1	-1
1035	9918	109	12	1	-1
1036	104	110	52	1	-1
1037	888	132	4	1808	-1
1038	1376	110	4	1	-1
1039	2606	115	1	20	-1
1040	2788	111	32	2	-1
1041	3437	293	32	72620	-1
1042	4215	110	1	1	-1
1043	7692	140	1	397	-1
1044	104	111	12	1	-1
1045	2264	234	27	3034	-1
1046	2241	284	12	1707	-1
1047	4178	115	1	109	-1
1048	4217	111	1	1	-1
1049	5059	111	52	1	-1
1050	6462	122	24	194	0
1051	6463	111	20	1	-1
1052	9920	112	57	2	-1
1053	102	114	52	6	-1
1054	4336	116	24	39	0
1055	6466	112	20	2	-1
1056	7827	116	40	10	-1
1057	9914	112	12	1	-1
1058	2789	114	32	2	-1
1059	4194	113	40	1	-1
1060	4189	131	22	144	-1
1061	4222	113	1	1	-1
1062	5071	134	52	48	-1
1063	5223	114	45	9	-1
1064	9917	114	57	2	-1
1065	103	114	12	1	-1
1066	644	114	57	2	-1
1067	2456	121	44	193	-1
1068	3958	157	11	1046	-1
1069	4224	114	1	1	-1
1070	4280	123	24	125	0
1071	7785	117	24	42	1
1072	9910	115	12	2	-1
1073	2262	233	12	622	-1
1074	2606	127	57	44	-1
1075	4012	121	1	13	-1
1076	4226	115	1	1	-1
1077	4324	117	24	13	0
1078	4567	169	1	314	-1
1079	102	116	12	1	-1
1080	344	146	32	7677	-1
1081	839	131	50	893	-1
1082	1761	129	32	98	-1
1083	1796	120	24	39	1
1084	2446	118	32	20	-1
1085	4186	121	40	79	-1
1086	4202	116	40	1	-1
1087	4205	120	1	89	-1
1088	4228	116	1	1	-1
1089	4343	126	24	187	0
1090	9913	117	57	2	-1
1091	1279	117	57	1	-1
1092	1713	117	50	1	-1
1093	2247	216	32	11485	-1
1094	2444	119	12	15	-1
1095	2790	117	32	1	-1
1096	4090	134	0	233	-1
1097	4204	117	40	1	-1
1098	4230	117	1	4	-1
1099	7734	141	6	3097	-1
1100	7773	119	57	4	-1
1101	7774	119	40	5	-1
1102	9906	118	12	2	-1
1103	101	119	12	2	-1
1104	179	131	24	380	1
1105	1225	155	57	2370	-1
1106	2861	203	10	6813	-1
1107	4206	118	40	1	-1
1108	4302	128	24	107	0
1109	4368	118	20	2	-1
1110	100	120	52	2	-1
1111	1710	119	50	1	-1
1112	4173	134	24	371	0
1113	4235	119	1	1	-1
1114	4317	120	24	13	0
1115	4371	119	20	1	-1
1116	7764	119	57	1	-1
1117	9909	120	57	2	-1
1118	1707	121	50	2	-1
1119	4151	135	40	37	-1
1120	4211	120	40	1	-1
1121	4237	120	1	1	-1
1122	4697	95	21	862	-1
1123	6966	120	57	1	-1
1124	7761	120	57	1	-1
1125	7829	120	40	1	-1
1126	9902	121	12	2	-1
1127	25	127	32	53	-1
1128	98	129	12	17	-1
1129	166	125	21	2123	-1
1130	565	157	50	3480	-1
1131	2791	121	32	1	-1
1132	4213	121	40	1	-1
1133	4240	121	1	1	-1
1134	6969	121	57	1	-1
1135	7757	121	57	1	-1
1136	1673	144	50	180	-1
1137	2716	168	1	375	-1
1138	3937	205	1	224	-1
1139	4185	125	1	27	-1
1140	4242	122	1	1	-1
1141	6973	122	57	1	-1
1142	7754	122	57	1	-1
1143	7774	129	57	29	-1
1144	7785	127	24	72	0
1145	7830	122	40	1	-1
1146	7873	125	40	6	-1
1147	9899	123	12	3	-1
1148	9906	122	57	1	-1
1149	44	140	6	12784	-1
1150	2429	130	44	193	-1
1151	4244	123	1	2	-1
1152	4402	161	0	203	-1
1153	4550	130	24	327	0
1154	7282	124	57	3	-1
1155	7751	123	57	1	-1
1156	2418	133	12	34	-1
1157	4005	127	40	6	-1
1158	4247	124	1	1	-1
1159	7747	124	57	2	-1
1160	322	86	16	42565	3
1161	2419	129	32	43	-1
1162	2622	134	11	93	-1
1163	4239	134	1	158	-1
1164	4249	125	1	1	-1
1165	4654	102	16	27487	3
1166	7744	125	57	2	-1
1167	9892	128	12	6	-1
1168	9902	125	57	1	-1
1169	1136	133	57	19	-1
1170	4183	127	40	3	-1
1171	4252	126	1	1	-1
1172	5938	176	27	2424	-1
1173	7740	126	57	2	-1
1174	36	129	57	17	-1
1175	301	127	57	1	-1
1176	4190	136	1	76	-1
1177	4254	127	1	2	-1
1178	4917	156	17	87	3
1179	7737	127	57	2	-1
1180	304	128	57	1	-1
1181	421	150	11	517	-1
1182	2511	152	57	538	-1
1183	4263	130	1	11	-1
1184	7734	128	57	2	-1
1185	7803	143	24	323	0
1186	8253	129	30	2	-1
1187	307	129	57	3	-1
1188	2435	146	12	133	-1
1189	4210	190	24	4354	0
1190	4382	132	24	365	0
1191	4574	155	20	245	-1
1192	7731	129	57	2	-1
1193	2437	133	12	13	-1
1194	2845	218	0	683	-1
1195	3997	135	1	11	-1
1196	7641	148	20	857	-1
1197	7728	130	57	1	-1
1198	9832	172	12	162	-1
1199	46	131	57	3	-1
1200	233	143	57	3103	-1
1201	1133	131	40	1	-1
1202	1986	135	57	39	-1
1203	4184	135	40	13	-1
1204	5789	220	52	288	-1
1205	7607	131	40	5	-1
1206	7724	131	57	2	-1
1207	50	132	57	2	-1
1208	1964	161	50	4062	-1
1209	2608	133	1	5	-1
1210	3951	139	44	193	-1
1211	4269	132	1	2	-1
1212	4554	132	1	1	-1
1213	5811	132	57	1	-1
1214	5993	187	12	1964	-1
1215	7721	132	57	2	-1
1216	847	140	44	193	-1
1217	787	244	27	7499	-1
1218	4072	160	40	413	-1
1219	4273	133	1	2	-1
1220	4553	134	20	5	-1
1221	7718	133	57	2	-1
1222	9891	133	57	1	-1
1223	899	136	50	18	-1
1224	901	137	12	34	-1
1225	2436	134	32	1	-1
1226	4277	134	1	2	-1
1227	4297	136	0	26	-1
1228	4563	164	1	246	-1
1229	7715	134	57	2	-1
1230	8252	135	30	3	-1
1231	3991	140	40	10	-1
1232	4281	135	1	2	-1
1233	5862	271	6	23733	-1
1234	7712	135	57	1	-1
1235	4284	136	1	2	-1
1236	4407	137	24	18	0
1237	5150	137	45	9	-1
1238	7708	136	57	2	-1
1239	1085	166	16	3947	3
1240	2127	174	11	3913	-1
1241	2433	137	12	1	-1
1242	4288	137	1	2	-1
1243	4550	138	20	3	-1
1244	4558	179	22	354	-1
1245	5788	249	0	771	-1
1246	6447	138	0	28	-1
1247	7639	143	24	198	1
1248	7680	137	57	1	-1
1249	7705	137	57	2	-1
1250	2612	140	1	11	-1
1251	4292	138	1	2	-1
1252	6444	144	24	186	0
1253	7677	138	57	1	-1
1254	7702	138	57	2	-1
1255	7851	148	40	586	-1
1256	64	236	57	918	-1
1257	4296	139	1	2	-1
1258	4393	125	20	2666	-1
1259	4457	173	0	421	-1
1260	6436	140	20	15	-1
1261	7674	139	57	1	-1
1262	7699	139	57	1	-1
1263	95	142	12	466	-1
1264	2583	126	57	538	-1
1265	2796	140	32	1	-1
1266	4300	140	1	2	-1
1267	6443	151	0	128	-1
1268	7281	140	57	1	-1
1269	7671	140	57	2	-1
1270	7696	140	57	1	-1
1271	8036	94	12	1735	-1
1272	8251	142	30	4	-1
1273	99	143	57	10	-1
1274	2005	211	16	14238	3
1275	4240	138	40	168	-1
1276	4304	141	1	1	-1
1277	7660	143	24	33	1
1278	7668	141	57	2	-1
1279	7692	141	57	2	-1
1280	7872	148	44	193	-1
1281	210	179	6	11833	-1
1282	4234	140	22	333	-1
1283	4307	142	1	2	-1
1284	4529	129	20	2568	-1
1285	5803	143	57	2	-1
1286	7689	142	57	2	-1
1287	8037	95	52	558	-1
1288	4180	145	1	6	-1
1289	4235	154	40	1584	-1
1290	4311	143	1	2	-1
1291	6449	146	20	93	-1
1292	7566	155	57	24	-1
1293	7686	143	57	1	-1
1294	7829	147	24	122	0
1295	8232	419	26	13760	-1
1296	2282	151	44	193	-1
1297	2797	144	32	1	-1
1298	4274	144	40	1	-1
1299	4277	164	1	268	-1
1300	4315	144	1	2	-1
1301	4557	147	20	37	-1
1302	7234	147	57	7	-1
1303	7683	144	57	1	-1
1304	154	148	57	79	-1
1305	3983	148	1	6	-1
1306	4094	132	1	588	-1
1307	4277	145	40	2	-1
1308	4319	145	1	2	-1
1309	4415	153	24	224	0
1310	5322	145	57	3	-1
1311	7680	145	57	1	-1
1312	1603	158	50	266	-1
1313	2017	147	17	28	3
1314	2619	147	1	4	-1
1315	4274	189	40	2239	-1
1316	4323	146	1	1	-1
1317	4409	147	20	2	-1
1318	4481	155	24	234	0
1319	5701	234	12	724	-1
1320	7612	159	1	164	-1
1321	7658	146	1	1	-1
1322	7677	146	57	1	-1
1323	8209	147	57	67	-1
1324	789	246	12	1753	-1
1325	2798	147	32	1	-1
1326	4048	158	24	1251	1
1327	4327	147	1	1	-1
1328	5713	147	57	3	-1
1329	8040	156	16	1678	3
1330	8250	149	30	4	-1
1331	179	152	40	135	-1
1332	4290	148	1	1	-1
1333	4331	148	1	1	-1
1334	5702	238	52	207	-1
1335	6433	148	20	2	-1
1336	6731	184	12	1768	-1
1337	2389	156	44	193	-1
1338	4251	154	1	96	-1
1339	4294	149	1	1	-1
1340	4335	149	1	1	-1
1341	5802	149	57	1	-1
1342	6437	149	20	4	-1
1343	7776	153	57	8	-1
1344	8062	186	18	12749	2
1345	8065	238	6	27876	-1
1346	8208	245	10	2464	-1
1347	9575	164	26	529	-1
1348	896	260	10	36072	-1
1349	2626	150	1	1	-1
1350	2799	151	32	2	-1
1351	4077	198	1	1017	-1
1352	4298	150	1	1	-1
1353	4339	150	1	1	-1
1354	4434	164	24	147	0
1355	4569	150	20	1	-1
1356	6454	188	21	566	-1
1357	6443	150	20	3	-1
1358	6725	185	52	497	-1
1359	8197	151	57	3	-1
1360	97	152	57	2	-1
1361	2628	151	1	2	-1
1362	4191	153	40	26	-1
1363	4290	193	1	339	-1
1364	4343	151	1	1	-1
1365	4545	154	24	28	0
1366	7653	160	40	232	-1
1367	7666	161	57	111	-1
1368	2631	152	1	4	-1
1369	4091	191	40	3318	-1
1370	4347	152	1	1	-1
1371	4570	153	20	3	-1
1372	6519	153	40	2	-1
1373	2800	154	32	2	-1
1374	4308	154	40	9	-1
1375	4351	153	1	1	-1
1376	6520	154	57	10	-1
1377	7648	156	0	26	-1
1378	8249	155	30	5	-1
1379	96	155	57	2	-1
1380	2636	154	1	2	-1
1381	3845	161	44	193	-1
1382	4247	157	40	36	-1
1383	4355	154	1	1	-1
1384	4560	121	0	1517	-1
1385	5629	154	57	1	-1
1386	5617	237	12	686	-1
1387	5632	154	57	3	-1
1388	5712	155	57	2	-1
1389	2640	155	1	1	-1
1390	4159	139	1	391	-1
1391	4313	155	40	1	-1
1392	4359	155	1	1	-1
1393	6426	175	1	60	-1
1394	697	307	12	976	-1
1395	2175	163	44	193	-1
1396	2643	156	1	1	-1
1397	2802	160	32	14	-1
1398	4176	226	22	3917	-1
1399	4193	157	1	2	-1
1400	4363	156	1	1	-1
1401	4461	147	20	4529	-1
1402	5083	157	45	9	-1
1403	5618	241	52	194	-1
1404	6428	172	0	45	-1
1405	6430	169	20	58	-1
1406	6451	174	24	611	0
1407	6511	171	0	153	-1
1408	7280	156	57	1	-1
1409	8196	157	57	2	-1
1410	2647	157	1	1	-1
1411	4139	159	40	27	-1
1412	4315	185	40	801	-1
1413	4325	157	1	1	-1
1414	4367	157	1	1	-1
1415	4620	204	20	2361	-1
1416	4799	164	24	129	1
1417	5633	158	57	3	-1
1418	95	159	57	2	-1
1419	2650	158	1	1	-1
1420	4329	158	1	1	-1
1421	4371	158	1	1	-1
1422	7637	165	44	180	-1
1423	7924	159	12	57	-1
1424	7948	160	0	175	-1
1425	2654	159	1	1	-1
1426	3994	194	57	4495	-1
1427	4192	159	1	1	-1
1428	4333	159	1	1	-1
1429	4375	159	1	1	-1
1430	4405	159	20	1	-1
1431	4416	137	20	412	-1
1432	5084	160	52	3	-1
1433	5367	252	0	740	-1
1434	8248	161	30	4	-1
1435	2748	250	9	19582	-1
1436	2658	160	1	1	-1
1437	4130	174	40	252	-1
1438	4176	170	40	101	-1
1439	4332	171	0	107	-1
1440	4337	160	1	1	-1
1441	4378	160	1	1	-1
1442	7744	163	57	386	-1
1443	7898	160	12	9	-1
1444	7909	160	1	13	-1
1445	94	162	57	3	-1
1446	2661	161	1	1	-1
1447	4430	203	40	4365	-1
1448	4341	161	1	1	-1
1449	4382	161	1	1	-1
1450	5711	161	57	1	-1
1451	6458	168	20	105	-1
1452	7882	161	12	13	-1
1453	7891	161	1	6	-1
1454	8918	1916	21	64864	-1
1455	7918	161	1	2	-1
1456	7950	180	20	2759	-1
1457	8195	162	57	2	-1
1458	2665	162	1	1	-1
1459	4345	162	1	1	-1
1460	4386	162	1	1	-1
1461	7864	162	12	18	-1
1462	7876	162	1	6	-1
1463	7923	164	1	4	-1
1464	2667	163	32	3	-1
1465	2669	163	1	1	-1
1466	4349	163	1	1	-1
1467	4390	163	1	1	-1
1468	4469	168	24	71	0
1469	5086	163	52	1	-1
1470	5325	163	12	1	-1
1471	7599	163	21	2	-1
1472	7622	167	40	107	-1
1473	7650	167	26	101	-1
1474	7716	168	0	648	-1
1475	7844	163	12	14	-1
1476	7858	163	1	13	-1
1477	9592	170	44	193	-1
1478	2672	164	32	1	-1
1479	4353	164	1	1	-1
1480	4394	164	1	1	-1
1481	4522	185	20	494	-1
1482	5089	164	57	1	-1
1483	5325	164	6	1	-1
1484	5330	164	57	1	-1
1485	5632	165	57	3	-1
1486	6638	164	57	1	-1
1487	7824	164	12	5	-1
1488	7832	164	1	11	-1
1489	7870	181	22	105	-1
1490	93	166	57	2	-1
1491	1193	196	50	126	-1
1492	1182	180	12	171	-1
1493	2675	165	32	1	-1
1494	2676	165	1	1	-1
1495	4063	185	40	489	-1
1496	4304	188	0	185	-1
1497	4357	165	1	1	-1
1498	4398	165	1	1	-1
1499	5087	165	52	1	-1
1500	5163	264	12	797	-1
1501	5326	165	57	1	-1
1502	7813	165	1	6	-1
1503	1232	173	44	193	-1
1504	2679	166	32	1	-1
1505	2680	166	1	1	-1
1506	4037	175	40	111	-1
1507	4361	166	1	1	-1
1508	5090	166	57	1	-1
1509	5326	166	6	1	-1
1510	5331	166	57	1	-1
1511	6438	184	20	242	-1
1512	7767	167	57	32	-1
1513	7797	166	1	5	-1
1514	7902	166	1	9	-1
1515	7908	166	20	4	-1
1516	7912	166	1	4	-1
1517	8247	167	30	3	-1
1518	1191	190	52	79	-1
1519	2683	167	32	3	-1
1520	4310	169	40	6	-1
1521	4365	167	1	1	-1
1522	5088	167	52	1	-1
1523	5710	168	57	2	-1
1524	7567	168	22	6	-1
1525	7779	167	1	6	-1
1526	7886	167	1	7	-1
1527	7906	361	0	1168	-1
1528	7917	168	1	5	-1
1529	7926	168	1	3	-1
1530	8194	167	16	1	3
1531	8875	168	12	2	-1
1532	92	169	57	3	-1
1533	1134	245	32	15209	-1
1534	2727	179	32	170	-1
1535	4369	168	1	1	-1
1536	4623	170	24	19	0
1537	5091	168	57	1	-1
1538	5315	237	6	13041	-1
1539	5327	168	6	1	-1
1540	5332	168	57	1	-1
1541	7525	178	22	125	-1
1542	7578	168	21	4	-1
1543	7588	171	1	55	-1
1544	7745	168	40	7	-1
1545	7761	168	1	7	-1
1546	7868	168	1	1	-1
1547	7872	168	1	1	-1
1548	9832	286	57	857	-1
1549	2693	169	1	1	-1
1550	4372	169	1	1	-1
1551	4413	169	1	1	-1
1552	4452	173	20	417	-1
1553	4626	169	20	1	-1
1554	5089	169	52	1	-1
1555	7726	169	57	2	-1
1556	7733	169	40	12	-1
1557	7743	169	1	8	-1
1558	7846	169	1	12	-1
1559	7833	171	0	128	-1
1560	7839	193	20	1328	-1
1561	8878	177	50	30	-1
1562	4376	170	1	1	-1
1563	4585	177	24	118	0
1564	5092	170	57	1	-1
1565	5337	191	6	47	-1
1566	5333	170	57	1	-1
1567	7711	170	57	4	-1
1568	7718	170	40	9	-1
1569	7726	170	1	7	-1
1570	7825	170	1	12	-1
1571	7901	500	52	689	-1
1572	2805	172	32	2	-1
1573	4161	176	1	123	-1
1574	4380	171	1	1	-1
1575	4420	171	1	1	-1
1576	4640	200	1	231	-1
1577	5090	171	52	1	-1
1578	5631	172	57	2	-1
1579	7032	293	1	2237	-1
1580	7589	173	22	48	-1
1581	7591	215	57	1012	-1
1582	7696	171	57	6	-1
1583	7703	171	40	8	-1
1584	7710	171	1	6	-1
1585	7803	171	1	1	-1
1586	7809	171	1	1	-1
1587	7920	171	1	1	-1
1588	7927	171	1	1	-1
1589	8661	173	24	28	1
1590	8663	171	4	1	-1
1591	91	173	57	2	-1
1592	4022	173	40	2	-1
1593	4384	172	1	1	-1
1594	4432	174	0	16	-1
1595	5093	172	57	1	-1
1596	6513	172	57	1	-1
1597	7279	172	57	1	-1
1598	7554	534	21	3510	-1
1599	7598	174	40	6	-1
1600	7682	172	57	7	-1
1601	7690	172	40	9	-1
1602	7696	172	1	4	-1
1603	7788	172	1	6	-1
1604	7794	172	40	5	-1
1605	7797	172	12	2	-1
1606	7800	180	12	16	-1
1607	7800	260	0	606	-1
1608	7913	327	12	417	-1
1609	8193	172	16	1	3
1610	8246	173	30	3	-1
1611	9935	216	52	207	-1
1612	4388	173	1	1	-1
1613	4427	173	1	1	-1
1614	5091	173	52	1	-1
1615	5334	173	57	1	-1
1616	7617	173	1	2	-1
1617	7669	173	57	5	-1
1618	7676	173	40	9	-1
1619	7682	173	1	4	-1
1620	7772	173	1	9	-1
1621	7780	173	57	7	-1
1622	7728	236	0	937	-1
1623	7921	173	1	1	-1
1624	4166	177	40	51	-1
1625	4308	174	40	1	-1
1626	4392	174	1	1	-1
1627	5094	174	57	1	-1
1628	5709	174	57	1	-1
1629	6512	174	57	1	-1
1630	7452	202	1	524	-1
1631	7620	174	1	2	-1
1632	7661	174	40	9	-1
1633	7668	174	1	5	-1
1634	7756	174	1	12	-1
1635	7764	174	57	4	-1
1636	7928	180	1	12	-1
1637	9935	214	12	492	-1
1638	90	176	57	3	-1
1639	307	175	57	1	-1
1640	382	178	11	302	-1
1641	4106	178	0	36	-1
1642	4395	175	1	2	-1
1643	4434	175	1	1	-1
1644	4627	213	21	702	-1
1645	5092	175	52	1	-1
1646	5335	175	57	1	-1
1647	7604	197	0	165	-1
1648	7624	175	1	2	-1
1649	7647	175	40	1	-1
1650	7652	175	1	9	-1
1651	7740	175	1	15	-1
1652	7748	175	40	2	-1
1653	7919	177	12	4	-1
1654	7922	176	1	3	-1
1655	2151	193	0	467	-1
1656	2721	176	1	1	-1
1657	4307	176	40	1	-1
1658	4399	176	1	2	-1
1659	4437	176	1	1	-1
1660	5095	176	57	1	-1
1661	6511	176	57	1	-1
1662	7563	176	21	2	-1
1663	7573	176	22	3	-1
1664	7469	594	6	99840	-1
1665	7635	176	1	6	-1
1666	7723	176	1	14	-1
1667	7731	176	40	2	-1
1668	7792	243	57	478	-1
1669	7888	182	24	256	0
1670	9834	326	6	32266	-1
1671	1963	328	10	36303	-1
1672	4403	177	1	2	-1
1673	4440	177	1	2	-1
1674	5093	177	52	1	-1
1675	5336	177	57	1	-1
1676	6264	201	21	2051	-1
1677	7569	177	22	3	-1
1678	7707	177	1	12	-1
1679	7714	177	20	2	-1
1680	8192	177	16	1	3
1681	2120	210	32	2168	-1
1682	4306	178	40	1	-1
1683	4407	178	1	1	-1
1684	4444	178	1	1	-1
1685	5012	179	45	9	-1
1686	5096	178	57	1	-1
1687	5630	178	57	1	-1
1688	6455	179	20	6	-1
1689	7564	178	22	4	-1
1690	7612	178	1	6	-1
1691	7692	178	1	9	-1
1692	7697	178	20	2	-1
1693	89	180	57	2	-1
1694	4249	181	40	19	-1
1695	4411	179	1	1	-1
1696	4447	179	1	1	-1
1697	5094	179	52	1	-1
1698	5337	179	57	1	-1
1699	6147	179	12	6	-1
1700	7560	179	22	3	-1
1701	7614	180	0	22	-1
1702	7678	179	1	9	-1
1703	7733	191	40	133	-1
1704	8245	180	30	2	-1
1705	1339	187	44	193	-1
1706	2189	191	32	143	-1
1707	4305	180	40	1	-1
1708	4414	180	1	1	-1
1709	4450	180	1	1	-1
1710	5099	184	57	8	-1
1711	5708	181	57	2	-1
1712	6183	180	12	1	-1
1713	6413	196	0	90	-1
1714	7556	180	22	3	-1
1715	7619	180	1	3	-1
1716	7664	180	1	10	-1
1717	7652	217	20	5949	-1
1718	7762	217	6	4252	-1
1719	7922	191	20	22	-1
1720	2739	181	1	1	-1
1721	4071	189	24	178	0
1722	4099	197	24	500	0
1723	4418	181	1	1	-1
1724	4453	181	1	1	-1
1725	4625	193	1	158	-1
1726	5095	181	52	1	-1
1727	5338	182	57	2	-1
1728	6190	181	12	1	-1
1729	6712	181	57	3	-1
1730	7551	181	22	4	-1
1731	7647	181	1	11	-1
1732	2172	213	20	1885	-1
1733	2742	182	1	1	-1
1734	4036	179	1	112	-1
1735	4304	182	40	1	-1
1736	4456	182	1	1	-1
1737	4545	193	20	207	-1
1738	6263	205	27	1258	-1
1739	6195	182	12	1	-1
1740	6721	182	57	2	-1
1741	7547	182	22	3	-1
1742	8191	183	16	2	3
1743	88	184	57	2	-1
1744	2745	183	1	1	-1
1745	3626	190	44	193	-1
1746	4152	185	40	17	-1
1747	4425	183	1	1	-1
1748	4458	183	1	2	-1
1749	5096	183	52	1	-1
1750	6200	183	12	1	-1
1751	6453	183	20	1	-1
1752	7542	183	22	4	-1
1753	8135	186	24	31	1
1754	581	304	50	37576	-1
1755	4303	184	40	1	-1
1756	4461	184	1	2	-1
1757	4522	195	24	165	0
1758	5339	184	57	1	-1
1759	5629	184	57	1	-1
1760	6205	184	12	1	-1
1761	7538	184	22	3	-1
1762	1111	185	32	1	-1
1763	3848	217	4	6265	-1
1764	4148	205	0	92	-1
1765	4163	204	40	817	-1
1766	4342	191	1	733	-1
1767	4464	185	1	2	-1
1768	4814	205	20	1506	-1
1769	6210	185	12	1	-1
1770	7437	198	22	150	-1
1771	7529	186	22	8	-1
1772	7838	196	24	1065	0
1773	8244	186	30	2	-1
1774	123	191	57	367	-1
1775	4135	187	40	2	-1
1776	4322	188	0	6	-1
1777	4467	186	1	2	-1
1778	5340	186	57	1	-1
1779	6214	186	12	1	-1
1780	6467	193	24	257	0
1781	4438	187	1	1	-1
1782	4473	188	1	7	-1
1783	4673	188	17	2	3
1784	5707	187	57	1	-1
1785	6125	252	0	1073	-1
1786	6271	210	0	789	-1
1787	7278	189	57	4	-1
1788	7520	188	22	12	-1
1789	7607	200	20	27	-1
1790	8190	188	16	2	3
1791	8881	187	12	4	-1
1792	1023	192	17	80	3
1793	2760	188	1	1	-1
1794	4441	188	1	1	-1
1795	5099	188	52	1	-1
1796	5341	188	57	1	-1
1797	6497	195	57	96	-1
1798	7936	192	24	75	1
1799	7951	208	24	262	1
1800	1104	189	32	1	-1
1801	2762	189	1	1	-1
1802	4014	196	44	193	-1
1803	4301	189	40	1	-1
1804	4343	194	40	151	-1
1805	4444	189	1	1	-1
1806	4556	190	20	3	-1
1807	5102	189	57	1	-1
1808	6022	216	57	1892	-1
1809	6100	190	12	51	-1
1810	6483	208	0	187	-1
1811	1101	191	32	2	-1
1812	2764	190	1	1	-1
1813	4447	190	1	1	-1
1814	4489	194	1	27	-1
1815	4538	203	24	313	0
1816	5100	190	52	1	-1
1817	5342	191	57	4	-1
1818	6272	214	12	643	-1
1819	7507	191	22	8	-1
1820	2766	191	1	1	-1
1821	4120	226	0	2416	-1
1822	4300	191	40	1	-1
1823	4450	191	1	1	-1
1824	4684	202	17	33	3
1825	4793	192	20	2	-1
1826	5103	191	57	1	-1
1827	6074	203	20	2502	-1
1828	7592	198	44	193	-1
1829	7629	198	24	124	1
1830	2769	193	32	6	-1
1831	4353	222	21	569	-1
1832	5101	192	52	1	-1
1833	6115	197	57	15	-1
1834	6247	248	6	17827	-1
1835	6185	192	27	2	-1
1836	7485	196	22	35	-1
1837	8189	193	16	2	3
1838	73	229	12	994	-1
1839	174	196	40	96	-1
1840	1080	193	17	6	3
1841	1671	195	57	38	-1
1842	4299	193	40	1	-1
1843	4320	194	0	3	-1
1844	4557	193	20	1	-1
1845	5104	193	57	1	-1
1846	6190	193	27	2	-1
1847	6456	193	20	1	-1
1848	1122	201	44	193	-1
1849	4776	236	20	1347	-1
1850	4794	194	20	1	-1
1851	5102	194	52	1	-1
1852	5706	194	57	1	-1
1853	6195	194	27	2	-1
1854	7918	200	12	13	-1
1855	160	312	50	913	-1
1856	255	204	57	778	-1
1857	541	216	4	3260	-1
1858	2774	195	32	1	-1
1859	4038	196	40	2	-1
1860	4298	195	40	1	-1
1861	4312	202	24	138	0
1862	4371	211	24	615	0
1863	4558	195	20	1	-1
1864	5105	195	57	1	-1
1865	5344	195	57	1	-1
1866	6200	195	27	2	-1
1867	1656	215	50	1352	-1
1868	2146	211	32	460	-1
1869	4719	228	20	1829	-1
1870	4795	196	20	1	-1
1871	5103	196	52	1	-1
1872	6205	196	27	1	-1
1873	4611	209	24	304	0
1874	5106	197	57	1	-1
1875	5345	197	57	1	-1
1876	6209	197	27	1	-1
1877	6421	204	1	30	-1
1878	7809	197	20	1	-1
1879	8188	198	16	2	3
1880	2329	205	44	193	-1
1881	4769	202	24	63	0
1882	5104	198	52	1	-1
1883	6213	198	27	1	-1
1884	8885	198	12	5	-1
1885	1452	206	44	193	-1
1886	1659	199	57	1	-1
1887	4796	199	20	1	-1
1888	4836	206	24	182	0
1889	5109	203	57	8	-1
1890	5347	202	57	6	-1
1891	6217	199	27	1	-1
1892	6441	205	0	145	-1
1893	8889	211	50	67	-1
1894	318	215	12	1276	-1
1895	2547	255	16	11179	3
1896	4476	210	1	106	-1
1897	4505	200	1	2	-1
1898	4938	201	45	9	-1
1899	5105	200	52	1	-1
1900	5705	200	57	1	-1
1901	6220	200	27	2	-1
1902	7463	201	22	12	-1
1903	113	272	6	9767	-1
1904	513	201	50	3	-1
1905	3377	208	44	193	-1
1906	4508	201	1	2	-1
1907	4623	204	24	25	0
1908	4797	201	20	1	-1
1909	6224	201	27	2	-1
1910	179	233	12	1020	-1
1911	1648	208	57	64	-1
1912	2221	231	0	257	-1
1913	4511	202	1	1	-1
1914	5106	202	52	1	-1
1915	6228	202	27	2	-1
1916	7261	203	57	2	-1
1917	7277	205	57	6	-1
1918	8187	203	16	3	3
1919	3970	210	44	193	-1
1920	4076	206	0	33	-1
1921	4478	209	40	57	-1
1922	4513	203	1	2	-1
1923	4798	204	20	2	-1
1924	4930	228	17	239	3
1925	6232	203	27	2	-1
1926	7455	203	22	3	-1
1927	8241	203	30	1	-1
1928	182	227	50	224	-1
1929	702	211	44	193	-1
1930	4516	204	1	2	-1
1931	5107	204	52	1	-1
