343
0	6078	9732
1	23182	17417
2	14823	16289
3	30047	12318
4	23944	21009
5	31128	12384
6	29932	9373
7	26834	12983
8	3693	11039
9	2777	2157
10	32703	16761
11	16868	18260
12	25864	16679
13	16995	13743
14	5981	9328
15	5413	5622
16	33582	9663
17	32365	16775
18	16893	12828
19	1094	1163
20	28027	21093
21	4238	8829
22	16640	12252
23	1100	11392
24	5589	6052
25	30012	1227
26	21440	14278
27	23154	18184
28	34142	9993
29	25899	17971
30	6263	9715
31	11835	7126
32	5063	10134
33	32628	16099
34	19437	19005
35	12128	7720
36	20819	18993
37	15554	13634
38	9613	4489
39	32271	16674
40	15381	8885
41	13279	14276
42	33854	9482
43	16162	9422
44	11858	14235
45	34928	9435
46	15251	9269
47	32774	16431
48	33599	12608
49	15775	12857
50	34271	11218
51	25523	16857
52	10052	10242
53	25252	14923
54	33549	17177
55	20089	17145
56	6420	9788
57	6392	8181
58	30017	12313
59	5960	9838
60	6408	8268
61	23930	18344
62	14246	16499
63	25923	16703
64	31893	5910
65	9649	5917
66	15013	16212
67	6937	9580
68	12559	8434
69	32533	15624
70	14428	9929
71	22634	17710
72	2000	13574
73	3934	12600
74	4563	2993
75	13980	7888
76	4861	10103
77	13433	14343
78	23166	17452
79	12027	7184
80	6464	9690
81	4024	4166
82	6333	9037
83	6243	9750
84	27220	11740
85	9649	4911
86	5461	8642
87	19123	18988
88	30869	12316
89	15691	9062
90	31415	15691
91	9841	4481
92	24124	15738
93	24542	21083
94	2713	9246
95	2933	2011
96	33294	6452
97	3266	2616
98	15451	15074
99	28031	10470
100	135	5507
101	1979	13409
102	25509	17264
103	15354	15603
104	26899	12184
105	11253	6588
106	31706	15476
107	31073	13971
108	34708	19933
109	26513	16800
110	15192	15887
111	6446	9368
112	31173	12409
113	19123	18988
114	5602	6102
115	34884	815
116	4013	12646
117	6080	9943
118	23850	21020
119	34384	9192
120	9730	4825
121	35995	10662
122	25512	15719
123	14199	16516
124	32614	16428
125	31455	1844
126	6299	9529
127	31118	14174
128	26886	12992
129	6878	9336
130	32278	12524
131	15444	15831
132	13075	14740
133	30884	2502
134	31286	12122
135	32225	17892
136	16937	11053
137	3331	2136
138	30313	16150
139	27899	10687
140	25909	16721
141	35766	14475
142	1890	7061
143	899	4288
144	13871	11075
145	16936	17224
146	31635	2387
147	16299	9171
148	23716	21032
149	13416	9166
150	6143	9877
151	15761	17985
152	18573	10324
153	13178	7896
154	28372	12944
155	3838	11373
156	31772	15604
157	31219	16081
158	2757	5376
159	14998	16146
160	15359	14578
161	9960	10251
162	27323	12908
163	28390	12487
164	30769	16086
165	25579	15743
166	35138	17723
167	23930	18344
168	26785	12073
169	32549	12537
170	32549	12537
171	28643	15440
172	1979	13409
173	16132	9716
174	15251	9269
175	11888	6949
176	30313	16150
177	30964	16342
178	25252	14923
179	29110	14453
180	35005	11042
181	17028	10924
182	34530	12144
183	3481	9054
184	15484	18010
185	31472	16345
186	31770	16127
187	13082	9126
188	32313	15317
189	31046	14053
190	31230	15578
191	35766	18575
192	34356	11465
193	8803	17814
194	3364	5879
195	33514	17221
196	23930	18344
197	21945	18919
198	176	5793
199	3328	2210
200	4269	12190
201	952	4403
202	15032	16158
203	13455	17404
204	17494	10840
205	15549	15777
206	10595	13395
207	13871	11075
208	14946	16194
209	28389	12722
210	34191	12678
211	29853	10011
212	30974	16377
213	-15415	-13658
214	36794	17175
215	104420	-83104
216	63726	-33348
217	77030	-13849
218	3035	-6149
219	44203	-13264
220	-31466	-75120
221	3956	-12923
222	55012	27656
223	-5402	787
224	39162	-56615
225	40232	-33227
226	-2334	-184901
227	64589	23226
228	233571	-137636
229	-6996	6572
230	75742	59670
231	42448	11534
232	86307	-65968
233	55798	-32639
234	-12891	-10721
235	-7657	-7119
236	72816	28480
237	10906	-86670
238	-12635	9288
239	81858	53490
240	7201	-15848
241	-470	7569
242	-8880	200
243	9184	-40765
244	72890	7766
245	75355	58502
246	49442	-85073
247	59020	15030
248	-22081	-24781
249	-7766	18805
250	-19216	-5737
251	-1682	6325
252	94367	-81692
253	-2224	1830
254	75727	-111108
255	-7772	19003
256	89720	-88097
257	-9319	-51536
258	-25232	-18146
259	74192	21031
260	53336	20155
261	59426	24458
262	56809	31756
263	62347	50450
264	60001	-108365
265	-6850	19056
266	-3431	6928
267	71431	13463
268	72739	11314
269	53239	33345
270	67817	19423
271	57580	23380
272	-20050	-15551
273	69480	7393
274	-10346	3744
275	-25512	-20461
276	-30227	-17941
277	-2608	3884
278	-2838	1803
279	-15469	-44163
280	41784	-53055
281	-28368	-14776
282	-32326	-26566
283	-3717	15993
284	-10627	3898
285	-13320	3314
286	2337	-6257
287	75343	-99534
288	238224	-136295
289	-9172	-57213
290	-243	-8283
291	44807	16043
292	17311	-39750
293	118993	-160426
