93.00	632.42	6.04	0.98	257.97	62.49	320.46	501.11
94.00	639.39	5.98	0.99	255.27	63.11	318.38	505.14
95.00	646.30	5.91	1.00	252.51	63.68	316.19	509.12
96.00	653.15	5.85	1.01	249.68	64.22	313.90	513.06
97.00	659.95	5.78	1.02	246.80	64.72	311.52	516.95
98.00	666.68	5.71	1.02	243.86	65.19	309.05	520.79
99.00	673.36	5.64	1.03	240.87	65.62	306.49	524.59
100.00	679.96	5.57	1.04	237.84	66.01	303.85	528.34
101.00	686.50	5.50	1.04	234.76	66.37	301.13	532.05
102.00	692.97	5.43	1.05	231.65	66.69	298.34	535.71
103.00	699.38	5.35	1.05	228.50	66.98	295.48	539.32
104.00	705.71	5.28	1.06	225.32	67.23	292.55	542.88
105.00	711.97	5.20	1.06	222.11	67.44	289.56	546.39
106.00	718.16	5.13	1.06	218.88	67.62	286.51	549.85
107.00	724.27	5.05	1.06	215.63	67.77	283.40	553.26
108.00	730.31	4.97	1.07	212.36	67.89	280.25	556.63
109.00	736.27	4.90	1.07	209.08	67.97	277.05	559.94
110.00	742.16	4.82	1.07	205.79	68.02	273.81	563.21
111.00	747.97	4.74	1.07	202.49	68.04	270.53	566.42
112.00	753.70	4.66	1.07	199.19	68.02	267.21	569.59
113.00	759.36	4.59	1.07	195.89	67.98	263.87	572.70
114.00	764.93	4.51	1.07	192.59	67.91	260.50	575.77
115.00	770.43	4.43	1.06	189.29	67.81	257.10	578.79
116.00	775.85	4.36	1.06	186.01	67.68	253.69	581.76
117.00	781.19	4.28	1.06	182.73	67.53	250.26	584.68
118.00	786.45	4.20	1.06	179.47	67.34	246.82	587.55
119.00	791.63	4.13	1.05	176.22	67.14	243.36	590.37
120.00	796.73	4.05	1.05	172.99	66.91	239.90	593.15
121.00	801.76	3.98	1.05	169.79	66.65	236.44	595.87
122.00	806.70	3.90	1.04	166.60	66.38	232.98	598.55
123.00	811.56	3.83	1.04	163.44	66.08	229.52	601.19
124.00	816.35	3.75	1.03	160.30	65.76	226.06	603.77
125.00	821.06	3.68	1.03	157.19	65.42	222.61	606.31
126.00	825.69	3.61	1.02	154.11	65.07	219.18	608.81
127.00	830.24	3.54	1.02	151.06	64.69	215.75	611.26
128.00	834.72	3.47	1.01	148.05	64.30	212.34	613.66
129.00	839.12	3.40	1.00	145.06	63.89	208.95	616.02
130.00	843.44	3.33	1.00	142.11	63.47	205.58	618.34
131.00	847.69	3.26	0.99	139.20	63.03	202.23	620.61
132.00	851.87	3.19	0.98	136.33	62.58	198.90	622.84
133.00	855.97	3.13	0.98	133.49	62.11	195.60	625.03
134.00	860.00	3.06	0.97	130.69	61.63	192.33	627.17
135.00	863.96	3.00	0.96	127.93	61.15	189.08	629.28
136.00	867.84	2.93	0.95	125.22	60.65	185.86	631.34
137.00	871.65	2.87	0.94	122.54	60.14	182.68	633.37
138.00	875.40	2.81	0.94	119.90	59.62	179.53	635.35
139.00	879.07	2.75	0.93	117.31	59.10	176.41	637.30
140.00	882.68	2.69	0.92	114.76	58.57	173.32	639.20
141.00	886.22	2.63	0.91	112.25	58.03	170.27	641.07
142.00	889.69	2.57	0.90	109.78	57.48	167.26	642.91
143.00	893.10	2.51	0.89	107.35	56.93	164.29	644.70
144.00	896.44	2.46	0.89	104.97	56.38	161.35	646.47
145.00	899.72	2.40	0.88	102.64	55.82	158.45	648.19
146.00	902.94	2.35	0.87	100.34	55.25	155.60	649.88
147.00	906.10	2.30	0.86	98.09	54.69	152.78	651.54
148.00	909.19	2.25	0.85	95.88	54.12	150.00	653.16
149.00	912.23	2.19	0.84	93.71	53.55	147.26	654.75
150.00	915.20	2.14	0.83	91.59	52.98	144.57	656.31
151.00	918.12	2.10	0.82	89.51	52.41	141.92	657.84
152.00	920.98	2.05	0.81	87.47	51.84	139.31	659.34
153.00	923.79	2.00	0.80	85.47	51.27	136.74	660.80
154.00	926.54	1.96	0.80	83.51	50.69	134.21	662.24
155.00	929.24	1.91	0.79	81.60	50.12	131.72	663.65
156.00	931.89	1.87	0.78	79.72	49.56	129.28	665.03
157.00	934.48	1.82	0.77	77.89	48.99	126.88	666.38
158.00	937.02	1.78	0.76	76.10	48.42	124.52	667.70
159.00	939.51	1.74	0.75	74.34	47.86	122.20	668.99
160.00	941.96	1.70	0.74	72.62	47.30	119.93	670.26
161.00	944.35	1.66	0.73	70.95	46.75	117.69	671.51
162.00	946.70	1.62	0.73	69.30	46.19	115.50	672.73
163.00	949.00	1.59	0.72	67.70	45.65	113.35	673.92
164.00	951.26	1.55	0.71	66.13	45.10	111.24	675.09
165.00	953.47	1.51	0.70	64.60	44.56	109.16	676.24
166.00	955.64	1.48	0.69	63.11	44.02	107.13	677.36
167.00	957.77	1.44	0.68	61.65	43.49	105.14	678.46
168.00	959.85	1.41	0.67	60.22	42.97	103.19	679.54
169.00	961.90	1.38	0.67	58.83	42.45	101.28	680.59
170.00	963.90	1.35	0.66	57.47	41.93	99.40	681.63
171.00	965.87	1.31	0.65	56.15	41.42	97.56	682.64
172.00	967.79	1.28	0.64	54.85	40.91	95.76	683.64
173.00	969.68	1.25	0.63	53.59	40.41	94.00	684.61
174.00	971.54	1.23	0.63	52.36	39.92	92.28	685.56
175.00	973.35	1.20	0.62	51.15	39.43	90.59	686.50
176.00	975.13	1.17	0.61	49.98	38.95	88.93	687.42
177.00	976.88	1.14	0.60	48.84	38.47	87.31	688.32
178.00	978.60	1.12	0.60	47.72	38.01	85.73	689.20
179.00	980.28	1.09	0.59	46.64	37.54	84.18	690.06
180.00	981.93	1.07	0.58	45.57	37.08	82.66	690.91
181.00	983.55	1.04	0.58	44.54	36.63	81.18	691.74
182.00	985.13	1.02	0.57	43.53	36.19	79.72	692.56
183.00	986.69	1.00	0.56	42.55	35.75	78.30	693.35
184.00	988.22	0.97	0.55	41.59	35.32	76.91	694.14
185.00	989.72	0.95	0.55	40.66	34.90	75.56	694.91
186.00	991.19	0.93	0.54	39.75	34.48	74.23	695.66
187.00	992.64	0.91	0.53	38.86	34.07	72.93	696.40
188.00	994.06	0.89	0.53	38.00	33.66	71.66	697.13
189.00	995.45	0.87	0.52	37.16	33.26	70.42	697.84
190.00	996.81	0.85	0.52	36.34	32.87	69.21	698.54
191.00	998.16	0.83	0.51	35.54	32.48	68.02	699.23
192.00	999.47	0.81	0.50	34.76	32.10	66.86	699.90
193.00	1000.77	0.80	0.50	34.00	31.73	65.73	700.56
194.00	1002.04	0.78	0.49	33.27	31.36	64.63	701.21
195.00	1003.29	0.76	0.49	32.55	31.00	63.55	701.85
196.00	1004.52	0.75	0.48	31.84	30.65	62.49	702.48
197.00	1005.72	0.73	0.48	31.16	30.30	61.46	703.09
198.00	1006.91	0.71	0.47	30.50	29.96	60.46	703.70
199.00	1008.07	0.70	0.47	29.85	29.62	59.47	704.29
200.00	1009.21	0.68	0.46	29.22	29.29	58.51	704.87
201.00	1010.34	0.67	0.45	28.60	28.97	57.57	705.45
202.00	1011.44	0.66	0.45	28.00	28.65	56.66	706.01
203.00	1012.53	0.64	0.44	27.42	28.34	55.76	706.56
204.00	1013.60	0.63	0.44	26.85	28.04	54.89	707.11
205.00	1014.65	0.62	0.44	26.30	27.74	54.04	707.64
206.00	1015.69	0.60	0.43	25.76	27.45	53.20	708.17
207.00	1016.70	0.59	0.43	25.23	27.16	52.39	708.69
208.00	1017.70	0.58	0.42	24.72	26.88	51.60	709.20
209.00	1018.69	0.57	0.42	24.22	26.60	50.82	709.70
210.00	1019.66	0.56	0.41	23.73	26.33	50.06	710.19
211.00	1020.61	0.54	0.41	23.26	26.06	49.32	710.68
212.00	1021.55	0.53	0.41	22.80	25.80	48.60	711.15
213.00	1022.48	0.52	0.40	22.35	25.55	47.90	711.62
214.00	1023.39	0.51	0.40	21.91	25.30	47.21	712.09
215.00	1024.28	0.50	0.39	21.49	25.05	46.54	712.54
216.00	1025.17	0.49	0.39	21.07	24.81	45.88	712.99
217.00	1026.04	0.48	0.39	20.66	24.58	45.24	713.43
218.00	1026.89	0.47	0.38	20.27	24.35	44.62	713.87
219.00	1027.74	0.47	0.38	19.88	24.13	44.01	714.29
220.00	1028.57	0.46	0.38	19.51	23.91	43.42	714.72
221.00	1029.39	0.45	0.37	19.14	23.69	42.84	715.13
222.00	1030.20	0.44	0.37	18.79	23.48	42.27	715.54
223.00	1030.99	0.43	0.37	18.44	23.28	41.71	715.95
224.00	1031.78	0.42	0.36	18.10	23.07	41.17	716.35
225.00	1032.56	0.42	0.36	17.77	22.88	40.65	716.74
226.00	1033.32	0.41	0.36	17.45	22.69	40.13	717.13
227.00	1034.08	0.40	0.35	17.13	22.50	39.63	717.51
228.00	1034.82	0.39	0.35	16.83	22.31	39.14	717.88
229.00	1035.55	0.39	0.35	16.53	22.13	38.66	718.26
230.00	1036.28	0.38	0.34	16.24	21.96	38.19	718.62
231.00	1036.99	0.37	0.34	15.95	21.79	37.74	718.99
232.00	1037.70	0.37	0.34	15.67	21.62	37.29	719.34
233.00	1038.40	0.36	0.34	15.40	21.45	36.86	719.70
234.00	1039.09	0.35	0.33	15.14	21.29	36.43	720.04
235.00	1039.77	0.35	0.33	14.88	21.14	36.02	720.39
236.00	1040.44	0.34	0.33	14.63	20.98	35.61	720.73
237.00	1041.10	0.34	0.33	14.38	20.83	35.22	721.06
238.00	1041.76	0.33	0.32	14.14	20.69	34.83	721.40
239.00	1042.41	0.33	0.32	13.91	20.55	34.45	721.72
240.00	1043.05	0.32	0.32	13.68	20.41	34.09	722.05
241.00	1043.68	0.32	0.32	13.52	20.17	33.69	722.37
242.00	1044.31	0.31	0.32	13.26	20.10	33.36	722.68
243.00	1044.93	0.30	0.31	13.01	20.04	33.04	723.00
244.00	1045.54	0.30	0.31	12.76	19.97	32.73	723.31
245.00	1046.15	0.29	0.31	12.51	19.91	32.42	723.61
246.00	1046.74	0.29	0.31	12.27	19.85	32.12	723.91
247.00	1047.34	0.28	0.31	12.04	19.79	31.83	724.21
248.00	1047.92	0.28	0.31	11.81	19.73	31.54	724.51
249.00	1048.50	0.27	0.31	11.59	19.67	31.26	724.80
250.00	1049.08	0.27	0.31	11.37	19.62	30.99	725.09
251.00	1049.65	0.26	0.31	11.16	19.57	30.72	725.38
252.00	1050.21	0.26	0.31	10.95	19.51	30.46	725.66
253.00	1050.77	0.25	0.31	10.74	19.46	30.21	725.94
254.00	1051.32	0.25	0.30	10.54	19.42	29.96	726.22
255.00	1051.86	0.24	0.30	10.35	19.37	29.72	726.50
256.00	1052.41	0.24	0.30	10.16	19.32	29.48	726.77
257.00	1052.94	0.23	0.30	9.97	19.28	29.25	727.04
258.00	1053.47	0.23	0.30	9.79	19.24	29.02	727.31
259.00	1054.00	0.22	0.30	9.61	19.20	28.80	727.57
260.00	1054.52	0.22	0.30	9.43	19.16	28.58	727.84
261.00	1055.04	0.22	0.30	9.26	19.12	28.37	728.10
262.00	1055.55	0.21	0.30	9.09	19.08	28.17	728.35
263.00	1056.06	0.21	0.30	8.92	19.05	27.97	728.61
264.00	1056.56	0.21	0.30	8.76	19.01	27.77	728.86
265.00	1057.06	0.20	0.30	8.60	18.98	27.58	729.12
266.00	1057.56	0.20	0.30	8.44	18.95	27.39	729.36
267.00	1058.05	0.19	0.30	8.29	18.92	27.20	729.61
268.00	1058.53	0.19	0.30	8.13	18.89	27.02	729.86
269.00	1059.02	0.19	0.30	7.99	18.86	26.85	730.10
270.00	1059.50	0.18	0.30	7.84	18.84	26.68	730.34
271.00	1059.97	0.18	0.30	7.70	18.81	26.51	730.58
272.00	1060.44	0.18	0.29	7.56	18.79	26.34	730.82
273.00	1060.91	0.17	0.29	7.42	18.76	26.18	731.05
274.00	1061.38	0.17	0.29	7.28	18.74	26.02	731.29
275.00	1061.84	0.17	0.29	7.15	18.72	25.87	731.52
276.00	1062.30	0.16	0.29	7.02	18.70	25.72	731.75
277.00	1062.75	0.16	0.29	6.89	18.68	25.57	731.98
278.00	1063.20	0.16	0.29	6.76	18.67	25.43	732.21
279.00	1063.65	0.16	0.29	6.64	18.65	25.29	732.43
280.00	1064.10	0.15	0.29	6.51	18.64	25.15	732.65
281.00	1064.54	0.15	0.29	6.39	18.62	25.02	732.88
282.00	1064.98	0.15	0.29	6.27	18.61	24.88	733.10
283.00	1065.41	0.14	0.29	6.16	18.60	24.76	733.32
284.00	1065.85	0.14	0.29	6.04	18.59	24.63	733.53
285.00	1066.28	0.14	0.29	5.93	18.58	24.51	733.75
286.00	1066.70	0.14	0.29	5.82	18.57	24.38	733.97
287.00	1067.13	0.13	0.29	5.71	18.56	24.27	734.18
288.00	1067.55	0.13	0.29	5.60	18.55	24.15	734.39
289.00	1067.97	0.13	0.29	5.49	18.54	24.04	734.60
290.00	1068.39	0.13	0.29	5.39	18.54	23.92	734.81
291.00	1068.80	0.12	0.29	5.28	18.53	23.82	735.02
292.00	1069.22	0.12	0.29	5.18	18.53	23.71	735.23
293.00	1069.62	0.12	0.29	5.08	18.52	23.60	735.43
294.00	1070.03	0.12	0.29	4.98	18.52	23.50	735.64
295.00	1070.44	0.11	0.29	4.88	18.52	23.40	735.84
296.00	1070.84	0.11	0.29	4.79	18.52	23.30	736.04
297.00	1071.24	0.11	0.29	4.69	18.52	23.21	736.24
298.00	1071.64	0.11	0.29	4.60	18.52	23.11	736.44
299.00	1072.04	0.11	0.29	4.50	18.52	23.02	736.64
300.00	1072.43	0.10	0.29	4.41	18.52	22.93	736.84
301.00	1072.82	0.10	0.29	4.32	18.52	22.84	737.04
302.00	1073.21	0.10	0.29	4.23	18.53	22.75	737.23
303.00	1073.60	0.10	0.29	4.14	18.53	22.67	737.43
304.00	1073.98	0.09	0.29	4.05	18.53	22.59	737.62
305.00	1074.37	0.09	0.29	3.97	18.54	22.50	737.81
306.00	1074.75	0.09	0.29	3.88	18.54	22.42	738.00
307.00	1075.13	0.09	0.29	3.80	18.55	22.34	738.19
308.00	1075.51	0.09	0.29	3.71	18.56	22.27	738.38
309.00	1075.89	0.08	0.29	3.63	18.56	22.19	738.57
310.00	1076.26	0.08	0.29	3.55	18.57	22.12	738.76
311.00	1076.63	0.08	0.29	3.47	18.58	22.04	738.95
312.00	1077.00	0.08	0.29	3.39	18.59	21.97	739.13
313.00	1077.37	0.08	0.29	3.31	18.59	21.90	739.32
314.00	1077.74	0.08	0.29	3.23	18.60	21.83	739.50
315.00	1078.11	0.07	0.29	3.15	18.61	21.76	739.68
316.00	1078.47	0.07	0.29	3.07	18.62	21.70	739.87
317.00	1078.83	0.07	0.29	3.00	18.63	21.63	740.05
318.00	1079.19	0.07	0.29	2.92	18.65	21.57	740.23
319.00	1079.55	0.07	0.29	2.85	18.66	21.50	740.41
320.00	1079.91	0.06	0.29	2.77	18.67	21.44	740.59
321.00	1080.27	0.06	0.29	2.70	18.68	21.38	740.77
322.00	1080.62	0.06	0.29	2.63	18.69	21.32	740.94
323.00	1080.98	0.06	0.29	2.56	18.71	21.26	741.12
324.00	1081.33	0.06	0.29	2.49	18.72	21.20	741.30
325.00	1081.68	0.06	0.29	2.41	18.73	21.15	741.47
326.00	1082.03	0.05	0.29	2.35	18.75	21.09	741.65
327.00	1082.38	0.05	0.29	2.28	18.76	21.04	741.82
328.00	1082.72	0.05	0.29	2.21	18.78	20.98	742.00
329.00	1083.07	0.05	0.29	2.14	18.79	20.93	742.17
330.00	1083.41	0.05	0.30	2.07	18.81	20.88	742.34
331.00	1083.76	0.05	0.30	2.00	18.82	20.83	742.51
332.00	1084.10	0.05	0.30	1.94	18.84	20.78	742.68
333.00	1084.44	0.04	0.30	1.87	18.85	20.73	742.85
334.00	1084.77	0.04	0.30	1.81	18.87	20.68	743.02
335.00	1085.11	0.04	0.30	1.74	18.89	20.63	743.19
336.00	1085.45	0.04	0.30	1.68	18.90	20.58	743.36
337.00	1085.78	0.04	0.30	1.61	18.92	20.54	743.53
338.00	1086.12	0.04	0.30	1.55	18.94	20.49	743.69
339.00	1086.45	0.03	0.30	1.49	18.96	20.44	743.86
340.00	1086.78	0.03	0.30	1.43	18.97	20.40	744.02
341.00	1087.11	0.03	0.30	1.36	18.99	20.36	744.19
342.00	1087.44	0.03	0.30	1.30	19.01	20.31	744.35
343.00	1087.77	0.03	0.30	1.24	19.03	20.27	744.52
344.00	1088.09	0.03	0.30	1.18	19.05	20.23	744.68
345.00	1088.42	0.03	0.30	1.12	19.07	20.19	744.84
346.00	1088.74	0.02	0.30	1.06	19.09	20.15	745.00
347.00	1089.07	0.02	0.30	1.00	19.10	20.11	745.17
348.00	1089.39	0.02	0.30	0.94	19.12	20.07	745.33
349.00	1089.71	0.02	0.30	0.88	19.14	20.03	745.49
350.00	1090.03	0.02	0.30	0.83	19.16	19.99	745.65
351.00	1090.35	0.02	0.30	0.77	19.18	19.95	745.81
352.00	1090.67	0.02	0.30	0.71	19.20	19.91	745.97
353.00	1090.99	0.02	0.30	0.66	19.22	19.88	746.12
354.00	1091.30	0.01	0.30	0.60	19.24	19.84	746.28
355.00	1091.62	0.01	0.30	0.54	19.26	19.81	746.44
356.00	1091.93	0.01	0.30	0.49	19.28	19.77	746.60
357.00	1092.24	0.01	0.30	0.43	19.30	19.74	746.75
358.00	1092.56	0.01	0.30	0.38	19.32	19.70	746.91
359.00	1092.87	0.01	0.30	0.32	19.35	19.67	747.06
360.00	1093.18	0.01	0.30	0.27	19.37	19.63	747.22
361.00	1093.49	0.00	0.30	0.21	19.39	19.60	747.37
362.00	1093.80	0.00	0.30	0.16	19.41	19.57	747.53
363.00	1094.10	0.00	0.31	0.11	19.43	19.53	747.68
364.00	1094.41	0.00	0.31	0.05	19.45	19.50	747.83
365.00	1094.71	0.00	0.31	0.00	19.47	19.47	747.99
366.00	1095.02	0.00	0.30	0.00	19.41	19.41	748.14
367.00	1095.32	0.00	0.30	0.00	19.36	19.36	748.29
368.00	1095.63	0.00	0.30	0.00	19.30	19.30	748.44
369.00	1095.93	0.00	0.30	0.00	19.25	19.25	748.59
370.00	1096.23	0.00	0.30	0.00	19.19	19.19	748.74
371.00	1096.53	0.00	0.30	0.00	19.14	19.14	748.89
372.00	1096.83	0.00	0.30	0.00	19.08	19.08	749.04
373.00	1097.13	0.00	0.30	0.00	19.03	19.03	749.19
374.00	1097.43	0.00	0.30	0.00	18.98	18.98	749.34
375.00	1097.72	0.00	0.30	0.00	18.92	18.92	749.49
376.00	1098.02	0.00	0.30	0.00	18.87	18.87	749.63
377.00	1098.32	0.00	0.30	0.00	18.82	18.82	749.78
378.00	1098.61	0.00	0.29	0.00	18.77	18.77	749.93
379.00	1098.90	0.00	0.29	0.00	18.72	18.72	750.07
380.00	1099.20	0.00	0.29	0.00	18.67	18.67	750.22
381.00	1099.49	0.00	0.29	0.00	18.62	18.62	750.37
382.00	1099.78	0.00	0.29	0.00	18.57	18.57	750.51
383.00	1100.07	0.00	0.29	0.00	18.52	18.52	750.66
384.00	1100.36	0.00	0.29	0.00	18.47	18.47	750.80
385.00	1100.65	0.00	0.29	0.00	18.42	18.42	750.94
386.00	1100.94	0.00	0.29	0.00	18.37	18.37	751.09
387.00	1101.23	0.00	0.29	0.00	18.33	18.33	751.23
388.00	1101.51	0.00	0.29	0.00	18.28	18.28	751.37
389.00	1101.80	0.00	0.29	0.00	18.23	18.23	751.52
390.00	1102.09	0.00	0.29	0.00	18.19	18.19	751.66
391.00	1102.37	0.00	0.28	0.00	18.14	18.14	751.80
392.00	1102.65	0.00	0.28	0.00	18.09	18.09	751.94
393.00	1102.94	0.00	0.28	0.00	18.05	18.05	752.08
394.00	1103.22	0.00	0.28	0.00	18.00	18.00	752.22
395.00	1103.50	0.00	0.28	0.00	17.96	17.96	752.36
396.00	1103.78	0.00	0.28	0.00	17.91	17.91	752.50
397.00	1104.06	0.00	0.28	0.00	17.87	17.87	752.64
398.00	1104.34	0.00	0.28	0.00	17.83	17.83	752.78
399.00	1104.62	0.00	0.28	0.00	17.78	17.78	752.92
400.00	1104.90	0.00	0.28	0.00	17.74	17.74	753.06
401.00	1105.18	0.00	0.28	0.00	17.70	17.70	753.20
402.00	1105.46	0.00	0.28	0.00	17.65	17.65	753.34
403.00	1105.73	0.00	0.28	0.00	17.61	17.61	753.47
404.00	1106.01	0.00	0.28	0.00	17.57	17.57	753.61
405.00	1106.28	0.00	0.28	0.00	17.53	17.53	753.75
406.00	1106.56	0.00	0.27	0.00	17.48	17.48	753.88
407.00	1106.83	0.00	0.27	0.00	17.44	17.44	754.02
408.00	1107.11	0.00	0.27	0.00	17.40	17.40	754.16
409.00	1107.38	0.00	0.27	0.00	17.36	17.36	754.29
410.00	1107.65	0.00	0.27	0.00	17.32	17.32	754.43
411.00	1107.92	0.00	0.27	0.00	17.28	17.28	754.56
412.00	1108.19	0.00	0.27	0.00	17.24	17.24	754.70
413.00	1108.46	0.00	0.27	0.00	17.20	17.20	754.83
414.00	1108.73	0.00	0.27	0.00	17.16	17.16	754.96
415.00	1109.00	0.00	0.27	0.00	17.12	17.12	755.10
416.00	1109.27	0.00	0.27	0.00	17.08	17.08	755.23
417.00	1109.54	0.00	0.27	0.00	17.04	17.04	755.36
418.00	1109.80	0.00	0.27	0.00	17.00	17.00	755.50
419.00	1110.07	0.00	0.27	0.00	16.96	16.96	755.63
420.00	1110.33	0.00	0.27	0.00	16.93	16.93	755.76
421.00	1110.60	0.00	0.27	0.00	16.89	16.89	755.89
422.00	1110.86	0.00	0.26	0.00	16.85	16.85	756.02
423.00	1111.13	0.00	0.26	0.00	16.81	16.81	756.16
424.00	1111.39	0.00	0.26	0.00	16.78	16.78	756.29
425.00	1111.65	0.00	0.26	0.00	16.74	16.74	756.42
426.00	1111.92	0.00	0.26	0.00	16.70	16.70	756.55
427.00	1112.18	0.00	0.26	0.00	16.66	16.66	756.68
428.00	1112.44	0.00	0.26	0.00	16.63	16.63	756.81
429.00	1112.70	0.00	0.26	0.00	16.59	16.59	756.94
