season	day	species	foraging_time	foraging_time_se	flight_distance	flight_distance_se	daily_energy_budget	daily_energy_budget_se	daily_energy_balance	daily_energy_balance_se	day_length	foraging_time_sd	flight_distance_sd	daily_energy_budget_sd	daily_energy_balance_sd
1	734	pinkfoot	403.738	0.645609	11979.4	162.681	1146	0.000747197	484.411	5.89104	426	40.888	10303	0.0473218	373.094
1	734	barnacle	420.955	0.410885	25022.8	233.406	973	0	259.55	5.01667	426	21.5744	12255.5	0	263.411
1	734	greylag	421.093	0.468486	19715.9	217.849	1276	0	412.428	8.52871	426	24.5676	11424.1	0	447.249
1	735	pinkfoot	387.858	0.840468	13042.5	164.665	1180	0	545.555	5.09127	428	53.2023	10423.4	0	322.282
1	735	barnacle	412.558	0.651937	23436.4	266.996	1006	0	318.01	4.5748	428	34.1692	13993.7	0	239.774
1	735	greylag	424.495	0.408102	20032.8	249.617	1310	0	347.253	8.9807	428	21.3621	13066.2	0	470.095
1	736	pinkfoot	388.717	0.901772	14765.8	182.703	1204.01	0.00116632	511.697	5.27694	430	57.1115	11571	0.073866	334.201
1	736	barnacle	414.854	0.568881	19971.4	227.755	1030	0	252.363	5.15578	430	29.8107	11934.9	0	270.175
1	736	greylag	425.442	0.437796	20823.6	247.824	1334	0	332.023	8.6318	430	22.8955	12960.5	0	451.419
1	737	pinkfoot	383.025	1.19641	13536.7	161.961	1245.82	0.185892	436.47	6.54653	432	76.3548	10336.4	11.8636	417.8
1	737	barnacle	417.495	0.620515	21746	259.025	1070	0	232.737	4.90097	432	32.4809	13558.7	0	256.541
1	737	greylag	428.706	0.407713	20666.4	249.185	1374	0	268.216	9.0735	432	21.295	13015	0	473.911
1	738	pinkfoot	385.972	1.19083	23636.2	196.37	1209.55	0.252542	460.983	6.33301	435	76.7141	12650.2	16.2689	407.975
1	738	barnacle	420.057	0.57218	24335.6	272.252	1032	0	284.573	4.74504	435	29.9344	14243.2	0	248.243
1	738	greylag	429.905	0.433956	20623.8	242.66	1336	0	348.793	8.81692	435	22.6448	12662.6	0	460.088
1	739	pinkfoot	384.945	1.1948	12116.1	133.198	1217.23	0.298539	497.503	6.15337	437	77.717	8664	19.4188	400.253
1	739	barnacle	428.875	0.509112	24295.8	263.067	1037	0	239.295	4.83834	437	26.6251	13757.7	0	253.032
1	739	greylag	432.088	0.461768	20310.7	231.255	1342	0	346.969	8.74992	437	24.074	12056.3	0	456.172
1	740	pinkfoot	387.247	1.18311	12997.1	157.489	1307.86	0.337498	410.405	6.08035	440	77.582	10327.2	22.1312	398.715
1	740	barnacle	428.058	0.61029	21902.1	246.537	1126	0	174.524	4.6728	440	31.8698	12874.3	0	244.017
1	740	greylag	434.049	0.488336	20792.1	257.324	1432	0	252.314	8.80112	440	25.4497	13410.5	0	458.673
1	741	pinkfoot	387.7	1.19414	12603.4	138.067	1366.44	0.366566	354.679	6.10718	443	79.0571	9140.59	24.2682	404.321
1	741	barnacle	424.937	0.600266	24933	270.522	1183	0	133.715	4.99579	443	31.2772	14095.7	0	260.309
1	741	greylag	437.063	0.453691	21750.5	275.131	1489	0	173.547	9.21244	443	23.6094	14317.4	0	479.401
1	742	pinkfoot	389.107	1.1911	14680.8	175.74	1400.01	0.391236	330.808	6.09007	445	79.5366	11735.2	26.1251	406.669
1	742	barnacle	427.345	0.666179	26875.5	270.871	1215	0	139.885	4.49248	445	34.6285	14080.1	0	233.522
1	742	greylag	439.452	0.43973	22207.6	276.898	1521	0	162.936	9.34291	445	22.8575	14393.3	0	485.652
1	743	pinkfoot	396.906	1.16282	12609.3	141.463	1415.47	0.410883	301.225	6.04643	448	78.2724	9522.27	27.6576	407.001
1	743	barnacle	427.143	0.746253	30734.8	270.882	1228	0	126.629	4.08103	448	38.7333	14059.8	0	211.821
1	743	greylag	441.858	0.460641	21358.6	267.511	1535	0	159.252	9.07716	448	23.9312	13897.7	0	471.576
1	744	pinkfoot	391.748	1.17563	12640.9	143.997	1430.98	0.432001	316.312	5.8048	451	79.7524	9768.44	29.3061	393.786
1	744	barnacle	423.766	0.796191	32316.3	259.806	1243	0	145.097	3.95464	451	41.2562	13462.3	0	204.917
1	744	greylag	444.13	0.470184	22502	290.153	1550	0	133.118	9.39588	451	24.3953	15054.5	0	487.5
1	745	pinkfoot	393.584	1.18255	12475.3	102.103	1445.19	0.440835	324.304	5.63439	455	80.8645	6981.96	30.1449	385.287
1	745	barnacle	409.153	1.78081	22831.7	277.849	1257.67	0.24425	94.5428	6.67723	455	94.1474	14689.2	12.913	353.01
1	745	greylag	442.858	0.990716	22124.3	292.818	1563.95	0.178544	138.598	9.77627	455	51.6029	15251.9	9.29971	509.211
1	746	pinkfoot	395.371	1.19115	12307.4	120.671	1496.59	0.452687	267.823	5.69751	458	82.1465	8321.92	31.219	392.922
1	746	barnacle	415.124	1.74017	20299.7	280.602	1310.04	0.319019	30.6458	6.72055	458	93.6627	15103	17.1708	361.725
1	746	greylag	441.59	1.06458	23164	303.615	1614.86	0.245387	119.647	9.56466	458	55.644	15869.5	12.826	499.931
1	747	pinkfoot	396.986	1.19961	12803	143.205	1497	0.464253	266.223	5.74926	461	83.3618	9951.49	32.2614	399.522
1	747	barnacle	417.571	1.67743	23713.5	282.856	1311.28	0.368844	18.5122	6.67564	461	91.8922	15495.3	20.2058	365.701
1	747	greylag	448.057	1.00531	21637.5	277.916	1614.77	0.297486	98.8593	9.47659	461	52.7283	14576.7	15.6031	497.047
1	748	pinkfoot	400.318	1.16962	13086.1	140.466	1491.47	0.478418	290.749	5.44278	464	81.8146	9825.59	33.4653	380.722
1	748	barnacle	397.193	1.69581	24008.8	231.343	1305.52	0.409568	114.213	6.17519	464	94.5103	12893.1	22.8259	344.153
1	748	greylag	449.948	1.00653	22445.7	291.421	1608.66	0.339137	119.782	9.67518	464	52.9458	15329.4	17.8394	508.936
1	749	pinkfoot	401.341	1.18368	15716.4	167.897	1538.67	0.484619	234.482	5.52762	468	83.5062	11844.8	34.1888	389.961
1	749	barnacle	417.101	1.62117	28910	276.739	1353.47	0.433627	16.9953	6.2465	468	91.9646	15698.7	24.5985	354.348
1	749	greylag	454.21	1.0168	24010	314.172	1655.6	0.378645	61.7698	9.84069	468	53.65	16576.9	19.9787	519.231
1	750	pinkfoot	403.436	1.17806	17532.7	166.516	1543.64	0.485084	228.293	5.40561	471	83.6839	11828.5	34.458	383.989
1	750	barnacle	419.688	1.57851	20025	209.25	1359.11	0.444314	22.8442	6.14543	471	91.0214	12065.9	25.6204	354.363
1	750	greylag	457.532	1.00584	22616	276.685	1660.46	0.408816	63.8548	9.62161	471	53.2524	14648.6	21.6441	509.4
1	751	pinkfoot	411.776	1.15308	13508.8	146.979	1472.05	0.495862	300.053	5.50562	475	82.4593	10510.8	35.4602	393.719
1	751	barnacle	440.008	1.52421	24789.3	228.035	1287.85	0.45795	29.2681	6.14348	475	89.2802	13357.1	26.8243	359.853
1	751	greylag	459.938	1.00692	22073.2	289.457	1589.26	0.431576	163.163	9.49691	475	53.5279	15387.6	22.9427	504.857
1	752	pinkfoot	405.98	1.20783	15797.6	161.93	1492.24	0.49961	303.095	5.29465	478	87.0892	11675.8	36.0239	381.766
1	752	barnacle	434.515	1.50297	25208.5	234.367	1307.67	0.472975	34.0757	6.26974	478	89.3984	13940.4	28.1331	372.931
1	752	greylag	461.788	1.02217	22640	289.248	1609.16	0.459432	153.099	9.3216	478	54.569	15441.6	24.5269	497.638
1	753	pinkfoot	408.469	1.18827	15547.7	157.933	1525.39	0.503709	276.781	5.11636	482	86.1964	11456.4	36.5389	371.139
1	753	barnacle	424.659	1.53039	24567.9	220.077	1341.21	0.47911	54.4609	5.79495	482	92.3704	13283.3	28.9178	349.767
1	753	greylag	466.803	1.01294	22444.1	293.801	1642.01	0.482163	96.6023	9.53484	482	54.256	15736.9	25.8261	510.715
1	754	pinkfoot	409.272	1.20049	13944.6	146.397	1571.43	0.505726	249.22	5.00534	486	87.7183	10697	36.9527	365.732
1	754	barnacle	449.269	1.44243	22022.7	196.961	1387.64	0.482437	-68.1066	6.18076	486	88.3656	12066.2	29.5549	378.644
1	754	greylag	467.495	1.05046	23811	291.527	1687.91	0.506365	92.3377	9.305	486	56.5008	15680.3	27.2356	500.484
1	755	pinkfoot	410.46	1.21045	13210.1	142.935	1503.44	0.506918	323.557	4.95026	490	89.1225	10523.9	37.3231	364.475
1	755	barnacle	448.566	1.46831	22131	206.52	1319.04	0.485174	37.4168	5.66539	490	91.2011	12827.6	30.1355	351.893
1	755	greylag	471.631	1.03608	22177	265.154	1620.66	0.520599	156.95	9.19038	490	55.8618	14296.2	28.0689	495.514
1	756	pinkfoot	412.007	1.21887	13532.6	109.228	1478.83	0.514396	348.888	4.88005	494	90.3935	8100.56	38.1487	361.915
1	756	barnacle	456.294	1.39683	20867.8	200.843	1295.31	0.484944	19.2866	5.94352	494	87.9451	12645.1	30.5322	374.206
1	756	greylag	474.422	1.05778	20929.2	243.83	1595.58	0.543332	193.533	8.94056	494	57.2181	13189.4	29.3902	483.618
1	757	pinkfoot	414.103	1.20962	15073.4	143.55	1395.43	0.508316	444.584	4.68532	497	90.3257	10719.2	37.9573	349.865
1	757	barnacle	460.469	1.38349	19778.1	195.349	1211.53	0.484091	110.314	5.87815	497	88.2835	12465.7	30.8909	375.098
1	757	greylag	476.476	1.06903	21593.3	229.609	1512.27	0.553284	314.585	8.49301	497	57.9944	12456.1	30.0153	460.741
1	758	pinkfoot	416.952	1.20379	17310.1	146.398	1306.28	0.508014	526.592	4.6613	501	90.5088	11007.1	38.1958	350.467
1	758	barnacle	468.774	1.34391	19214.4	202.908	1122.07	0.49022	185.952	5.68292	501	86.8252	13109.1	31.6714	367.153
1	758	greylag	478.255	1.09585	20691.1	242.078	1423.17	0.572569	405.525	8.45281	501	59.7113	13190.5	31.1984	460.581
1	759	pinkfoot	417.565	1.22036	15024.3	148.007	1312.53	0.513562	542.182	4.53527	506	92.442	11211.5	38.9021	343.545
1	759	barnacle	464.962	1.37136	23994.7	231.548	1128.13	0.487453	216.167	5.41585	506	89.7484	15153.6	31.9012	354.438
1	759	greylag	484.175	1.06935	21382	220.658	1428.95	0.58583	413.024	8.37259	506	58.4827	12067.8	32.039	457.897
1	760	pinkfoot	420.397	1.22894	15509.5	121.669	1283.38	0.51249	566.961	4.49627	510	93.7625	9282.76	39.1006	343.045
1	760	barnacle	474.335	1.34035	18803.2	191.474	1099.1	0.484105	244.166	5.29848	510	88.818	12687.9	32.079	351.102
1	760	greylag	487.408	1.0751	21242.2	216.34	1400.67	0.59668	431.129	8.34489	510	59.0132	11875.1	32.7522	458.058
1	761	pinkfoot	422.75	1.24049	18975.8	129.746	1294.67	0.517135	542.8	4.59268	514	95.3726	9975.26	39.7589	353.099
1	761	barnacle	475.884	1.31933	20717.7	208.823	1110	0.480473	235.089	5.31214	514	88.464	14002.1	32.2168	356.191
1	761	greylag	492.853	1.07314	20109.7	201.412	1412.41	0.607283	415.11	8.30033	514	59.1395	11099.6	33.4668	457.423
1	762	pinkfoot	422.135	1.25621	13604.2	137.994	1392.13	0.509549	478.056	4.43829	518	97.2485	10682.8	39.4464	343.588
1	762	barnacle	480.393	1.31447	21619	208.987	1206.87	0.476406	141.792	5.21077	518	89.1904	14180.4	32.3255	353.566
1	762	greylag	494.599	1.08582	23181.9	255.783	1509.07	0.616312	330.87	8.45614	518	60.0352	14142.3	34.076	467.541
1	763	pinkfoot	425.31	1.2376	15694.2	138.793	1387.9	0.508007	474.994	4.37332	522	96.3981	10810.7	39.5692	340.642
1	763	barnacle	476.005	1.33195	22793.6	201.452	1202.66	0.472308	177.049	4.94577	522	91.3819	13821.1	32.4039	339.317
1	763	greylag	498.622	1.10078	21629.4	230.408	1505.73	0.624843	338.73	8.26534	522	61.0806	12785	34.6717	458.634
1	764	pinkfoot	427.568	1.249	16603.8	148.761	1381.12	0.512268	488.81	4.27712	526	97.9646	11668	40.1796	335.474
1	764	barnacle	488.965	1.27892	19464	199.836	1195.46	0.467888	144.569	5.14204	526	88.7355	13865.2	32.4635	356.77
1	764	greylag	501.902	1.09193	21838.8	218.635	1498.63	0.640542	363.448	8.18749	526	60.8059	12175	35.6696	455.934
1	765	pinkfoot	428.133	1.25324	15013	141.958	1322.91	0.510185	554.495	4.20577	531	98.9348	11206.6	40.2755	332.016
1	765	barnacle	485.074	1.28784	21509.2	202.199	1136.71	0.456996	225.271	5.08813	531	90.2497	14169.8	32.0256	356.568
1	765	greylag	500.607	1.17101	20392.7	202.423	1440.3	0.648129	455.031	7.83126	531	65.43	11310.3	36.2141	437.571
1	766	pinkfoot	431.859	1.25925	17796.7	151.677	1357.27	0.501477	518.882	4.20154	535	100.1	12057.1	39.8635	333.99
1	766	barnacle	489.926	1.28464	22204.1	200.995	1170.84	0.459396	219.334	4.79879	535	90.9375	14228.1	32.5199	339.699
1	766	greylag	505.675	1.17044	21793	217.566	1474.89	0.65437	421.615	7.75424	535	65.6176	12197.3	36.6856	434.722
1	767	pinkfoot	433.405	1.25605	16163.8	144.886	1401.44	0.505412	480.283	4.10726	539	100.453	11587.3	40.4203	328.478
1	767	barnacle	494.132	1.28441	21280.3	193.809	1214.49	0.455054	169.838	4.69487	539	91.806	13853	32.526	335.577
1	767	greylag	512.692	1.13597	22712.8	236.952	1519.47	0.660013	353.06	7.99527	539	63.9077	13330.5	37.1312	449.8
1	768	pinkfoot	437.643	1.25593	15743.3	143.408	1426.04	0.502857	453.476	4.11959	544	101.054	11538.8	40.4604	331.467
1	768	barnacle	499.543	1.26274	20100.9	189.95	1238.65	0.457277	138.676	4.71727	544	91.1799	13715.9	33.0191	340.625
1	768	greylag	513.531	1.17425	22652.8	240.93	1544.1	0.665841	342.219	7.85717	544	66.3007	13603.5	37.595	443.634
1	769	pinkfoot	443.605	1.25856	18544.1	148.49	1452.72	0.500034	419.53	4.12661	548	101.927	12025.8	40.4966	334.205
1	769	barnacle	498.934	1.25889	17278.2	169.507	1265.31	0.452508	141.384	4.79081	548	91.8041	12361.3	32.999	349.368
1	769	greylag	512.171	1.27488	23974.1	240.373	1570.92	0.678455	339.96	7.68974	548	72.2421	13620.9	38.4451	435.744
1	770	pinkfoot	443.355	1.26156	12665.5	114.932	1485.4	0.497268	405.023	4.06113	552	102.799	9365.38	40.5204	330.926
1	770	barnacle	493.822	1.2696	20084.2	184.094	1297.42	0.441196	126.304	4.56137	552	93.4945	13556.9	32.4901	335.904
1	770	greylag	520.727	1.16073	23600.7	252.655	1603.48	0.683194	275.688	8.10785	552	65.9677	14359.2	38.828	460.794
1	771	pinkfoot	450.061	1.27219	13817.6	128.968	1520.03	0.49464	370.772	3.99789	557	104.289	10572.2	40.5484	327.729
1	771	barnacle	506.408	1.24315	21517	195.091	1331.54	0.443512	73.2921	4.58596	557	92.3539	14493.3	32.9485	340.691
1	771	greylag	520.002	1.27485	23994	262.468	1638.85	0.680923	293.462	7.53621	557	72.6885	14965.3	38.8245	429.696
1	772	pinkfoot	445.743	1.28516	18058.3	148.153	1506.15	0.497316	384.283	3.93459	561	106	12219.7	41.0188	324.526
1	772	barnacle	504.274	1.26835	19879.8	183.638	1317.07	0.438875	110.046	4.43875	561	95.0245	13758.2	32.8805	332.551
1	772	greylag	518.737	1.29972	23537.4	225.933	1624.59	0.691719	327.745	7.15412	561	74.346	12923.7	39.5673	409.226
1	773	pinkfoot	448.029	1.27602	13405.7	110.3	1514.74	0.494797	394.361	3.80514	566	105.802	9145.57	41.0264	315.506
1	773	barnacle	500.876	1.27105	20954.3	189.149	1325.61	0.434725	121.006	4.2889	566	96.0378	14291.7	32.8469	324.061
1	773	greylag	526.235	1.23892	23423.8	222.955	1633.94	0.688152	304.287	7.42136	566	71.149	12803.9	39.5194	426.195
1	774	pinkfoot	451.46	1.28377	15233.6	124.944	1492.33	0.491447	408.729	3.85879	570	107.093	10422.9	40.9968	321.903
1	774	barnacle	512.839	1.24108	18407.7	187.291	1302.1	0.429916	131.343	4.2839	570	94.5913	14274.7	32.7668	326.505
1	774	greylag	521.512	1.34932	23265.7	218.787	1610.69	0.698447	375.101	6.8774	570	77.7589	12608.3	40.2502	396.332
1	775	pinkfoot	452.084	1.28613	15440.7	133.956	1462.36	0.49484	446.285	3.68305	575	107.836	11231.6	41.4899	308.806
1	775	barnacle	510.03	1.27078	19340.3	176.665	1272.57	0.425706	167.85	4.25018	575	97.6269	13572.2	32.7047	326.518
1	775	greylag	524.425	1.36989	23995	219.293	1581.25	0.701683	392.612	6.86187	575	79.2529	12686.8	40.5946	396.982
1	776	pinkfoot	452.594	1.28961	12733.4	78.9977	1454.37	0.485699	468.847	3.58814	579	108.764	6662.56	40.9632	302.619
1	776	barnacle	511.695	1.27913	20515.2	182.928	1263.6	0.4278	181.871	4.2384	579	99.0647	14167.2	33.1317	328.25
1	776	greylag	531.262	1.33799	24117.1	208.986	1573.77	0.704026	389.488	7.10483	579	77.6957	12135.6	40.882	412.57
1	777	pinkfoot	460.911	1.29265	14719.6	120.219	1426.96	0.482445	482.391	3.6837	584	109.654	10198.1	40.9254	312.486
1	777	barnacle	519.702	1.25551	19268.2	175.037	1235.49	0.4173	208.922	4.18019	584	98.0265	13666.3	32.5815	326.376
1	777	greylag	536.73	1.33514	23141.9	199.132	1546.31	0.706733	408.741	7.09306	584	77.8286	11607.9	41.1971	413.471
1	778	pinkfoot	462.935	1.29549	15061	123.603	1422.46	0.479175	489.131	3.67564	588	110.543	10546.9	40.8874	313.638
1	778	barnacle	526.284	1.25251	16689.1	157.253	1230.93	0.413112	213.139	4.02776	588	98.5514	12373.1	32.5049	316.916
1	778	greylag	542.223	1.30714	23798.6	215.396	1542.81	0.708882	411.048	7.07371	588	76.4423	12596.5	41.456	413.676
1	779	pinkfoot	469.223	1.29882	15756	134.024	1383.53	0.481835	520.762	3.69031	593	111.426	11497.9	41.3368	316.594
1	779	barnacle	523.084	1.24966	20099.1	181.171	1191.33	0.409142	265.92	3.99055	593	99.0465	14359.4	32.4282	316.287
1	779	greylag	550.198	1.28935	23568.9	202.399	1503.53	0.71832	437.595	7.08124	593	75.6332	11872.7	42.1367	415.386
1	780	pinkfoot	470.107	1.30145	14446.9	129.746	1429.57	0.472865	490.071	3.54324	598	112.227	11188.3	40.7762	305.542
1	780	barnacle	526.832	1.26254	19514.9	167.652	1236.78	0.404477	225.82	3.87675	598	100.933	13402.7	32.3354	309.922
1	780	greylag	546.473	1.41223	24106.5	207.91	1550.08	0.72084	428.312	6.88394	598	83.1059	12234.9	42.4195	405.101
1	781	pinkfoot	487.824	1.27482	16053.6	159.703	1490.65	0.475382	400.541	3.69556	602	110.513	13844.5	41.2104	320.364
1	781	barnacle	530.69	1.2577	16743.1	147.39	1297.8	0.405959	169.114	3.86036	602	101.36	11878.4	32.7169	311.113
1	781	greylag	554.446	1.38716	23245.7	211.289	1611.62	0.723141	348.35	6.89418	602	81.8892	12473.2	42.6898	406.99
1	782	pinkfoot	476.353	1.31524	15563.1	125.146	1530.15	0.471914	388.128	3.54449	607	114.675	10911.4	41.146	309.042
1	782	barnacle	529.693	1.2743	20698.6	176.56	1336.2	0.402007	137.807	3.81514	607	103.47	14336.2	32.6419	309.779
1	782	greylag	565.029	1.31218	25639	230.612	1650.37	0.732373	283.254	7.1835	607	77.6963	13654.9	43.3649	425.346
1	783	pinkfoot	471.596	1.34428	16291.9	115.138	1560.7	0.468366	368.196	3.43706	611	117.868	10095.5	41.0669	301.366
1	783	barnacle	531.237	1.25785	16761.7	145.852	1366.56	0.397835	115.125	3.75387	611	102.875	11928.7	32.5375	307.015
1	783	greylag	569.548	1.30974	25755.7	258.428	1681.55	0.726653	238.759	7.49158	611	77.7393	15339	43.1304	444.662
1	784	pinkfoot	500.121	1.27084	16555.2	147.476	1533.76	0.470874	352.226	3.73713	616	111.956	12992.1	41.4824	329.228
1	784	barnacle	541.644	1.24832	14615.9	122.542	1338.88	0.394598	146.381	3.64396	616	102.727	10084.3	32.4724	299.869
1	784	greylag	572.362	1.37153	26090.8	257.755	1654.31	0.736294	290.273	7.09734	616	81.6031	15335.9	43.8079	422.277
1	785	pinkfoot	490.15	1.30638	14932.5	120.877	1492.24	0.467595	421.575	3.51328	621	115.672	10702.9	41.4026	311.08
1	785	barnacle	547.741	1.256	20154.2	167.79	1297.2	0.391109	167.267	3.73478	621	104.013	13895.2	32.3889	309.288
1	785	greylag	582.873	1.28537	25686.3	247.153	1613.52	0.72991	294.694	7.27409	621	76.7357	14754.8	43.5751	434.258
1	786	pinkfoot	490.69	1.32373	16042.3	123.705	1456.15	0.458501	460.406	3.51137	625	117.857	11014	40.8221	312.63
1	786	barnacle	551.912	1.24647	16507.4	144.03	1260.5	0.387386	223.156	3.55377	625	103.891	12004.7	32.2881	296.202
1	786	greylag	589.778	1.25056	24916.9	231.301	1577.16	0.73857	326.545	7.21304	625	74.7936	13833.6	44.1724	431.398
1	787	pinkfoot	501.517	1.3071	21480.4	127.454	1466.23	0.460782	421.862	3.58442	630	116.918	11400.5	41.2162	320.621
1	787	barnacle	546.566	1.26101	15028.4	128.544	1270.49	0.389172	231.4	3.48729	630	105.85	10790	32.6673	292.725
1	787	greylag	591.391	1.31979	25506.3	236.503	1587.64	0.739906	305.373	7.46374	630	79.1657	14186.2	44.382	447.7
1	788	pinkfoot	519.563	1.28071	14183.1	111.078	1435.72	0.457145	445.577	3.76215	635	115.193	9990.84	41.1177	338.384
1	788	barnacle	547.735	1.26026	15032.3	126.499	1238.84	0.385501	259.172	3.45626	635	106.513	10691.2	32.5811	292.11
1	788	greylag	604.363	1.20512	25050.7	228.355	1557.34	0.748037	262.969	7.7218	635	72.4877	13735.5	44.9943	464.465
1	789	pinkfoot	528.529	1.26528	23442.8	154.204	1381.2	0.453918	474.887	3.75499	639	114.317	13932.3	41.0112	339.261
1	789	barnacle	549.737	1.27541	15558.2	125.39	1184.17	0.381396	322.124	3.36031	639	108.56	10672.9	32.4635	286.022
1	789	greylag	603.173	1.28657	23397.2	210.952	1502.79	0.749683	382.855	7.23248	639	77.5258	12711.5	45.1742	435.813
1	790	pinkfoot	567.258	1.13236	15905	117.527	1391.93	0.454103	435.268	3.37613	644	102.321	10619.8	41.0329	305.069
1	790	barnacle	562.473	1.25342	15735.8	133.782	1194.44	0.38082	297.486	3.32323	644	107.458	11469.4	32.6485	284.907
1	790	greylag	636.596	1.02232	28102.1	313.307	1514.52	0.744981	-20.7354	8.09342	644	61.7974	18938.9	45.0329	489.234
1	791	pinkfoot	535.578	1.1716	15447.7	125.543	1390.69	0.454686	515.007	2.97755	649	105.866	11344.1	41.0856	269.053
1	791	barnacle	558.153	1.27528	15350	125.101	1191.76	0.380167	316.929	3.20417	649	110.11	10801.5	32.8245	276.655
1	791	greylag	643.849	1.00275	27302.6	291.497	1513.11	0.741418	-29.0579	7.94334	649	60.6811	17639.8	44.8665	480.687
1	792	pinkfoot	543.005	1.1398	13170.7	94.2774	1374.16	0.460894	529.999	2.92768	653	102.892	8510.59	41.6057	264.287
1	792	barnacle	561.438	1.27449	14823.4	119.214	1174.06	0.379679	330.504	3.18163	653	110.83	10366.8	33.0168	276.673
1	792	greylag	646.517	1.00535	24809.2	265.338	1496.75	0.73739	31.4675	7.91078	653	60.9791	16094	44.7262	479.826
1	793	pinkfoot	538.698	1.19386	15212.6	120.598	1392.95	0.46117	524.042	2.82659	658	107.811	10890.6	41.646	255.256
1	793	barnacle	560.928	1.26645	14228.3	118.883	1192.41	0.378745	327.391	3.06657	658	110.914	10411.6	33.17	268.565
1	793	greylag	647.208	1.05795	21931.8	235.377	1515.36	0.733262	140.691	8.05835	658	64.2832	14301.9	44.5543	489.64
1	794	pinkfoot	539.426	1.20687	11949.9	67.2653	1400.84	0.461481	523.39	2.77682	663	108.973	6073.65	41.669	250.73
1	794	barnacle	561.789	1.27867	15145.8	117.23	1199.36	0.383236	318.692	3.04364	663	112.719	10334.2	33.7835	268.307
1	794	greylag	652.282	1.05437	23114.7	254.758	1523.12	0.72945	118.932	8.13636	663	64.2472	15523.5	44.4486	495.784
1	795	pinkfoot	539.014	1.22604	14835.9	101.17	1393.69	0.462038	536.898	2.59963	668	110.656	9131.15	41.7014	234.63
1	795	barnacle	564.428	1.28436	14021.2	103.33	1191.74	0.381942	332.708	2.9695	668	114.011	9172.55	33.9048	263.6
1	795	greylag	657.847	1.04779	21889.2	246.94	1516.81	0.725246	159.403	8.0066	668	64.0184	15087.6	44.3113	489.189
1	796	pinkfoot	540.681	1.25547	13492.5	113.152	1395.47	0.462202	534.116	2.73501	672	113.389	10219.4	41.7443	247.015
1	796	barnacle	569.231	1.29605	13648.7	113.069	1191.53	0.375213	329.141	2.93356	672	115.835	10105.6	33.5349	262.189
1	796	greylag	662.136	1.03672	22116.2	227.254	1517.8	0.728908	166.565	7.73194	672	63.4774	13914.5	44.6304	473.419
1	797	pinkfoot	541.748	1.25729	15268.4	125.386	1457.91	0.468317	479.112	2.50603	677	113.463	11315.3	42.2628	226.154
1	797	barnacle	566.106	1.29381	12907.1	103.437	1253.94	0.37372	279.981	2.84628	677	116.414	9307.07	33.6265	256.102
1	797	greylag	663.287	1.08503	22788.5	257.323	1580.42	0.724432	127.936	8.07372	677	66.5768	15789.2	44.4508	495.4
1	798	pinkfoot	542.913	1.2788	15070.6	124.372	1502.14	0.463168	432.765	2.57434	682	115.418	11225.2	41.8034	232.348
1	798	barnacle	574.278	1.29808	13735.1	113.547	1297.93	0.377629	226.776	2.85073	682	117.524	10280.3	34.1895	258.098
1	798	greylag	671.23	1.04927	23270.8	262.004	1625	0.720393	64.6988	7.98747	682	64.4681	16097.8	44.2617	490.758
1	799	pinkfoot	570.222	1.20331	14757.9	132.026	1555.97	0.463725	342.903	2.97694	686	108.565	11911.7	41.8381	268.585
1	799	barnacle	567.384	1.29246	13560.3	111.664	1350.33	0.376218	191.015	2.73453	686	117.749	10173.1	34.2751	249.127
1	799	greylag	671.628	1.10136	23228.6	257.984	1678.6	0.71654	61.7941	7.66967	686	67.7407	15867.6	44.0716	471.731
1	800	pinkfoot	545.006	1.3144	15674.7	102.47	1600.42	0.469494	340.145	2.5083	691	118.566	9243.36	42.3509	226.262
1	800	barnacle	563.839	1.30548	13685.9	99.4086	1393.75	0.374599	151.61	2.68597	691	119.614	9108.23	34.3223	246.1
1	800	greylag	671.383	1.17339	22762.5	265.599	1723.21	0.712638	35.4774	7.94602	691	72.247	16353.2	43.8779	489.245
1	801	pinkfoot	547.082	1.33338	17162.1	131.205	1510.23	0.469829	431.42	2.47477	696	120.285	11836.1	42.3837	223.252
1	801	barnacle	572.477	1.32675	14602.6	106.678	1303.18	0.373007	239.849	2.63684	696	122.256	9830.05	34.3714	242.976
1	801	greylag	680.337	1.12808	21926.1	236.897	1633.27	0.717264	152.916	7.29314	696	69.5394	14603.3	44.2151	449.579
1	802	pinkfoot	547.097	1.34672	15495.8	77.4926	1522.42	0.464967	424.816	2.41697	700	121.451	6988.53	41.9322	217.97
1	802	barnacle	574.758	1.31249	14533.8	115.184	1314.62	0.371392	226.593	2.63536	700	121.651	10676.1	34.4235	244.265
1	802	greylag	683.451	1.10505	21848	243.485	1645.67	0.70591	127.093	7.48952	700	68.2632	15041	43.6067	462.656
1	803	pinkfoot	548.838	1.35866	17446.7	129.374	1585.87	0.470722	355.424	2.47432	705	122.506	11665.2	42.4434	223.101
1	803	barnacle	574.315	1.32625	14241.8	105.558	1377.11	0.369647	167.278	2.59522	705	123.562	9834.48	34.4387	241.787
1	803	greylag	688.06	1.11863	22555.5	245.403	1708.63	0.710142	57.7975	7.54035	705	69.1202	15163.4	43.8796	465.918
1	804	pinkfoot	549.414	1.3765	16039.6	116.53	1525.68	0.47121	427.333	2.29876	710	124.076	10503.9	42.4743	207.207
