season	day	species	foraging_time	foraging_time_se	flight_distance	flight_distance_se	daily_energy_budget	daily_energy_budget_se	daily_energy_balance	daily_energy_balance_se	day_length	foraging_time_sd	flight_distance_sd	daily_energy_budget_sd	daily_energy_balance_sd
1	658	barnacle	454.576	2.82731	19290.3	204.915	866.941	0.00403585	498.181	6.8686	595	164.859	11948.5	0.235329	400.505
1	658	greylag	496.628	1.72889	21104.9	163.416	1235	0	790.134	5.10282	595	112.258	10610.7	0	331.33
1	659	pinkfoot	448.827	1.39917	15584.4	142.544	1078	0.000812573	805.755	2.58949	591	107.39	10940.7	0.0623673	198.751
1	659	barnacle	453.759	2.46159	23391.6	258.817	890.944	0.00381822	500.719	6.36827	591	147.696	15529	0.229093	382.096
1	659	greylag	495.629	1.70679	21753.8	162.77	1232	0	788.968	5.12532	591	110.441	10532.4	0	331.644
1	660	pinkfoot	443.578	1.42157	15698.3	153.908	1128.99	0.00160229	762.769	2.49287	586	107.42	11630	0.121076	188.373
1	660	barnacle	451.995	2.36595	18875.7	204.067	942.895	0.00724566	458.039	6.10581	586	145.847	12579.5	0.446653	376.387
1	660	greylag	496.711	1.63648	21076.5	160.897	1269	0	753.84	5.13039	586	105.41	10363.8	0	330.462
1	661	pinkfoot	443.407	1.40252	19591.6	150.212	1153.99	0.0013997	719.187	2.6778	582	104.269	11167.3	0.104059	199.078
1	661	barnacle	443.947	2.34861	19353.2	207.198	967.9	0.00689289	439.37	5.84377	582	148.539	13104.3	0.435944	369.593
1	661	greylag	490.958	1.67247	21785.8	157.395	1293	0	721.552	5.31524	582	107.234	10091.7	0	340.797
1	662	pinkfoot	446.613	1.4069	17425.9	145.641	1135.99	0.00153732	737.596	2.73695	577	102.964	10658.7	0.112508	200.303
1	662	barnacle	457.201	2.20731	24062.6	233.915	949.952	0.00328642	425.966	5.76129	577	143.05	15159.4	0.212984	373.374
1	662	greylag	488.229	1.66534	21118.3	163.423	1276	0	736.132	5.4292	577	106.347	10436.1	0	346.705
1	663	pinkfoot	442.268	1.41161	18285	174.523	1165	0.00133145	706.805	2.75356	573	101.773	12582.6	0.0959936	198.524
1	663	barnacle	447.771	2.07669	23331	196.794	978.955	0.00314058	415.48	5.46891	573	137.752	13053.8	0.208323	362.767
1	663	greylag	483.864	1.72698	21306.6	158.731	1304	0	704.022	5.47095	573	109.863	10097.8	0	348.04
1	664	pinkfoot	428.715	1.50677	17273.6	141.276	1241.99	0.00201401	638.124	2.94561	568	107.087	10040.5	0.143136	209.345
1	664	barnacle	457.217	1.58624	20893.9	195.564	1057	0	424.468	2.74551	568	105.219	12972.3	0	182.117
1	664	greylag	487.831	1.6047	22216.8	174.531	1381	0	610.191	5.60035	568	101.756	11067.3	0	355.126
1	665	pinkfoot	436.257	1.44119	19037.2	173.382	1272	0.000838367	593.208	2.9973	564	100.986	12149.1	0.0587455	210.025
1	665	barnacle	469.434	1.35417	24218.8	206.343	1087	0	370.421	3.05786	564	89.8255	13687.3	0	202.836
1	665	greylag	486.868	1.5925	21150.2	175.67	1411	0	561.065	6.05215	564	100.681	11106.2	0	382.628
1	666	pinkfoot	397.56	2.03697	22878.3	176.678	1239	0.00139618	607.826	3.57501	560	140.329	12171.5	0.0961843	246.287
1	666	barnacle	486.667	1.21621	20922.1	182.824	1054	0	370.426	3.52454	560	80.6744	12127.2	0	233.791
1	666	greylag	484.121	1.59282	21689.9	174.129	1377	0	601.776	5.90948	560	100.234	10957.7	0	371.875
1	667	pinkfoot	409.403	1.83988	15794.9	173.356	1145.99	0.00178527	722.988	3.33895	555	124.936	11771.6	0.121228	226.73
1	667	barnacle	460.875	1.45022	23635.8	189.503	962	0	480.577	3.31843	555	96.1967	12570.2	0	220.12
1	667	greylag	481.01	1.58055	21011.9	174.551	1284	0	688.798	5.93706	555	99.084	10942.5	0	372.192
1	668	pinkfoot	414.466	1.73372	22252.9	191.607	1194	0.000774012	665.227	3.19577	551	115.913	12810.5	0.051749	213.663
1	668	barnacle	464.959	1.2811	23234.6	187.285	1011	0	436.857	3.22774	551	84.9788	12423.1	0	214.104
1	668	greylag	479.198	1.57742	20662.2	175.625	1332	0	641.48	5.90714	551	98.4719	10963.5	0	368.759
1	669	pinkfoot	361.003	2.25782	24365	187.133	1129.99	0.00238134	731.323	3.83591	546	148.93	12343.7	0.157078	253.024
1	669	barnacle	469.987	1.2521	24811.3	192.203	946	0	493.524	3.19177	546	83.0551	12749.3	0	211.718
1	669	greylag	479.163	1.52724	20975.2	170.449	1267	0	704.873	6.0282	546	94.7999	10580.2	0	374.186
1	670	pinkfoot	434.903	1.46229	16810.2	184.666	1141	0.00100954	702.24	3.67788	542	94.6995	11959.2	0.0653792	238.184
1	670	barnacle	441.679	1.53157	23466.9	209.855	958	0	495.706	3.25319	542	101.593	13920.2	0	215.792
1	670	greylag	477.956	1.4947	22120.7	179.167	1279	0	661.472	6.34054	542	92.4545	11082.3	0	392.192
1	671	pinkfoot	447.624	1.33048	18316.4	189.154	1155.99	0.00158236	657.048	4.02019	538	86.0915	12239.6	0.10239	260.135
1	671	barnacle	474.668	1.19189	23685.1	196.961	973	0	422.829	3.85153	538	79.0612	13064.9	0	255.481
1	671	greylag	475.626	1.45964	21515.1	182.354	1293	0	656.757	6.2503	538	89.9662	11239.6	0	385.244
1	672	pinkfoot	426.38	1.62531	30139.3	189.51	1161.99	0.00184515	633.068	4.09718	534	105.219	12268.5	0.119451	265.243
1	672	barnacle	448.864	1.32519	29656.6	210.165	980	0	455.48	3.18733	534	87.9032	13940.8	0	211.424
1	672	greylag	472.512	1.48444	21462.1	185.459	1299	0	631.804	6.55375	534	91.0118	11370.6	0	401.815
1	673	pinkfoot	418.479	1.57089	13840.3	169.651	1182	0.00143232	670.074	3.56465	529	101.623	10975	0.0926591	230.603
1	673	barnacle	406.974	1.75712	24982.1	202.327	1000	0	468.158	3.09862	529	116.554	13420.9	0	205.539
1	673	greylag	471.463	1.43196	21446	183.138	1319	0	608.24	6.66647	529	87.4316	11181.9	0	407.037
1	674	pinkfoot	441.267	1.32066	13900.9	171.002	1220.99	0.00207368	584.325	4.25014	525	85.5379	11075.6	0.13431	275.277
1	674	barnacle	457.541	1.21382	23490.5	190.364	1039	0	365.971	3.75924	525	80.5156	12627.3	0	249.359
1	674	greylag	465.333	1.44703	21895	189.118	1357	0	567.394	6.77129	525	87.9598	11495.8	0	411.603
1	675	pinkfoot	403.436	1.70833	16847.3	201.299	1179.99	0.00212679	661.542	3.88327	521	110.66	13039.5	0.137766	251.545
1	675	barnacle	461.419	1.07668	21178.1	183.9	999	0	383.092	4.14078	521	71.419	12198.6	0	274.668
1	675	greylag	460.698	1.5208	21788.6	182.3	1316	0	604.637	6.8347	521	92.0803	11037.8	0	413.824
1	676	pinkfoot	429.171	1.33225	15777	168.644	1132.99	0.00212679	686.572	4.12149	517	86.2983	10924.2	0.137766	266.976
1	676	barnacle	437.206	1.54139	23235.9	191.413	951	0	442.739	3.97793	517	102.244	12696.9	0	263.866
1	676	greylag	475.354	1.10369	20902.3	195.824	1268	0	630.795	7.01819	517	66.5427	11806.4	0	423.133
1	677	pinkfoot	429.033	1.27895	16047.1	187.274	1100	0.000859485	710.913	4.08288	513	82.7765	12120.8	0.055628	264.254
1	677	barnacle	445.874	1.37584	27818.7	222.07	920	0	438.181	4.13501	513	91.2632	14730.4	0	274.285
1	677	greylag	472.359	1.11707	21595.3	187.686	1236	0	638.949	7.12929	513	67.1543	11283	0	428.588
1	678	pinkfoot	420.372	1.29503	23960.4	187.231	1139	0.000859485	670.646	3.86867	509	83.8178	12118.1	0.055628	250.39
1	678	barnacle	445.339	1.1865	25468.1	190.091	959	0	447.538	3.67954	509	78.7038	12609.2	0	244.073
1	678	greylag	471.908	1.08545	20705.2	187.518	1274	0	605.839	7.15796	509	64.9637	11222.9	0	428.403
1	679	pinkfoot	431.86	1.16851	23501	188.407	1128	0.000675444	641.073	4.33396	505	75.5839	12186.9	0.0436903	280.337
1	679	barnacle	436.279	1.30576	23290.5	202.521	948	0	450.375	3.81926	505	86.6146	13433.7	0	253.341
1	679	greylag	472.43	0.95355	19498.6	175.581	1263	0	595.4	7.30885	505	56.8783	10473.2	0	435.965
1	680	pinkfoot	444.464	1.05585	27441.4	184.165	1116.99	0.00171897	592.229	4.99717	501	68.3373	11919.6	0.111256	323.429
1	680	barnacle	454.621	1.21042	24934.7	203.981	937	0	388.911	4.50613	501	80.2903	13530.6	0	298.903
1	680	greylag	473.462	0.884875	20838.6	186.628	1252	0	574.271	7.69864	501	52.5961	11093	0	457.6
1	681	pinkfoot	372.324	1.82275	19257.8	188.831	1139	0.00089161	707.853	3.75138	497	117.987	12223	0.0577141	242.828
1	681	barnacle	440.7	1.21294	27553.4	200.493	960	0	416.472	3.86421	497	80.4573	13299.2	0	256.323
1	681	greylag	464.485	0.991958	20335.3	190.152	1274	0	590.098	7.43867	497	58.6599	11244.7	0	439.889
1	682	pinkfoot	386.155	1.76689	18230.5	191.28	1145.99	0.00158236	658.342	4.34998	493	114.33	12377.2	0.10239	281.474
1	682	barnacle	404.961	1.6986	26266.5	205.549	966	0	436.099	3.94634	493	112.672	13634.6	0	261.77
1	682	greylag	466.687	0.852343	20849.1	196.842	1280	0	538.758	7.80216	493	50.2159	11597	0	459.666
1	683	pinkfoot	176.672	1.11672	26038.7	181.878	1072.99	0.00108926	889.937	2.92092	489	72.3456	11782.8	0.0705672	189.23
1	683	barnacle	424.018	1.26378	24171.9	177.483	894	0	504.877	3.80664	489	83.8298	11772.9	0	252.504
1	683	greylag	462.171	0.906121	20561.1	182.875	1207	0	624.614	7.62832	489	53.238	10744.6	0	448.192
1	684	pinkfoot	164.248	0.675105	26713.3	178.322	1093	0.00117074	892.915	1.66671	485	43.658	11531.8	0.0757101	107.784
1	684	barnacle	428.832	1.37732	24079.4	186.133	914	0	432.349	4.37418	485	91.0593	12305.9	0	289.193
1	684	greylag	455.199	0.944889	19952.9	195.551	1226	0	604.961	7.76861	485	55.3144	11447.7	0	454.779
1	685	pinkfoot	163.881	0.683787	26564.3	177.705	1133.99	0.00184515	847.461	2.18403	481	44.2669	11504.3	0.119451	141.39
1	685	barnacle	437.358	1.34935	26062.4	201.992	955	0	265.741	5.29399	481	88.8932	13307	0	348.761
1	685	greylag	458.581	0.836917	20767	212.693	1267	0	523.589	8.23672	481	48.8433	12413	0	480.703
1	686	pinkfoot	163.291	0.681399	24734	184.724	1252.99	0.00184515	732.173	2.17065	478	44.1124	11958.6	0.119451	140.523
1	686	barnacle	430.732	1.03789	26114.6	202.177	1075	0	302.449	4.06407	478	68.1384	13273	0	266.809
1	686	greylag	457.052	0.821187	21047.9	237.729	1386	0	399.758	8.56877	478	47.7632	13827.1	0	498.39
1	687	pinkfoot	205.095	1.56471	25303	183.182	1165.99	0.00178322	767.5	3.33117	474	101.284	11857.4	0.115428	215.627
1	687	barnacle	426.102	0.936722	24074.5	189.539	988	0	383.033	4.10542	474	61.1888	12381.1	0	268.176
1	687	greylag	454.142	0.7662	20555.4	220.363	1299	0	467.422	8.52561	474	44.433	12779.2	0	494.412
1	688	pinkfoot	409.069	1.0993	11840.9	118.77	1153.99	0.00116322	619.67	4.74477	471	71.2425	7697.18	0.0753856	307.496
1	688	barnacle	441.042	0.72258	23562.3	185.553	977	0	335.548	4.62403	471	46.9343	12052.4	0	300.349
1	688	greylag	454.271	0.640699	20571.7	211.404	1288	0	471.151	8.5609	471	36.9944	12206.6	0	494.313
1	689	pinkfoot	409.387	1.03695	15020.3	93.1988	1117.99	0.0019629	646.481	4.66685	467	67.1462	6034.94	0.127105	302.194
1	689	barnacle	436.608	0.73465	23785.6	200.091	940	0	388.223	4.42247	467	47.5314	12945.7	0	286.13
1	689	greylag	452.209	0.601175	20523.9	207.804	1250	0	511.041	8.49679	467	34.5819	11953.7	0	488.769
1	690	pinkfoot	407.542	1.01458	11799	117.7	1132	0.000826062	634.548	4.65688	464	65.6583	7616.95	0.0534584	301.369
1	690	barnacle	425.605	0.86312	30956.5	216.009	955	0	395.27	4.17818	464	55.549	13902	0	268.901
1	690	greylag	447.034	0.692119	20223.6	222.869	1265	0	492.859	8.38642	464	39.6386	12764	0	480.301
1	691	pinkfoot	404.217	1.00526	14507.6	158.462	1127.99	0.0019629	627.195	4.80963	460	65.0942	10260.9	0.127105	311.44
1	691	barnacle	429.984	0.733019	23281.7	208.008	951	0	375.843	4.61599	460	47.039	13348.2	0	296.216
1	691	greylag	445.77	0.587029	20262.4	227.217	1260	0	483.617	8.67665	460	33.4555	12949.4	0	494.493
1	692	pinkfoot	406.419	0.982758	15580	116.342	1124	0.000981452	603.503	5.02897	457	63.6369	7533.51	0.0635524	325.643
1	692	barnacle	421.316	0.786556	25277.4	210.62	948	0	383.976	4.57566	457	50.2042	13443.4	0	292.054
1	692	greylag	446.107	0.517343	20663.5	218.894	1256	0	435.824	8.9432	457	29.2973	12396.1	0	506.457
1	693	pinkfoot	413.884	0.860144	15830	180.317	1159	0.000859485	528.945	5.43387	454	55.6706	11670.5	0.055628	351.693
1	693	barnacle	428.865	0.70587	30043.3	235.701	983	0	263.324	5.04162	454	44.7435	14940.5	0	319.577
1	693	greylag	442.816	0.534348	20084.9	214.432	1291	0	413.678	8.9086	454	30.1232	12088.3	0	502.211
1	694	pinkfoot	418.856	0.790756	11965.8	138.854	1185.99	0.00165212	485.35	5.60826	451	51.1736	8985.89	0.106917	362.937
1	694	barnacle	425.594	0.677389	23789.3	226.739	1010	0	312.953	4.66715	451	42.6647	14280.9	0	293.956
1	694	greylag	439.809	0.542951	21591	234.393	1317	0	382.357	9.09342	451	30.4731	13155.3	0	510.367
1	695	pinkfoot	404.756	0.868492	15138.7	159.224	1161	0.00143232	563.393	5.08279	448	56.1841	10300.4	0.0926591	328.813
1	695	barnacle	437.787	0.447247	24296.6	199.364	985	0	232.723	5.34373	448	27.9914	12477.4	0	334.443
1	695	greylag	439.496	0.485611	21140	219.696	1292	0	398.139	9.17349	448	27.1769	12295.1	0	513.388
1	696	pinkfoot	402.164	0.865916	13275.6	140.659	1181	0.000754629	534.131	5.21069	445	56.0242	9100.54	0.0488239	337.128
1	696	barnacle	419.702	0.698874	24765.7	226.355	1006	0	278.285	4.96294	445	43.3865	14052.3	0	308.102
1	696	greylag	436.967	0.487276	21069.1	245.568	1313	0	346.256	9.37726	445	27.1347	13674.9	0	522.188
1	697	pinkfoot	398.843	0.849304	14350.8	146.026	1225	0.00071616	490.184	5.24352	442	54.9428	9446.62	0.0463295	339.212
1	697	barnacle	415.05	0.774319	28971.7	245.82	1050	0	270.744	4.58452	442	47.7887	15171.3	0	282.943
1	697	greylag	434.424	0.500671	21326.2	241.957	1357	0	313.045	9.28499	442	27.741	13406.2	0	514.459
1	698	pinkfoot	401.116	0.829967	12094.9	74.1194	1310	0.000859485	392.087	5.39288	440	53.7175	4797.19	0.055628	349.041
1	698	barnacle	423.122	0.572163	25966.9	230.729	1135	0	122.252	5.14801	440	35.0704	14142.4	0	315.544
1	698	greylag	432.717	0.4966	23535.3	300.222	1441	0	191.249	10.04	440	27.4121	16572.2	0	554.205
1	699	pinkfoot	396.55	0.838703	14568	155.258	1329	0.000826062	362.863	5.61235	437	54.2765	10047.5	0.0534584	363.202
1	699	barnacle	404.301	0.755656	27782.3	253.46	1154	0	180.799	4.77078	437	46.0144	15434.1	0	290.509
1	699	greylag	428.782	0.54021	22063.6	265.687	1460	0	179.103	9.60001	437	29.7606	14636.9	0	528.873
1	700	pinkfoot	394.183	0.829612	12940	123.947	1396	0.000826062	301.885	5.57555	434	53.6882	8021.18	0.0534584	360.821
1	700	barnacle	403.133	0.729614	29549.8	231.105	1221	0	111.058	4.96301	434	44.0738	13960.4	0	299.8
1	700	greylag	427.141	0.518986	23782.1	309.249	1527	0	84.0806	10.1548	434	28.5017	16983.4	0	557.684
1	701	pinkfoot	393.389	0.819478	22814.3	209.156	1449	0.00089161	209.127	6.04572	432	53.045	13538.7	0.0577141	391.341
1	701	barnacle	401.855	0.752457	29515.8	294.216	1274	0	66.2488	4.81198	432	45.1787	17665.2	0	288.919
1	701	greylag	424.498	0.520711	24748.3	322.35	1579	0	57.8371	9.92443	432	28.5917	17699.9	0	544.941
1	702	pinkfoot	375.331	0.945932	20721.3	189.031	1456	0.00071616	269.822	5.45779	430	61.1938	12228.7	0.0463295	353.073
1	702	barnacle	404.403	0.666165	24643.3	282.182	1282	0	70.3366	4.58984	430	39.6074	16777.3	0	272.893
1	702	greylag	423.87	0.513402	23736.3	309.396	1586	0	35.2842	10.0851	430	28.1764	16980.2	0	553.489
1	703	pinkfoot	389.967	0.838809	15247	149.095	1501	0.000981452	168.124	5.89789	428	54.3157	9654.43	0.0635524	381.908
1	703	barnacle	365.057	1.0993	25752.7	264.189	1327	0	137.228	3.32404	428	64.8588	15587.2	0	196.119
1	703	greylag	421.535	0.552386	23720	301.07	1631	0	-8.79163	9.34905	428	30.3008	16515	0	512.836
1	704	pinkfoot	377.35	0.917042	21445.2	159.864	1483	0.00089161	231.452	5.19272	425	59.3603	10348	0.0577141	336.126
1	704	barnacle	364.662	0.97429	22102	208.538	1309	0	159.27	3.20671	425	57.2183	12247.1	0	188.324
1	704	greylag	415.638	0.60337	25514.8	317.77	1613	0	31.8141	9.71256	425	33.0865	17425.3	0	532.599
1	705	pinkfoot	389.987	0.789747	15873.1	184.126	1414	0	245.753	5.96887	424	51.1327	11921.4	0	386.458
1	705	barnacle	385.09	0.788905	22084.6	208.392	1240	0	167.312	4.07157	424	46.0548	12165.5	0	237.69
1	705	greylag	419.576	0.452282	22453.4	284.773	1544	0	47.3401	9.80123	424	24.7931	15610.6	0	537.283
1	706	pinkfoot	381.687	0.857586	14289.6	112.329	1429.99	0.00113995	261.508	5.69906	422	55.5515	7276.28	0.0738422	369.165
1	706	barnacle	385.058	0.836444	21505	211.159	1257	0	159.972	3.90685	422	48.5065	12245.4	0	226.563
1	706	greylag	416.888	0.447733	23540	306.849	1560	0	14.0007	10.3453	422	24.5192	16804	0	566.539
1	707	pinkfoot	391.687	0.694939	16294.8	140.329	1419	0.000792501	209.25	6.19622	420	44.9298	9072.68	0.0512375	400.604
1	707	barnacle	403.403	0.523286	22946.5	221.153	1246	0	44.1905	5.34011	420	30.1151	12727.3	0	307.323
1	707	greylag	415.511	0.424894	22991	291.679	1549	0	12.6982	10.3612	420	23.2413	15954.6	0	566.747
1	708	pinkfoot	386.652	0.757728	13450.1	165.905	1294	0.000954763	363.471	5.80381	418	49.001	10728.8	0.061743	375.323
1	708	barnacle	390.201	0.793205	19884.2	204.213	1120	0	266.237	4.09806	418	45.2196	11641.9	0	233.625
1	708	greylag	413.553	0.449035	22658.6	289.458	1423	0	131.123	9.98382	418	24.529	15811.9	0	545.376
1	709	pinkfoot	385.834	0.722295	13454.4	166.426	1376	0	278.482	5.83684	417	46.6706	10753.5	0	377.143
1	709	barnacle	378.639	0.954044	18492.5	209.612	1203	0	229.041	3.57942	417	54.0363	11872.3	0	202.735
1	709	greylag	414.816	0.414462	22395.4	281.912	1506	0	39.0289	10.0427	417	22.6024	15373.9	0	547.672
1	710	pinkfoot	385.06	0.744025	13440	166.438	1451	0.000956361	201.224	5.91587	416	48.0746	10754.3	0.0617945	382.25
1	710	barnacle	387.881	0.687431	19315.7	215.367	1278	0	88.4333	4.96069	416	38.7226	12131.5	0	279.432
1	710	greylag	413.454	0.416197	23685.8	301.988	1580	0	-20.1007	9.63463	416	22.6397	16427.2	0	524.092
1	711	pinkfoot	385.629	0.725559	24249.5	218.593	1407	0	202.79	6.22163	414	46.8534	14115.7	0	401.765
1	711	barnacle	404.804	0.484088	19237	215.936	1235	0	52.2199	4.91064	414	27.0787	12078.9	0	274.689
1	711	greylag	410.673	0.434234	23431.7	309.792	1537	0	24.3382	9.95097	414	23.589	16828.9	0	540.568
1	712	pinkfoot	381.982	0.716927	17628.3	196.128	1345	0.000832014	306.247	5.95299	413	46.2293	12646.9	0.0536504	383.864
1	712	barnacle	394.05	0.596097	22038.2	215.574	1172	0	170.182	4.85345	413	33.1411	11985.2	0	269.836
1	712	greylag	411.556	0.382067	23115.8	292.849	1474	0	70.5487	9.88255	413	20.7022	15868	0	535.484
1	713	pinkfoot	383.47	0.707204	24663	195.432	1359	0.000930107	258.924	6.00754	412	45.5969	12600.5	0.0599685	387.335
1	713	barnacle	395.691	0.603518	27541.5	253.238	1186	0	143.878	4.84378	412	33.3686	14001.5	0	267.813
1	713	greylag	410.203	0.378921	22928.8	299.463	1488	0	56.2495	10.0303	412	20.4828	16187.7	0	542.191
1	714	pinkfoot	385.797	0.677127	23330.5	207.954	1256	0	349.265	6.18019	412	43.6104	13393.3	0	398.035
1	714	barnacle	404.314	0.416637	26781.6	236.742	1084	0	114.996	5.9011	412	22.862	12990.7	0	323.809
1	714	greylag	409.549	0.430465	22082.7	280.142	1385	0	203.351	9.17585	412	23.2212	15112.1	0	494.986
1	715	pinkfoot	384.022	0.698719	16138.1	180.96	1193	0	450.78	5.88954	411	44.963	11644.9	0	378.995
1	715	barnacle	409.468	0.358007	26407.7	245.914	1020	0	134.254	5.51717	411	19.563	13437.8	0	301.482
1	715	greylag	408.94	0.408556	21219.4	252.806	1322	0	256.913	9.50935	411	22.0052	13616.4	0	512.183
1	716	pinkfoot	391.066	0.644991	13761.7	177.804	1209	0	384.285	6.22313	411	41.5106	11443.2	0	400.511
1	716	barnacle	405.2	0.433151	26131.5	253.818	1037	0	164.989	5.80983	411	23.5938	13825.5	0	316.463
1	716	greylag	409.476	0.374564	21402.4	255.792	1338	0	231.628	9.36661	411	20.1396	13753.4	0	503.624
1	717	pinkfoot	382.291	0.673537	13539.9	169.5	1251	0	393.109	6.02954	410	43.2902	10894.2	0	387.536
1	717	barnacle	401.421	0.467074	26567.1	229.488	1079	0	180.224	5.10256	410	25.3557	12458.1	0	276.999
1	717	greylag	407.792	0.402591	21995	283.282	1381	0	188.795	9.61813	410	21.609	15205.1	0	516.253
1	718	pinkfoot	381.607	0.67779	14437.2	161.241	1291	0	351.397	5.85943	410	43.5372	10357.1	0	376.375
1	718	barnacle	400.386	0.531218	26916.6	255.741	1119	0	74.4884	5.70044	410	28.7447	13838.4	0	308.456
1	718	greylag	408.797	0.379944	22094.5	284.796	1421	0	98.2497	9.81874	410	20.358	15259.8	0	526.105
1	719	pinkfoot	382.591	0.700409	17336	186.856	1304	0	316.976	6.09619	410	44.9791	11999.6	0	391.487
1	719	barnacle	394.422	0.559255	24184.6	245.286	1132	0	172.628	4.95779	410	30.1531	13225	0	267.307
1	719	greylag	407.895	0.396976	21903.9	300.852	1434	0	103.278	9.69088	410	21.2261	16086.5	0	518.168
1	720	pinkfoot	386.279	0.657712	17319.5	163.126	1326	0	278.927	6.14485	410	42.1654	10457.9	0	393.942
1	720	barnacle	392.801	0.59705	31754.8	266.606	1154	0	173.561	4.65885	410	32.1189	14342.3	0	250.627
1	720	greylag	408.361	0.389276	22131.3	292.153	1456	0	88.5388	9.40136	410	20.7634	15583	0	501.455
1	721	pinkfoot	380.781	0.733537	14683.9	160.647	1364	0	278.051	5.95793	410	46.9922	10291.4	0	381.68
1	721	barnacle	384.781	0.688698	21518	256.573	1191	0	166.674	5.10405	410	36.953	13766.8	0	273.864
1	721	greylag	406.166	0.487463	22888.6	290.334	1493	0	87.7268	9.25355	410	25.964	15464.2	0	492.877
1	722	pinkfoot	381.735	0.683507	19804	201.629	1315	0	314.866	5.9754	410	43.7124	12894.8	0	382.145
1	722	barnacle	395.17	0.54325	13026.3	143.588	1142	0	200.183	4.78581	410	29.1032	7692.36	0	256.387
1	722	greylag	407.919	0.397812	21403.7	286.965	1444	0	112.142	9.46908	410	21.1477	15255.1	0	503.377
1	723	pinkfoot	381.844	0.695326	16746.5	185.13	1297	0	338.419	5.96251	411	44.452	11835.3	0	381.181
1	723	barnacle	400.509	0.511125	31427.4	260.221	1124	0	94.9395	5.53165	411	27.3297	13913.9	0	295.775
1	723	greylag	407.77	0.422638	20687.2	263.736	1426	0	155.526	8.86834	411	22.4436	14005.3	0	470.941
1	724	pinkfoot	382.758	0.707165	15757.6	188.829	1229	0.000812299	437.294	5.7082	412	45.159	12058.4	0.0518728	364.521
1	724	barnacle	397.481	0.58384	27285.1	249.819	1057	0	284.739	4.3802	412	31.0919	13303.9	0	233.264
1	724	greylag	409.973	0.419348	20810.6	243.624	1359	0	265.292	9.02019	412	22.2452	12923.6	0	478.495
1	725	pinkfoot	382.171	0.70636	15318	182.867	1210	0	457.96	5.71152	412	45.0854	11672	0	364.554
1	725	barnacle	397.559	0.517224	29180.9	266.367	1038	0	209.577	5.78198	412	27.5006	14162.6	0	307.425
1	725	greylag	410.514	0.401456	21431.7	266.065	1340	0	265.849	9.32418	412	21.2696	14096.4	0	494.006
1	726	pinkfoot	381.117	0.763039	13509.3	173.176	1284	0	398.977	5.59009	413	48.6793	11048	0	356.628
1	726	barnacle	400.947	0.534239	34298.2	266.281	1111	0	194.661	4.73793	413	28.3096	14110.4	0	251.066
1	726	greylag	411.039	0.412877	21063	272.108	1413	0	188.86	9.47214	413	21.8396	14393.4	0	501.039
1	727	pinkfoot	387.597	0.715885	18398	181.645	1271	0	359.471	6.01221	414	45.6429	11581.2	0	383.322
1	727	barnacle	401.28	0.543582	30348.5	273.774	1098	0	210.177	4.66096	414	28.7174	14463.5	0	246.238
1	727	greylag	411.233	0.429437	20931.8	265.865	1400	0	219.032	9.18927	414	22.6871	14045.6	0	485.468
1	728	pinkfoot	386.276	0.688435	11819.1	96.0008	1167	0.000739644	505.463	5.51351	415	43.8226	6110.96	0.0470823	350.965
1	728	barnacle	411.485	0.442899	26736	295.518	995	0	192.136	5.26078	415	23.3732	15595.4	0	277.627
1	728	greylag	412.24	0.413002	20062	238.478	1297	0	328.168	9.04951	415	21.7915	12583	0	477.485
1	729	pinkfoot	386.167	0.743354	18310.2	165.236	1173	0	491.172	5.6063	417	47.2775	10509.1	0	356.563
1	729	barnacle	404.064	0.557919	20035.8	243.642	1000	0	313.944	4.79662	417	29.4114	12843.9	0	252.859
1	729	greylag	413.971	0.421228	20433.3	248.892	1302	0	323.859	8.95954	417	22.2175	13127.7	0	472.568
1	730	pinkfoot	386.466	0.758788	14888.1	172.17	1138	0.000925118	535.323	5.52897	419	48.2174	10940.6	0.0587869	351.34
1	730	barnacle	410.663	0.540504	20073.2	199.979	965	0	314.527	4.89182	419	28.442	10523.1	0	257.414
1	730	greylag	415.374	0.419698	19288.4	229.569	1267	0	364.557	8.85598	419	22.113	12095.5	0	466.602
1	731	pinkfoot	389.785	0.7196	18543.4	182.05	1194	0.000783613	458.447	5.64805	420	45.6875	11558.4	0.0497517	358.596
1	731	barnacle	405.691	0.586998	21835.2	236.928	1021	0	305.24	4.69273	420	30.8551	12454	0	246.67
1	731	greylag	415.345	0.467725	19613.8	235.676	1324	0	322.893	8.65029	420	24.6212	12406.1	0	455.354
1	732	pinkfoot	388.041	0.808001	17537	186.011	1217	0.00102082	451.066	5.58739	422	51.3001	11809.9	0.0648118	354.744
1	732	barnacle	406.742	0.655536	23926.7	249.003	1044	0	273.208	4.62355	422	34.4391	13081.5	0	242.902
1	732	greylag	418.82	0.417703	20541.7	258.638	1347	0	270.697	9.07531	422	21.9562	13595.1	0	477.037
1	733	pinkfoot	385.434	0.79504	13411.5	176.896	1159	0.000786732	563.743	5.07555	424	50.3769	11208.8	0.0498505	321.607
1	733	barnacle	406.057	0.654063	23789.1	238.835	986	0	380.494	4.24054	424	34.3554	12545.1	0	222.739
1	733	greylag	421.207	0.392044	20355.7	252.445	1289	0	358.369	8.95963	424	20.5702	13245.5	0	470.103
