543	7	0
543	7	0
544	8	0
545	6	1
545	8	0
546	9	0
546	9	0
546	8	0
546	8	0
546	9	0
547	10	0
547	10	0
547	10	0
547	10	0
547	10	0
547	10	0
547	10	0
547	10	0
547	10	0
547	10	0
548	8	0
548	9	1
548	10	0
548	10	0
549	9	0
549	10	0
549	10	0
549	11	0
550	10	0
550	12	0
550	12	0
550	12	0
550	12	0
550	12	0
550	12	0
550	12	0
550	12	0
551	10	0
551	12	0
551	12	0
551	11	0
551	10	0
552	13	0
552	13	0
552	13	0
552	10	0
552	8	1
552	7	0
552	13	0
552	13	0
552	13	0
552	13	0
552	9	0
552	13	0
552	13	0
552	12	0
552	13	0
552	12	0
552	13	0
552	13	0
552	12	0
552	13	0
552	13	0
552	13	0
553	12	0
553	14	0
553	8	1
553	12	0
553	14	0
553	10	1
553	14	0
553	9	0
553	14	0
553	12	0
553	14	0
553	14	0
553	14	0
553	12	0
553	14	0
553	14	0
553	14	0
554	14	0
554	14	0
554	10	1
554	14	0
554	12	1
554	14	0
554	13	1
555	15	0
555	15	0
555	15	0
555	15	0
555	15	0
555	15	0
555	15	0
555	15	0
555	15	0
555	15	0
555	12	0
555	11	1
555	15	0
555	15	0
555	15	0
555	7	1
555	15	0
555	15	0
555	15	0
555	15	0
555	15	0
555	13	0
556	16	0
556	10	0
556	16	0
556	16	0
556	16	0
556	16	0
556	16	0
556	13	1
556	9	1
556	16	0
556	14	0
556	16	0
556	14	0
556	16	0
556	16	0
556	15	0
556	12	0
556	16	0
556	16	0
556	16	0
556	16	0
556	16	0
556	10	1
556	16	0
556	16	0
557	15	0
557	16	0
557	13	1
557	15	0
557	15	0
557	14	1
558	13	1
558	17	0
558	17	0
558	17	0
558	17	0
558	13	0
558	17	0
558	17	0
558	17	0
558	17	0
558	17	0
558	16	0
558	14	0
558	17	0
558	17	0
558	13	1
558	16	0
558	17	0
558	17	0
558	17	0
558	11	1
558	17	0
558	17	0
558	17	0
558	17	0
558	17	0
558	17	0
559	18	0
559	18	0
559	18	0
559	14	0
559	18	0
559	18	0
559	18	0
559	18	0
559	17	0
559	17	0
559	17	0
559	18	0
559	18	0
559	18	0
559	18	0
559	18	0
559	18	0
559	16	1
559	17	0
559	18	0
559	17	0
559	18	0
559	18	0
559	15	1
559	18	0
559	18	0
559	15	1
559	18	0
559	17	0
559	18	0
559	18	0
559	17	0
560	18	0
560	11	0
560	17	0
560	18	0
560	16	0
560	12	0
560	14	0
560	16	0
560	11	1
560	18	0
561	17	0
561	19	0
561	18	0
561	19	0
561	19	0
561	19	0
561	13	1
561	19	0
561	19	0
561	19	0
561	17	0
561	12	0
561	17	0
561	19	0
561	17	0
561	19	0
561	19	0
561	19	0
561	19	0
561	19	0
561	19	0
561	19	0
561	15	0
562	19	0
562	18	0
562	20	0
562	20	0
562	20	0
562	20	0
562	20	0
562	19	0
562	18	0
562	13	0
562	17	0
562	18	0
562	19	0
562	20	0
562	12	0
562	14	0
563	15	0
563	16	0
563	18	0
563	19	0
563	15	1
563	17	0
563	14	1
563	17	0
563	16	0
563	20	0
563	20	0
563	19	0
563	18	0
564	19	0
564	18	0
564	21	0
564	13	0
564	14	1
564	21	0
564	21	0
564	21	0
564	16	1
564	21	0
564	16	0
565	19	0
565	18	0
565	19	0
565	20	0
565	16	1
565	15	0
565	17	0
566	20	0
566	17	1
566	15	0
566	20	0
566	16	0
566	20	0
566	18	0
567	16	0
567	17	0
567	16	0
567	17	0
567	16	0
567	16	1
567	15	0
568	21	0
568	16	0
569	17	0
570	18	0
570	21	0
570	17	0
571	18	0
571	18	0
571	19	0
574	21	0
