season	day	day_in_year	species	n_forage_locs	n_forage_locs_se	n	n_forage_locs_sd
1	743	13	pinkfoot	1.08859	0.00476589	5362	0.348986
1	743	13	barnacle	1.1821	0.00707941	3174	0.398842
1	743	13	greylag	1.20765	0.00720645	3217	0.40874
1	744	14	pinkfoot	1.06178	0.00430029	5455	0.317611
1	744	14	barnacle	1.08769	0.00532342	3159	0.299203
1	744	14	greylag	1.20841	0.00721061	3210	0.40853
1	745	15	pinkfoot	1.06055	0.00417966	5533	0.3109
1	745	15	barnacle	1.07482	0.00678535	3288	0.389079
1	745	15	greylag	1.19456	0.00738987	3233	0.420184
1	746	16	pinkfoot	1.08163	0.00459522	5623	0.344581
1	746	16	barnacle	1.12976	0.00773708	3414	0.452074
1	746	16	greylag	1.20031	0.00776966	3255	0.443279
1	747	17	pinkfoot	1.07877	0.00462757	5700	0.349374
1	747	17	barnacle	1.13793	0.00777611	3538	0.462532
1	747	17	greylag	1.22039	0.00783655	3276	0.448535
1	748	18	pinkfoot	1.07177	0.00429712	5782	0.32675
1	748	18	barnacle	1.0366	0.00573754	3661	0.347157
1	748	18	greylag	1.21062	0.0076779	3295	0.440727
1	749	19	pinkfoot	1.0825	0.00443266	5879	0.339873
1	749	19	barnacle	1.1163	0.00718302	3792	0.442325
1	749	19	greylag	1.23084	0.00796425	3314	0.458481
1	750	20	pinkfoot	1.07885	0.00430012	5961	0.332002
1	750	20	barnacle	1.13845	0.00763236	3922	0.477983
1	750	20	greylag	1.23861	0.00812282	3336	0.469159
1	751	21	pinkfoot	1.07452	0.0042301	6039	0.328725
1	751	21	barnacle	1.178	0.00799591	4045	0.508543
1	751	21	greylag	1.19786	0.00758334	3361	0.439637
1	752	22	pinkfoot	1.04806	0.00376802	6138	0.295207
1	752	22	barnacle	1.16871	0.00800496	4167	0.516738
1	752	22	greylag	1.18512	0.00737002	3387	0.42892
1	753	23	pinkfoot	1.05654	0.00379569	6208	0.299065
1	753	23	barnacle	1.14209	0.00726806	4293	0.47621
1	753	23	greylag	1.22682	0.00800302	3408	0.467201
1	754	24	pinkfoot	1.07001	0.00405442	6299	0.321784
1	754	24	barnacle	1.31878	0.00932342	4420	0.61985
1	754	24	greylag	1.23435	0.00806026	3435	0.472403
1	755	25	pinkfoot	1.04068	0.00344713	6392	0.275598
1	755	25	barnacle	1.19631	0.00765927	4549	0.516589
1	755	25	greylag	1.19049	0.00747144	3449	0.438784
1	756	26	pinkfoot	1.02622	0.00310653	6483	0.250129
1	756	26	barnacle	1.23196	0.00825105	4669	0.563795
1	756	26	greylag	1.1672	0.00710333	3469	0.418374
1	757	27	pinkfoot	1.01081	0.00261064	6571	0.211623
1	757	27	barnacle	1.16931	0.00745041	4796	0.515965
1	757	27	greylag	1.1039	0.00594158	3484	0.350705
1	758	28	pinkfoot	0.9988	0.00225466	6668	0.184111
1	758	28	barnacle	1.11464	0.00635052	4911	0.445035
1	758	28	greylag	1.0578	0.0047248	3512	0.280002
1	759	29	pinkfoot	0.995421	0.0021552	6770	0.17733
1	759	29	barnacle	1.12555	0.00637803	5034	0.452526
1	759	29	greylag	1.05626	0.00467892	3537	0.278268
1	760	30	pinkfoot	0.991698	0.00194616	6866	0.161262
1	760	30	barnacle	1.08929	0.00535353	5163	0.384673
1	760	30	greylag	1.04745	0.00441265	3562	0.263358
1	761	31	pinkfoot	0.990254	0.00198272	6977	0.165614
1	761	31	barnacle	1.11325	0.00610721	5289	0.44415
1	761	31	greylag	1.05015	0.004519	3589	0.270725
1	762	32	pinkfoot	1.0058	0.00242786	7072	0.204172
1	762	32	barnacle	1.14225	0.00621729	5420	0.457721
1	762	32	greylag	1.08668	0.00544067	3611	0.326939
1	763	33	pinkfoot	1.00489	0.00233166	7162	0.197325
1	763	33	barnacle	1.11931	0.0055703	5540	0.414604
1	763	33	greylag	1.09739	0.00564894	3635	0.34058
1	764	34	pinkfoot	1.00385	0.00231906	7266	0.197678
1	764	34	barnacle	1.1759	0.00666678	5668	0.501916
1	764	34	greylag	1.08646	0.00547735	3655	0.331142
1	765	35	pinkfoot	0.990757	0.00180015	7357	0.154404
1	765	35	barnacle	1.10303	0.00545202	5785	0.414677
1	765	35	greylag	1.04379	0.00416033	3677	0.252275
1	766	36	pinkfoot	0.994901	0.00192498	7453	0.166185
1	766	36	barnacle	1.10503	0.00513004	5903	0.394146
1	766	36	greylag	1.05351	0.00435357	3700	0.264817
1	767	37	pinkfoot	1.0057	0.00222092	7545	0.192914
1	767	37	barnacle	1.1547	0.0059245	6018	0.459598
1	767	37	greylag	1.06926	0.00493713	3725	0.301326
1	768	38	pinkfoot	1.00888	0.00239968	7655	0.209955
1	768	38	barnacle	1.16195	0.00603331	6144	0.472913
1	768	38	greylag	1.07329	0.0050354	3752	0.308436
1	769	39	pinkfoot	1.01626	0.00249601	7748	0.219705
1	769	39	barnacle	1.17252	0.00650768	6266	0.515135
1	769	39	greylag	1.07808	0.0051056	3778	0.313818
1	770	40	pinkfoot	1.02016	0.00253524	7838	0.224451
1	770	40	barnacle	1.12897	0.00545333	6389	0.435891
1	770	40	greylag	1.10266	0.00564611	3799	0.348004
1	771	41	pinkfoot	1.03353	0.00282156	7934	0.251325
1	771	41	barnacle	1.20624	0.00646083	6502	0.520969
1	771	41	greylag	1.09882	0.00563619	3825	0.348579
1	772	42	pinkfoot	1.0147	0.00239764	8026	0.2148
1	772	42	barnacle	1.15623	0.00567871	6612	0.46176
1	772	42	greylag	1.07017	0.00474329	3848	0.294237
1	773	43	pinkfoot	1.01986	0.00242327	8106	0.218175
1	773	43	barnacle	1.1364	0.00546147	6730	0.44804
1	773	43	greylag	1.09778	0.0055338	3876	0.344521
1	774	44	pinkfoot	1.01341	0.00228957	8201	0.207342
1	774	44	barnacle	1.14528	0.00541732	6849	0.448331
1	774	44	greylag	1.06583	0.00459758	3904	0.287266
1	775	45	pinkfoot	1.00265	0.00195313	8287	0.177799
1	775	45	barnacle	1.11567	0.00488115	6951	0.406955
1	775	45	greylag	1.05188	0.00426694	3932	0.267561
1	776	46	pinkfoot	1.0006	0.00193211	8394	0.177018
1	776	46	barnacle	1.11621	0.00501184	7065	0.421263
1	776	46	greylag	1.05229	0.00418297	3959	0.263195
1	777	47	pinkfoot	0.999882	0.00182993	8484	0.168552
1	777	47	barnacle	1.0985	0.00462373	7178	0.391736
1	777	47	greylag	1.06092	0.00458344	3989	0.289483
1	778	48	pinkfoot	0.998718	0.00180876	8583	0.167572
1	778	48	barnacle	1.10272	0.00441019	7292	0.3766
1	778	48	greylag	1.05383	0.00437647	4013	0.277242
1	779	49	pinkfoot	0.991592	0.00161421	8682	0.150408
1	779	49	barnacle	1.07094	0.00384043	7401	0.330388
1	779	49	greylag	1.04781	0.00408412	4037	0.259494
1	780	50	pinkfoot	0.998974	0.00179211	8770	0.167828
1	780	50	barnacle	1.09027	0.00412324	7533	0.357867
1	780	50	greylag	1.04629	0.0041305	4061	0.26322
1	781	51	pinkfoot	1.02777	0.00245555	8859	0.231121
1	781	51	barnacle	1.12435	0.00462498	7656	0.404679
1	781	51	greylag	1.07466	0.00482397	4085	0.308319
1	782	52	pinkfoot	1.01718	0.00226821	8964	0.214751
1	782	52	barnacle	1.12867	0.0047546	7772	0.419161
1	782	52	greylag	1.10492	0.00553982	4108	0.355067
1	783	53	pinkfoot	1.01468	0.00218812	9061	0.208285
1	783	53	barnacle	1.16713	0.00554476	7886	0.492392
1	783	53	greylag	1.1227	0.00585011	4124	0.375685
1	784	54	pinkfoot	1.04133	0.00269255	9146	0.257501
1	784	54	barnacle	1.1363	0.0047473	7990	0.424346
1	784	54	greylag	1.08832	0.00499102	4144	0.321292
1	785	55	pinkfoot	1.01495	0.00211724	9231	0.203421
1	785	55	barnacle	1.1269	0.00456796	8085	0.410735
1	785	55	greylag	1.09113	0.00515159	4170	0.332667
1	786	56	pinkfoot	1.00557	0.00190371	9334	0.183922
1	786	56	barnacle	1.09278	0.00381719	8191	0.345472
1	786	56	greylag	1.07821	0.00485196	4181	0.313731
1	787	57	pinkfoot	1.01273	0.00204802	9424	0.198816
1	787	57	barnacle	1.07974	0.0036324	8315	0.331226
1	787	57	greylag	1.09891	0.00549921	4206	0.356644
1	788	58	pinkfoot	1.01983	0.00223877	9531	0.218564
1	788	58	barnacle	1.07324	0.00361607	8424	0.331891
1	788	58	greylag	1.12441	0.00614366	4228	0.399479
1	789	59	pinkfoot	1.01394	0.0020699	9616	0.202976
1	789	59	barnacle	1.04635	0.00300165	8544	0.277454
1	789	59	greylag	1.08178	0.00508075	4243	0.330952
1	790	60	pinkfoot	1.10946	0.00336813	9620	0.330351
1	790	60	barnacle	1.0728	0.00347132	8667	0.323169
1	790	60	greylag	1.28297	0.00807541	4269	0.527628
1	791	61	pinkfoot	1.01904	0.00166293	9613	0.163043
1	791	61	barnacle	1.05696	0.00316846	8795	0.297144
1	791	61	greylag	1.30428	0.00818989	4279	0.535734
1	792	62	pinkfoot	1.02113	0.00169399	9605	0.166019
1	792	62	barnacle	1.04608	0.00290646	8920	0.274503
1	792	62	greylag	1.27641	0.00795127	4298	0.521278
1	793	63	pinkfoot	1.01614	0.00151107	9602	0.14807
1	793	63	barnacle	1.04099	0.00277755	9050	0.264233
1	793	63	greylag	1.23405	0.00743402	4311	0.488105
1	794	64	pinkfoot	1.01707	0.00159661	9606	0.156484
1	794	64	barnacle	1.0565	0.00321508	9168	0.307843
1	794	64	greylag	1.22404	0.00723666	4334	0.476412
1	795	65	pinkfoot	1.01053	0.0012769	9590	0.125045
1	795	65	barnacle	1.04023	0.00269797	9296	0.260126
1	795	65	greylag	1.22232	0.00713474	4354	0.470784
1	796	66	pinkfoot	1.00812	0.00135416	9611	0.132756
1	796	66	barnacle	1.04713	0.0027989	9420	0.271652
1	796	66	greylag	1.19922	0.00674526	4372	0.446004
1	797	67	pinkfoot	1.01888	0.00154575	9587	0.151349
1	797	67	barnacle	1.05982	0.00299444	9545	0.292552
1	797	67	greylag	1.23314	0.0071804	4388	0.475644
1	798	68	pinkfoot	1.02523	0.00177533	9591	0.173864
1	798	68	barnacle	1.07614	0.00324504	9667	0.319056
1	798	68	greylag	1.26358	0.0075924	4401	0.50368
1	799	69	pinkfoot	1.07138	0.00272765	9583	0.267017
1	799	69	barnacle	1.07263	0.00312747	9790	0.309446
1	799	69	greylag	1.27312	0.00753824	4412	0.500712
1	800	70	pinkfoot	1.0408	0.00218664	9583	0.214056
1	800	70	barnacle	1.08089	0.0032479	9902	0.323194
1	800	70	greylag	1.28064	0.00783051	4422	0.520714
1	801	71	pinkfoot	1.01888	0.00166748	9588	0.163277
1	801	71	barnacle	1.06096	0.00290468	10007	0.29057
1	801	71	greylag	1.21567	0.00679475	4428	0.452145
1	802	72	pinkfoot	1.01743	0.00159732	9579	0.156334
1	802	72	barnacle	1.05738	0.00285154	10126	0.286945
1	802	72	greylag	1.21875	0.00688687	4448	0.459308
1	803	73	pinkfoot	1.02957	0.00189418	9571	0.18531
1	803	73	barnacle	1.07212	0.00308853	10233	0.312431
1	803	73	greylag	1.25095	0.00722761	4451	0.482196
1	804	74	pinkfoot	1.01484	0.00146289	9568	0.143094
1	804	74	barnacle	1.05314	0.0027408	10332	0.278593
1	804	74	greylag	1.1913	0.00641417	4459	0.428311
1	805	75	pinkfoot	1.00994	0.00124744	9555	0.121937
1	805	75	barnacle	1.04574	0.00263863	10429	0.269463
1	805	75	greylag	1.167	0.00612424	4473	0.409592
1	806	76	pinkfoot	1.0001	0.00081727	9557	0.0798963
1	806	76	barnacle	1.03807	0.00190104	10401	0.193878
1	806	76	greylag	1.17419	0.00592604	4455	0.395538
1	807	77	pinkfoot	1.00775	0.00108604	9544	0.106099
1	807	77	barnacle	1.04977	0.00215108	10388	0.219241
1	807	77	greylag	1.18429	0.00633324	4010	0.401049
1	808	78	pinkfoot	1.01979	0.00161994	9549	0.158299
1	808	78	barnacle	1.05489	0.00225358	10367	0.229456
1	808	78	greylag	1.20854	0.00703715	3582	0.421172
1	809	79	pinkfoot	1.01708	0.00147738	9190	0.141628
1	809	79	barnacle	1.06127	0.0024493	10331	0.24895
1	809	79	greylag	1.23096	0.00782663	3178	0.441217
1	810	80	pinkfoot	1.01103	0.00133644	8883	0.125959
1	810	80	barnacle	1.04948	0.00215572	10288	0.218654
1	810	80	greylag	1.19486	0.00794621	2761	0.417535
1	811	81	pinkfoot	1.01103	0.00136266	8526	0.125823
1	811	81	barnacle	1.06379	0.0024526	10253	0.248343
1	811	81	greylag	1.18159	0.00825457	2368	0.401685
1	812	82	pinkfoot	1.01134	0.00150297	8202	0.136116
1	812	82	barnacle	1.04355	0.0020288	10217	0.205069
1	812	82	greylag	1.19919	0.00912371	1978	0.405774
1	813	83	pinkfoot	1.00115	0.000961614	7851	0.0852046
1	813	83	barnacle	1.03555	0.0018561	10182	0.187291
1	813	83	greylag	1.1219	0.00824667	1575	0.32728
1	814	84	pinkfoot	1.01132	0.00145936	7508	0.126452
1	814	84	barnacle	1.0374	0.0019481	10161	0.196372
1	814	84	greylag	1.12648	0.00965565	1186	0.332525
1	815	85	pinkfoot	0.998316	0.000715524	7124	0.060393
1	815	85	barnacle	1.01834	0.00136101	10144	0.137078
1	815	85	greylag	1.11097	0.0110981	802	0.314294
1	816	86	pinkfoot	0.996758	0.000720904	6786	0.059386
1	816	86	barnacle	1.0234	0.00151528	10127	0.152487
1	816	86	greylag	1.10433	0.0154393	393	0.306072
1	817	87	pinkfoot	0.997662	0.000809285	6417	0.0648287
1	817	87	barnacle	1.0258	0.00158224	10118	0.159155
1	817	87	greylag	-1	-1	0	-1
1	818	88	pinkfoot	1.00478	0.00150001	6069	0.116857
1	818	88	barnacle	1.02206	0.00146744	10110	0.147549
1	818	88	greylag	-1	-1	0	-1
1	819	89	pinkfoot	1.00105	0.00118471	5725	0.0896395
1	819	89	barnacle	1.01792	0.00133489	10100	0.134155
1	819	89	greylag	-1	-1	0	-1
1	820	90	pinkfoot	0.996485	0.000923748	5406	0.067919
1	820	90	barnacle	1.01714	0.00129215	10092	0.129808
1	820	90	greylag	-1	-1	0	-1
1	821	91	pinkfoot	0.997427	0.000948697	5052	0.0674309
1	821	91	barnacle	1.01674	0.00129227	9857	0.1283
1	821	91	greylag	-1	-1	0	-1
1	822	92	pinkfoot	0.996578	0.00108943	4676	0.0744969
1	822	92	barnacle	1.00364	0.000613953	9619	0.0602144
1	822	92	greylag	-1	-1	0	-1
1	823	93	pinkfoot	1.00069	0.00110689	4333	0.0728618
1	823	93	barnacle	1.00426	0.000672213	9389	0.0651353
1	823	93	greylag	-1	-1	0	-1
1	824	94	pinkfoot	0.996495	0.00111848	3994	0.0706858
1	824	94	barnacle	1.01005	0.00104259	9154	0.0997513
1	824	94	greylag	-1	-1	0	-1
1	825	95	pinkfoot	0.999446	0.00103743	3607	0.0623066
1	825	95	barnacle	1.00447	0.00070472	8955	0.0666883
1	825	95	greylag	-1	-1	0	-1
1	826	96	pinkfoot	0.998779	0.001221	3276	0.0698857
1	826	96	barnacle	1.00434	0.000702933	8751	0.0657571
1	826	96	greylag	-1	-1	0	-1
1	827	97	pinkfoot	0.997238	0.00119527	2896	0.064323
1	827	97	barnacle	1.00911	0.00102674	8563	0.0950107
1	827	97	greylag	-1	-1	0	-1
1	828	98	pinkfoot	0.99761	0.00137957	2510	0.0691163
1	828	98	barnacle	1.00276	0.000575728	8319	0.0525114
1	828	98	greylag	-1	-1	0	-1
1	829	99	pinkfoot	0.998626	0.00137363	2184	0.0641941
1	829	99	barnacle	1.00481	0.000767853	8114	0.0691664
1	829	99	greylag	-1	-1	0	-1
1	830	100	pinkfoot	1.00221	0.00174393	1813	0.0742556
1	830	100	barnacle	1.00535	0.000823413	7850	0.0729546
1	830	100	greylag	-1	-1	0	-1
1	831	101	pinkfoot	1.00207	0.00182952	1446	0.06957
1	831	101	barnacle	1.00421	0.000741926	7609	0.0647179
1	831	101	greylag	-1	-1	0	-1
1	832	102	pinkfoot	1	0.00259608	1090	0.0857099
1	832	102	barnacle	1.0042	0.000753006	7379	0.0646841
1	832	102	greylag	-1	-1	0	-1
1	833	103	pinkfoot	1.00704	0.00422005	710	0.112447
1	833	103	barnacle	1.00266	0.000608953	7149	0.0514881
1	833	103	greylag	-1	-1	0	-1
1	834	104	pinkfoot	1.01111	0.00678833	360	0.128799
1	834	104	barnacle	1.00348	0.000708915	6899	0.0588826
1	834	104	greylag	-1	-1	0	-1
1	835	105	pinkfoot	1	-1	1	-1
1	835	105	barnacle	1.0012	0.000424211	6664	0.0346297
1	835	105	greylag	-1	-1	0	-1
1	836	106	pinkfoot	1	-1	1	-1
1	836	106	barnacle	1.00202	0.000560651	6425	0.0449396
1	836	106	greylag	-1	-1	0	-1
1	837	107	pinkfoot	1	-1	1	-1
1	837	107	barnacle	1.00177	0.000533047	6217	0.0420297
1	837	107	greylag	-1	-1	0	-1
1	838	108	pinkfoot	1	-1	1	-1
1	838	108	barnacle	1.001	0.000406993	6016	0.0315676
1	838	108	greylag	-1	-1	0	-1
1	839	109	pinkfoot	1	-1	1	-1
1	839	109	barnacle	1.00294	0.000711614	5786	0.0541295
1	839	109	greylag	-1	-1	0	-1
1	840	110	pinkfoot	1	-1	1	-1
1	840	110	barnacle	1.00233	0.00064685	5568	0.0482674
1	840	110	greylag	-1	-1	0	-1
1	841	111	pinkfoot	1	-1	1	-1
1	841	111	barnacle	1.00317	0.000767515	5364	0.0562123
1	841	111	greylag	-1	-1	0	-1
1	842	112	pinkfoot	1	-1	1	-1
1	842	112	barnacle	1.00292	0.000753203	5135	0.0539737
1	842	112	greylag	-1	-1	0	-1
1	843	113	pinkfoot	1	-1	1	-1
1	843	113	barnacle	1.00306	0.000789114	4901	0.0552436
1	843	113	greylag	-1	-1	0	-1
1	844	114	pinkfoot	1	-1	1	-1
1	844	114	barnacle	1.00277	0.000767626	4691	0.0525754
1	844	114	greylag	-1	-1	0	-1
1	845	115	pinkfoot	1	-1	1	-1
1	845	115	barnacle	1.00246	0.000739656	4479	0.0495017
1	845	115	greylag	-1	-1	0	-1
1	846	116	pinkfoot	1	-1	1	-1
1	846	116	barnacle	1.00235	0.000743801	4247	0.0484728
1	846	116	greylag	-1	-1	0	-1
1	847	117	pinkfoot	1	-1	1	-1
1	847	117	barnacle	1.00223	0.000742757	4035	0.0471811
1	847	117	greylag	-1	-1	0	-1
1	848	118	pinkfoot	1	-1	1	-1
1	848	118	barnacle	1.0039	0.00100544	3845	0.0623455
1	848	118	greylag	-1	-1	0	-1
1	849	119	pinkfoot	1	-1	1	-1
1	849	119	barnacle	1.0011	0.000549224	3640	0.033136
1	849	119	greylag	-1	-1	0	-1
1	850	120	pinkfoot	1	-1	1	-1
1	850	120	barnacle	1.00118	0.000587803	3401	0.0342795
1	850	120	greylag	-1	-1	0	-1
1	851	121	pinkfoot	1	-1	1	-1
1	851	121	barnacle	1.00157	0.000703387	3177	0.0396463
1	851	121	greylag	-1	-1	0	-1
1	852	122	pinkfoot	1	-1	1	-1
1	852	122	barnacle	1.00068	0.000481434	2937	0.0260909
1	852	122	greylag	-1	-1	0	-1
1	853	123	pinkfoot	1	-1	1	-1
1	853	123	barnacle	1	0	2710	0
1	853	123	greylag	-1	-1	0	-1
1	854	124	pinkfoot	1	-1	1	-1
1	854	124	barnacle	1.0012	0.000695323	2490	0.0346966
1	854	124	greylag	-1	-1	0	-1
1	855	125	pinkfoot	1	-1	1	-1
1	855	125	barnacle	1.00045	0.000445038	2247	0.0210959
1	855	125	greylag	-1	-1	0	-1
