746 
HunterID	HunterType	HuntingDays	WeekdayHunterChance	GooseLookChance	Efficiency	HomeX	HomeY	NoFarmrefs	FarmRef1	FarmRef2	FarmRef3	FarmRef4	FarmRef5	FarmRef6	FarmRef7	FarmRef8	FarmRef9	FarmRef10
253	0	19	1	1	0.5	83823	111477	1	37	NA	NA	NA	NA	NA	NA	NA	NA	NA
254	0	7	1	0.429	0.5	96000	102871	5	287	62	529	286	357	NA	NA	NA	NA	NA
255	0	17	1	1	0.5	101038	96069	2	200	348	NA	NA	NA	NA	NA	NA	NA	NA
256	0	8	0	0.429	0.5	109904	-63411	1	514	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	0	6	0	0.429	0.5	99963	-49142	2	127	195	NA	NA	NA	NA	NA	NA	NA	NA
258	0	21	0	1	0.5	47915	109409	2	327	504	NA	NA	NA	NA	NA	NA	NA	NA
259	0	20	1	0.429	0.5	100308	-48727	2	236	411	NA	NA	NA	NA	NA	NA	NA	NA
260	0	10	1	1	0.5	100351	-49027	1	259	NA	NA	NA	NA	NA	NA	NA	NA	NA
261	0	5	0	0	0.5	49005	108005	1	183	NA	NA	NA	NA	NA	NA	NA	NA	NA
262	0	8	1	0.429	0.5	109475	-63766	1	351	NA	NA	NA	NA	NA	NA	NA	NA	NA
263	0	12	1	0.429	0.5	92066	100800	1	415	NA	NA	NA	NA	NA	NA	NA	NA	NA
264	0	12	0	0.143	0.5	7810	113009	3	379	255	61	NA	NA	NA	NA	NA	NA	NA
265	0	13	1	0.071	0.5	109024	-63993	1	158	NA	NA	NA	NA	NA	NA	NA	NA	NA
266	0	12	1	0	0.5	14608	117495	2	35	417	NA	NA	NA	NA	NA	NA	NA	NA
267	0	21	0	0.429	0.5	89531	107061	5	91	175	7	364	241	NA	NA	NA	NA	NA
268	0	2	1	0	0.5	77700	96275	3	34	333	313	NA	NA	NA	NA	NA	NA	NA
269	0	1	0	0.143	0.5	78340	110537	2	484	105	NA	NA	NA	NA	NA	NA	NA	NA
270	0	20	1	0	0.5	10906	110664	3	25	21	344	NA	NA	NA	NA	NA	NA	NA
271	0	5	0	0.429	0.5	96015	102777	4	403	6	506	373	NA	NA	NA	NA	NA	NA
272	0	7	0	0.071	0.5	100382	-49225	5	34	397	200	122	234	NA	NA	NA	NA	NA
273	0	8	0	0.429	0.5	96573	102121	2	241	25	NA	NA	NA	NA	NA	NA	NA	NA
274	0	1	0	0	0.5	100185	-49035	2	391	135	NA	NA	NA	NA	NA	NA	NA	NA
275	0	5	0	0	0.5	30079	158034	3	477	197	322	NA	NA	NA	NA	NA	NA	NA
276	0	6	1	0	0.5	50194	134883	1	165	NA	NA	NA	NA	NA	NA	NA	NA	NA
277	0	21	0	0.429	0.5	55358	136678	1	417	NA	NA	NA	NA	NA	NA	NA	NA	NA
278	0	15	1	0.071	0.5	69768	134980	3	501	433	245	NA	NA	NA	NA	NA	NA	NA
279	0	15	1	0.429	0.5	104420	107098	2	292	442	NA	NA	NA	NA	NA	NA	NA	NA
280	0	14	1	1	0.5	68424	158815	2	272	64	NA	NA	NA	NA	NA	NA	NA	NA
281	0	13	1	0.429	0.5	92899	106729	5	48	88	404	93	340	NA	NA	NA	NA	NA
282	0	1	0	0.143	0.5	72362	142912	2	195	234	NA	NA	NA	NA	NA	NA	NA	NA
283	0	6	1	0.429	0.5	40359	133175	1	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
284	0	9	0	0.143	0.5	50178	163401	2	105	313	NA	NA	NA	NA	NA	NA	NA	NA
285	0	1	0	1	0.5	77851	132144	2	414	500	NA	NA	NA	NA	NA	NA	NA	NA
286	0	7	0	0.143	0.5	89543	113795	5	536	464	16	339	514	NA	NA	NA	NA	NA
287	0	6	1	1	0.5	63252	136474	2	260	462	NA	NA	NA	NA	NA	NA	NA	NA
288	0	9	0	0.429	0.5	53858	144182	5	16	316	292	6	238	NA	NA	NA	NA	NA
289	0	20	1	0.429	0.5	90097	111660	2	230	68	NA	NA	NA	NA	NA	NA	NA	NA
290	0	35	1	0	0.5	89794	112463	3	490	317	501	NA	NA	NA	NA	NA	NA	NA
291	0	55	1	0.429	0.5	53752	142837	5	427	286	354	179	196	NA	NA	NA	NA	NA
292	0	7	0	1	0.5	78531	140684	1	44	NA	NA	NA	NA	NA	NA	NA	NA	NA
293	0	5	0	0.429	0.5	118137	89253	2	273	378	NA	NA	NA	NA	NA	NA	NA	NA
294	0	1	0	0.429	0.5	87247	116170	3	68	146	197	NA	NA	NA	NA	NA	NA	NA
295	0	7	1	0	0.5	60001	132359	1	557	NA	NA	NA	NA	NA	NA	NA	NA	NA
296	0	11	1	0.143	0.5	81900	120718	2	74	397	NA	NA	NA	NA	NA	NA	NA	NA
297	0	55	1	0.071	0.5	90608	112436	1	322	NA	NA	NA	NA	NA	NA	NA	NA	NA
298	0	55	1	0.143	0.5	70115	131622	2	439	292	NA	NA	NA	NA	NA	NA	NA	NA
299	0	15	0	0.071	0.5	28864	155471	5	334	437	378	446	397	NA	NA	NA	NA	NA
300	0	17	1	0.429	0.5	47546	126291	4	23	165	240	414	NA	NA	NA	NA	NA	NA
301	0	5	0	1	0.5	84921	113770	2	384	105	NA	NA	NA	NA	NA	NA	NA	NA
302	0	1	0	0.429	0.5	3364	125352	5	477	291	312	158	19	NA	NA	NA	NA	NA
303	0	13	1	0	0.5	59811	154663	2	442	317	NA	NA	NA	NA	NA	NA	NA	NA
304	0	3	1	0.071	0.5	-38950	127561	1	415	NA	NA	NA	NA	NA	NA	NA	NA	NA
305	0	8	1	1	0.5	73369	138607	3	443	100	457	NA	NA	NA	NA	NA	NA	NA
306	0	23	0	0.429	0.5	69502	148575	3	430	260	523	NA	NA	NA	NA	NA	NA	NA
307	0	5	0	0.143	0.5	73972	123294	3	376	306	442	NA	NA	NA	NA	NA	NA	NA
308	0	2	0	0.071	0.5	70158	132040	3	436	175	373	NA	NA	NA	NA	NA	NA	NA
309	0	4	0	0.429	0.5	88230	121634	4	322	186	89	266	NA	NA	NA	NA	NA	NA
310	0	2	0	0.429	0.5	65325	171025	1	369	NA	NA	NA	NA	NA	NA	NA	NA	NA
311	0	21	0	0	0.5	75343	123528	1	222	NA	NA	NA	NA	NA	NA	NA	NA	NA
312	0	25	1	0.071	0.5	75727	135102	3	89	379	417	NA	NA	NA	NA	NA	NA	NA
313	0	9	0	0	0.5	23124	136155	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
314	0	12	0	1	0.5	87809	130381	2	425	46	NA	NA	NA	NA	NA	NA	NA	NA
315	0	15	0	0.071	0.5	67943	145232	1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA
316	0	30	1	0.429	0.5	87702	111635	1	135	NA	NA	NA	NA	NA	NA	NA	NA	NA
317	0	12	0	0.071	0.5	57582	174505	1	217	NA	NA	NA	NA	NA	NA	NA	NA	NA
318	0	12	0	0.429	0.5	-2334	208895	3	194	129	266	NA	NA	NA	NA	NA	NA	NA
319	0	9	0	0.429	0.5	56036	182346	1	238	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	0	9	0	0.071	0.5	-6749	187470	3	166	104	528	NA	NA	NA	NA	NA	NA	NA
321	0	35	1	0.071	0.5	-24340	181385	5	305	394	282	227	88	NA	NA	NA	NA	NA
322	0	23	0	1	0.5	-21722	193454	1	499	NA	NA	NA	NA	NA	NA	NA	NA	NA
323	0	21	1	0.429	0.5	-21447	184362	2	112	179	NA	NA	NA	NA	NA	NA	NA	NA
324	0	55	1	0.071	0.5	103810	181485	2	552	69	NA	NA	NA	NA	NA	NA	NA	NA
325	0	3	0	0.071	0.5	89726	187905	1	105	NA	NA	NA	NA	NA	NA	NA	NA	NA
326	0	15	1	0.429	0.5	38917	190212	2	212	501	NA	NA	NA	NA	NA	NA	NA	NA
327	0	3	0	0.143	0.5	82073	199470	3	124	462	477	NA	NA	NA	NA	NA	NA	NA
328	0	12	1	0.429	0.5	9241	190571	3	255	369	499	NA	NA	NA	NA	NA	NA	NA
329	0	10	1	0.071	0.5	60125	176113	5	255	185	200	538	316	NA	NA	NA	NA	NA
330	0	1	0	0.429	0.5	118993	184419	3	421	540	316	NA	NA	NA	NA	NA	NA	NA
331	0	11	1	0.071	0.5	49766	184143	3	34	333	538	NA	NA	NA	NA	NA	NA	NA
332	0	5	0	0.143	0.5	103266	181017	5	160	177	115	312	274	NA	NA	NA	NA	NA
333	0	30	1	0.429	0.5	38917	190212	3	12	184	281	NA	NA	NA	NA	NA	NA	NA
334	0	3	0	0.429	0.5	237116	158859	2	98	273	NA	NA	NA	NA	NA	NA	NA	NA
335	0	4	0	1	0.5	238641	119775	2	490	462	NA	NA	NA	NA	NA	NA	NA	NA
336	0	21	1	0	0.5	214269	142404	2	428	251	NA	NA	NA	NA	NA	NA	NA	NA
337	0	50	1	0.071	0.5	238856	156817	3	532	320	414	NA	NA	NA	NA	NA	NA	NA
338	0	50	1	0.143	0.5	224356	125285	3	94	428	109	NA	NA	NA	NA	NA	NA	NA
339	0	11	1	0.429	0.5	34098	241941	2	276	86	NA	NA	NA	NA	NA	NA	NA	NA
340	0	1	1	0.429	0.5	47610	243371	3	34	452	37	NA	NA	NA	NA	NA	NA	NA
341	0	3	0	0	0.5	233572	161630	2	244	225	NA	NA	NA	NA	NA	NA	NA	NA
342	0	7	1	1	0.5	222764	244903	2	197	51	NA	NA	NA	NA	NA	NA	NA	NA
343	0	11	1	0.143	0.5	27900	13306	1	251	NA	NA	NA	NA	NA	NA	NA	NA	NA
344	0	17	1	0.429	0.5	19438	4988	1	49	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	0	6	0	1	0.5	6300	14464	1	35	NA	NA	NA	NA	NA	NA	NA	NA	NA
346	0	5	0	1	0.5	25909	7272	1	105	NA	NA	NA	NA	NA	NA	NA	NA	NA
347	0	12	1	1	0.5	24125	8255	2	51	73	NA	NA	NA	NA	NA	NA	NA	NA
348	0	14	0	0.071	0.5	1101	12601	4	390	303	529	339	NA	NA	NA	NA	NA	NA
349	0	7	1	1	0.5	15776	11136	4	80	259	169	235	NA	NA	NA	NA	NA	NA
350	0	13	0	0.429	0.5	28389	11271	3	502	271	211	NA	NA	NA	NA	NA	NA	NA
351	0	4	0	0.071	0.5	31894	18082	1	34	NA	NA	NA	NA	NA	NA	NA	NA	NA
352	0	2	0	0	0.5	22635	6283	2	293	5	NA	NA	NA	NA	NA	NA	NA	NA
353	0	35	1	0.071	0.5	33514	6772	5	452	483	117	523	64	NA	NA	NA	NA	NA
354	0	2	0	0.143	0.5	33294	17541	1	449	NA	NA	NA	NA	NA	NA	NA	NA	NA
355	0	8	1	0.071	0.5	32614	7565	5	213	169	260	238	53	NA	NA	NA	NA	NA
356	0	9	1	1	0.5	34272	12775	2	104	397	NA	NA	NA	NA	NA	NA	NA	NA
357	0	55	1	0	0.5	6143	14116	2	69	211	NA	NA	NA	NA	NA	NA	NA	NA
358	0	13	0	0.429	0.5	23717	2961	1	218	NA	NA	NA	NA	NA	NA	NA	NA	NA
359	0	1	1	0.143	0.5	16132	14277	2	506	74	NA	NA	NA	NA	NA	NA	NA	NA
360	0	14	0	0.429	0.5	31771	7865	1	28	NA	NA	NA	NA	NA	NA	NA	NA	NA
361	0	11	1	0.429	0.5	14200	7477	3	294	101	503	NA	NA	NA	NA	NA	NA	NA
362	0	35	1	1	0.5	23944	2984	2	179	538	NA	NA	NA	NA	NA	NA	NA	NA
363	0	5	0	0.429	0.5	5590	17941	2	391	21	NA	NA	NA	NA	NA	NA	NA	NA
364	0	10	0	1	0.5	34531	11849	3	273	486	484	NA	NA	NA	NA	NA	NA	NA
365	0	50	1	0.143	0.5	24543	2910	2	63	378	NA	NA	NA	NA	NA	NA	NA	NA
366	0	15	1	0	0.5	15451	8918	3	293	182	453	NA	NA	NA	NA	NA	NA	NA
367	0	15	1	0	0.5	32549	11456	2	364	457	NA	NA	NA	NA	NA	NA	NA	NA
368	0	25	1	1	0.5	15014	7781	2	123	23	NA	NA	NA	NA	NA	NA	NA	NA
369	0	4	1	0	0.5	35995	13331	1	296	NA	NA	NA	NA	NA	NA	NA	NA	NA
370	0	15	1	0.071	0.5	31128	11609	5	48	486	240	525	264	NA	NA	NA	NA	NA
371	0	11	1	0.071	0.5	10053	13751	3	45	71	235	NA	NA	NA	NA	NA	NA	NA
372	0	23	0	0.429	0.5	2000	10419	2	166	47	NA	NA	NA	NA	NA	NA	NA	NA
373	0	35	1	0.429	0.5	25253	9070	3	497	154	132	NA	NA	NA	NA	NA	NA	NA
374	0	13	0	1	0.5	11859	9757	1	294	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	0	10	0	1	0.5	17029	13069	1	135	NA	NA	NA	NA	NA	NA	NA	NA	NA
376	0	15	0	0.429	0.5	15354	8390	2	477	294	NA	NA	NA	NA	NA	NA	NA	NA
377	0	3	0	1	0.5	29933	14620	1	393	NA	NA	NA	NA	NA	NA	NA	NA	NA
378	0	8	1	0.429	0.5	6334	14956	2	132	524	NA	NA	NA	NA	NA	NA	NA	NA
379	0	14	1	0.429	0.5	4563	21000	5	115	373	376	540	125	NA	NA	NA	NA	NA
380	0	25	0	0	0.5	3838	12620	2	37	83	NA	NA	NA	NA	NA	NA	NA	NA
381	0	11	1	0.071	0.5	34384	14801	3	273	340	412	NA	NA	NA	NA	NA	NA	NA
382	0	6	1	1	0.5	23166	6541	1	253	NA	NA	NA	NA	NA	NA	NA	NA	NA
383	0	13	1	0.429	0.5	23183	6576	2	354	198	NA	NA	NA	NA	NA	NA	NA	NA
384	0	6	0	0.429	0.5	6408	15725	5	530	376	351	536	506	NA	NA	NA	NA	NA
385	0	6	0	1	0.5	28032	13523	3	449	70	74	NA	NA	NA	NA	NA	NA	NA
386	0	1	0	0.429	0.5	35767	5417	2	442	546	NA	NA	NA	NA	NA	NA	NA	NA
387	0	23	0	0.071	0.5	11889	17044	1	394	NA	NA	NA	NA	NA	NA	NA	NA	NA
388	0	13	1	0.071	0.5	16869	5733	3	317	385	511	NA	NA	NA	NA	NA	NA	NA
389	0	12	0	0.143	0.5	32226	6101	5	5	403	158	440	484	NA	NA	NA	NA	NA
390	0	21	0	1	0.5	34191	11315	2	484	276	NA	NA	NA	NA	NA	NA	NA	NA
391	0	19	1	0.143	0.5	16937	6769	2	489	468	NA	NA	NA	NA	NA	NA	NA	NA
392	0	9	0	1	0.5	2933	21982	5	134	311	514	378	502	NA	NA	NA	NA	NA
393	0	14	0	0.143	0.5	2758	18617	1	229	NA	NA	NA	NA	NA	NA	NA	NA	NA
394	0	8	1	0.143	0.5	30885	21491	3	528	485	471	NA	NA	NA	NA	NA	NA	NA
395	0	15	0	0.071	0.5	6393	15812	1	264	NA	NA	NA	NA	NA	NA	NA	NA	NA
396	0	3	0	0	0.5	13871	12918	2	183	101	NA	NA	NA	NA	NA	NA	NA	NA
397	0	4	0	1	0.5	4238	15164	1	91	NA	NA	NA	NA	NA	NA	NA	NA	NA
398	0	1	0	0.429	0.5	9649	18076	5	271	320	485	338	254	NA	NA	NA	NA	NA
399	0	14	1	0.429	0.5	28027	2900	1	83	NA	NA	NA	NA	NA	NA	NA	NA	NA
400	0	1	0	1	0.5	25899	6021	2	550	415	NA	NA	NA	NA	NA	NA	NA	NA
401	0	13	0	0.071	0.5	25512	8273	1	37	NA	NA	NA	NA	NA	NA	NA	NA	NA
402	0	1	0	0.429	0.5	33550	6816	2	421	109	NA	NA	NA	NA	NA	NA	NA	NA
403	0	20	1	0.071	0.5	11254	17404	2	48	483	NA	NA	NA	NA	NA	NA	NA	NA
404	0	22	0	0.429	0.5	1094	22830	2	117	402	NA	NA	NA	NA	NA	NA	NA	NA
405	0	2	0	0.071	0.5	31456	22149	2	379	364	NA	NA	NA	NA	NA	NA	NA	NA
406	0	2	1	0.429	0.5	2714	14747	2	229	520	NA	NA	NA	NA	NA	NA	NA	NA
407	0	7	1	0.429	0.5	15485	5983	3	361	234	439	NA	NA	NA	NA	NA	NA	NA
408	0	8	1	0.429	0.5	14946	7799	1	225	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	0	7	1	1	0.5	12559	15559	4	367	254	333	512	NA	NA	NA	NA	NA	NA
410	0	7	1	0.429	0.5	6878	14657	1	25	NA	NA	NA	NA	NA	NA	NA	NA	NA
411	0	15	0	0.071	0.5	3329	21783	2	392	66	NA	NA	NA	NA	NA	NA	NA	NA
412	0	8	1	0	0.5	15692	14931	2	436	64	NA	NA	NA	NA	NA	NA	NA	NA
413	0	1	0	1	0.5	16937	12940	5	97	326	407	367	421	NA	NA	NA	NA	NA
414	0	3	1	0.429	0.5	31220	7912	1	417	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	0	25	1	0	0.5	3935	11393	5	244	339	266	247	98	NA	NA	NA	NA	NA
416	0	5	0	0.143	0.5	30048	11674	3	125	425	457	NA	NA	NA	NA	NA	NA	NA
417	0	21	0	0.429	0.5	16300	14822	2	36	307	NA	NA	NA	NA	NA	NA	NA	NA
418	0	6	1	0.071	0.5	9614	19504	1	110	NA	NA	NA	NA	NA	NA	NA	NA	NA
419	0	2	0	0.429	0.5	1980	10584	1	449	NA	NA	NA	NA	NA	NA	NA	NA	NA
420	0	1	0	1	0.5	15251	14724	2	243	241	NA	NA	NA	NA	NA	NA	NA	NA
421	0	21	0	0	0.5	20820	5000	2	132	286	NA	NA	NA	NA	NA	NA	NA	NA
422	0	3	0	0.143	0.5	6420	14205	3	366	45	240	NA	NA	NA	NA	NA	NA	NA
423	0	12	0	1	0.5	23931	5649	1	110	NA	NA	NA	NA	NA	NA	NA	NA	NA
424	0	20	1	0.429	0.5	30314	7843	5	366	485	93	478	293	NA	NA	NA	NA	NA
425	0	1	1	0	0.5	14823	7704	4	432	369	509	385	NA	NA	NA	NA	NA	NA
426	0	17	1	0.071	0.5	136	18486	2	163	167	NA	NA	NA	NA	NA	NA	NA	NA
427	0	55	1	0.429	0.5	31706	8517	1	425	NA	NA	NA	NA	NA	NA	NA	NA	NA
428	0	7	1	0.429	0.5	34884	23178	1	458	NA	NA	NA	NA	NA	NA	NA	NA	NA
429	0	11	1	0.143	0.5	35767	9518	1	36	NA	NA	NA	NA	NA	NA	NA	NA	NA
430	0	13	0	1	0.5	4861	13890	5	119	475	524	247	540	NA	NA	NA	NA	NA
431	0	5	0	0.071	0.5	12028	16809	2	478	307	NA	NA	NA	NA	NA	NA	NA	NA
432	0	15	1	1	0.5	18573	13669	3	432	97	367	NA	NA	NA	NA	NA	NA	NA
433	0	14	1	0.071	0.5	6937	14413	1	89	NA	NA	NA	NA	NA	NA	NA	NA	NA
434	0	15	1	0	0.5	9649	19081	1	125	NA	NA	NA	NA	NA	NA	NA	NA	NA
435	0	21	0	0.143	0.5	20089	6848	2	505	407	NA	NA	NA	NA	NA	NA	NA	NA
436	0	15	1	0.143	0.5	28391	11506	1	404	NA	NA	NA	NA	NA	NA	NA	NA	NA
437	0	11	1	0.143	0.5	27221	12253	5	446	305	530	348	274	NA	NA	NA	NA	NA
438	0	25	1	0.071	0.5	1980	10584	2	473	230	NA	NA	NA	NA	NA	NA	NA	NA
439	0	17	1	0.071	0.5	899	19705	2	500	117	NA	NA	NA	NA	NA	NA	NA	NA
440	0	22	0	0	0.5	9960	13742	2	498	320	NA	NA	NA	NA	NA	NA	NA	NA
441	0	21	0	0.429	0.5	31230	8415	3	254	493	6	NA	NA	NA	NA	NA	NA	NA
442	0	1	0	0.429	0.5	1890	16932	3	357	129	501	NA	NA	NA	NA	NA	NA	NA
443	0	12	1	0.429	0.5	23931	5649	2	289	253	NA	NA	NA	NA	NA	NA	NA	NA
444	0	12	1	0.429	0.5	15359	9415	2	36	448	NA	NA	NA	NA	NA	NA	NA	NA
445	0	4	0	0.143	0.5	25523	7135	2	376	19	NA	NA	NA	NA	NA	NA	NA	NA
446	0	35	1	0.143	0.5	8803	6179	3	320	454	260	NA	NA	NA	NA	NA	NA	NA
447	0	8	1	0.429	0.5	32549	11456	1	340	NA	NA	NA	NA	NA	NA	NA	NA	NA
448	0	13	0	0.071	0.5	26900	11809	1	184	NA	NA	NA	NA	NA	NA	NA	NA	NA
449	0	6	1	0.429	0.5	28644	8553	1	281	NA	NA	NA	NA	NA	NA	NA	NA	NA
450	0	12	1	0	0.5	31046	9940	2	415	238	NA	NA	NA	NA	NA	NA	NA	NA
451	0	6	0	1	0.5	13075	9253	5	170	61	164	194	541	NA	NA	NA	NA	NA
452	0	23	0	0.071	0.5	25510	6729	1	339	NA	NA	NA	NA	NA	NA	NA	NA	NA
453	0	30	1	0.429	0.5	25923	7290	5	293	274	110	137	498	NA	NA	NA	NA	NA
454	0	35	1	0.143	0.5	19124	5005	1	253	NA	NA	NA	NA	NA	NA	NA	NA	NA
455	0	9	0	0.429	0.5	16893	11165	1	16	NA	NA	NA	NA	NA	NA	NA	NA	NA
456	0	12	1	0.071	0.5	26887	11000	3	53	255	536	NA	NA	NA	NA	NA	NA	NA
457	0	13	1	0.429	0.5	31473	7648	2	404	23	NA	NA	NA	NA	NA	NA	NA	NA
458	0	13	1	0.143	0.5	13981	16105	3	458	183	86	NA	NA	NA	NA	NA	NA	NA
459	0	4	0	0.143	0.5	19124	5005	5	503	163	468	342	98	NA	NA	NA	NA	NA
460	0	35	1	0.071	0.5	6243	14243	1	376	NA	NA	NA	NA	NA	NA	NA	NA	NA
461	0	15	1	0.071	0.5	13456	6588	2	499	322	NA	NA	NA	NA	NA	NA	NA	NA
462	0	6	0	0.143	0.5	15444	8162	1	244	NA	NA	NA	NA	NA	NA	NA	NA	NA
463	0	15	1	1	0.5	6446	14625	2	443	93	NA	NA	NA	NA	NA	NA	NA	NA
464	0	11	1	0.429	0.5	15251	14724	1	165	NA	NA	NA	NA	NA	NA	NA	NA	NA
465	0	3	0	0	0.5	31286	11871	2	259	71	NA	NA	NA	NA	NA	NA	NA	NA
466	0	6	1	0.429	0.5	15192	8106	1	340	NA	NA	NA	NA	NA	NA	NA	NA	NA
467	0	1	0	0.429	0.5	23851	2972	5	164	293	483	306	503	NA	NA	NA	NA	NA
468	0	11	1	1	0.5	9731	19168	1	251	NA	NA	NA	NA	NA	NA	NA	NA	NA
469	0	23	0	0	0.5	6079	14261	1	12	NA	NA	NA	NA	NA	NA	NA	NA	NA
470	0	22	0	0.429	0.5	32775	7562	2	21	306	NA	NA	NA	NA	NA	NA	NA	NA
471	0	13	1	1	0.5	32278	11469	2	414	479	NA	NA	NA	NA	NA	NA	NA	NA
472	0	10	0	0.143	0.5	10595	10598	3	210	338	514	NA	NA	NA	NA	NA	NA	NA
473	0	1	0	1	0.5	3266	21377	5	66	383	390	311	177	NA	NA	NA	NA	NA
474	0	13	0	0.143	0.5	5602	17891	2	251	500	NA	NA	NA	NA	NA	NA	NA	NA
475	0	8	1	0.429	0.5	30870	11677	2	212	350	NA	NA	NA	NA	NA	NA	NA	NA
476	0	5	0	1	0.5	16996	10250	2	259	218	NA	NA	NA	NA	NA	NA	NA	NA
477	0	12	0	1	0.5	4024	19827	5	68	541	83	166	253	NA	NA	NA	NA	NA
478	0	20	1	0.071	0.5	34709	4060	2	276	538	NA	NA	NA	NA	NA	NA	NA	NA
479	0	1	0	0.429	0.5	2778	21836	3	123	65	362	NA	NA	NA	NA	NA	NA	NA
480	0	17	1	0.071	0.5	23155	5809	4	383	288	134	462	NA	NA	NA	NA	NA	NA
481	0	11	1	0	0.5	29853	13982	2	493	17	NA	NA	NA	NA	NA	NA	NA	NA
482	0	8	1	1	0.5	3331	21857	4	421	532	540	509	NA	NA	NA	NA	NA	NA
483	0	3	0	1	0.5	15382	15108	1	212	NA	NA	NA	NA	NA	NA	NA	NA	NA
484	0	6	0	0	0.5	32533	8369	1	110	NA	NA	NA	NA	NA	NA	NA	NA	NA
485	0	5	0	0.071	0.5	13433	9649	4	509	379	429	6	NA	NA	NA	NA	NA	NA
486	0	25	1	0.429	0.5	33599	11385	3	264	115	371	NA	NA	NA	NA	NA	NA	NA
487	0	9	0	0.429	0.5	21946	5074	3	391	303	500	NA	NA	NA	NA	NA	NA	NA
488	0	6	1	0.071	0.5	16640	11741	2	317	64	NA	NA	NA	NA	NA	NA	NA	NA
489	0	12	0	0.429	0.5	4269	11803	2	293	69	NA	NA	NA	NA	NA	NA	NA	NA
490	0	15	1	0.143	0.5	30013	22766	4	63	62	200	327	NA	NA	NA	NA	NA	NA
491	0	1	1	0.143	0.5	3693	12954	1	229	NA	NA	NA	NA	NA	NA	NA	NA	NA
492	0	5	0	0.429	0.5	11836	16867	3	25	340	240	NA	NA	NA	NA	NA	NA	NA
493	0	9	0	0.143	0.5	3364	18113	2	293	371	NA	NA	NA	NA	NA	NA	NA	NA
494	0	4	0	0.143	0.5	32366	7218	3	10	516	83	NA	NA	NA	NA	NA	NA	NA
495	0	2	0	0.429	0.5	4013	11347	5	327	386	160	415	45	NA	NA	NA	NA	NA
496	0	1	1	0	0.5	14429	14064	2	485	183	NA	NA	NA	NA	NA	NA	NA	NA
497	0	3	0	0.143	0.5	34142	14000	3	325	264	412	NA	NA	NA	NA	NA	NA	NA
498	0	2	0	0.429	0.5	5462	15351	5	442	514	229	5	137	NA	NA	NA	NA	NA
499	0	9	1	0.429	0.5	33583	14330	5	362	413	139	259	414	NA	NA	NA	NA	NA
500	0	25	0	0.071	0.5	15549	8216	1	282	NA	NA	NA	NA	NA	NA	NA	NA	NA
501	0	8	1	0	0.5	5960	14155	3	392	500	218	NA	NA	NA	NA	NA	NA	NA
502	0	25	0	0.071	0.5	27323	11084	5	27	543	366	537	180	NA	NA	NA	NA	NA
503	0	1	0	0.071	0.5	17494	13152	1	523	NA	NA	NA	NA	NA	NA	NA	NA	NA
504	0	12	0	0.071	0.5	15032	7835	2	194	123	NA	NA	NA	NA	NA	NA	NA	NA
505	0	15	1	0.071	0.5	32704	7231	2	27	511	NA	NA	NA	NA	NA	NA	NA	NA
506	0	1	0	0	0.5	15554	10359	2	537	196	NA	NA	NA	NA	NA	NA	NA	NA
507	0	12	0	0.071	0.5	32313	8676	5	371	23	122	259	62	NA	NA	NA	NA	NA
508	0	7	1	0.143	0.5	14246	7494	2	101	28	NA	NA	NA	NA	NA	NA	NA	NA
509	0	5	0	0.143	0.5	25580	8250	2	186	522	NA	NA	NA	NA	NA	NA	NA	NA
510	0	6	1	1	0.5	30314	7843	1	218	NA	NA	NA	NA	NA	NA	NA	NA	NA
511	0	6	0	0.071	0.5	28373	11048	3	89	396	309	NA	NA	NA	NA	NA	NA	NA
512	0	19	1	0.429	0.5	35006	12951	1	340	NA	NA	NA	NA	NA	NA	NA	NA	NA
513	0	3	1	1	0.5	13416	14826	2	9	105	NA	NA	NA	NA	NA	NA	NA	NA
514	0	25	1	0.429	0.5	13083	14867	4	294	338	506	317	NA	NA	NA	NA	NA	NA
515	0	9	0	0.429	0.5	26785	11920	4	195	93	404	522	NA	NA	NA	NA	NA	NA
516	0	1	0	0.071	0.5	5982	14665	2	333	253	NA	NA	NA	NA	NA	NA	NA	NA
517	0	20	1	0.429	0.5	13280	9717	3	503	391	170	NA	NA	NA	NA	NA	NA	NA
518	0	1	0	0.071	0.5	13871	12918	3	241	222	338	NA	NA	NA	NA	NA	NA	NA
519	0	1	0	0.429	0.5	5064	13859	2	286	69	NA	NA	NA	NA	NA	NA	NA	NA
520	0	7	1	0.429	0.5	30975	7616	3	478	550	127	NA	NA	NA	NA	NA	NA	NA
521	0	20	1	0.143	0.5	177	18200	4	197	16	166	439	NA	NA	NA	NA	NA	NA
522	0	13	1	0.429	0.5	-25971	43664	2	40	402	NA	NA	NA	NA	NA	NA	NA	NA
523	0	30	1	0	0.5	71127	11859	4	7	314	501	177	NA	NA	NA	NA	NA	NA
