746 
HunterID	HunterType	HuntingDays	WeekdayHunterChance	GooseLookChance	Efficiency	HomeX	HomeY	NoFarmrefs	FarmRef1	FarmRef2	FarmRef3	FarmRef4	FarmRef5	FarmRef6	FarmRef7	FarmRef8	FarmRef9	FarmRef10
524	0	3	0	0.429	0.5	74096	13236	2	229	245	NA	NA	NA	NA	NA	NA	NA	NA
525	0	25	1	1	0.5	62348	-26457	2	316	212	NA	NA	NA	NA	NA	NA	NA	NA
526	0	19	1	1	0.5	-20061	31455	1	536	NA	NA	NA	NA	NA	NA	NA	NA	NA
527	0	15	1	0.429	0.5	-20174	40325	5	402	469	67	167	44	NA	NA	NA	NA	NA
528	0	8	1	0.143	0.5	-24722	39425	1	391	NA	NA	NA	NA	NA	NA	NA	NA	NA
529	0	19	1	0.071	0.5	67709	4286	2	417	317	NA	NA	NA	NA	NA	NA	NA	NA
530	0	9	1	0.143	0.5	58049	10225	5	210	471	552	557	384	NA	NA	NA	NA	NA
531	0	6	1	0.071	0.5	-20426	45070	5	391	198	394	112	520	NA	NA	NA	NA	NA
532	0	13	0	0.071	0.5	57896	-7	5	105	541	471	250	499	NA	NA	NA	NA	NA
533	0	2	1	0.429	0.5	2398	45019	2	532	65	NA	NA	NA	NA	NA	NA	NA	NA
534	0	11	1	0.071	0.5	69480	16600	3	80	427	23	NA	NA	NA	NA	NA	NA	NA
535	0	11	1	0.429	0.5	56105	-7742	1	411	NA	NA	NA	NA	NA	NA	NA	NA	NA
536	0	1	0	0.071	0.5	17311	63744	5	322	89	536	134	430	NA	NA	NA	NA	NA
537	0	30	1	1	0.5	57910	10305	2	546	208	NA	NA	NA	NA	NA	NA	NA	NA
538	0	21	0	1	0.5	68571	604	1	110	NA	NA	NA	NA	NA	NA	NA	NA	NA
539	0	6	0	0.429	0.5	-19684	45749	3	531	394	87	NA	NA	NA	NA	NA	NA	NA
540	0	20	1	0.143	0.5	71338	5071	5	271	391	12	309	210	NA	NA	NA	NA	NA
541	0	23	0	0.429	0.5	57006	851	3	316	243	537	NA	NA	NA	NA	NA	NA	NA
542	0	9	1	0.429	0.5	-10152	61154	5	125	396	6	429	70	NA	NA	NA	NA	NA
543	0	12	0	0.143	0.5	59103	-16139	2	557	243	NA	NA	NA	NA	NA	NA	NA	NA
544	0	35	1	0.071	0.5	-22866	26646	1	64	NA	NA	NA	NA	NA	NA	NA	NA	NA
545	0	12	1	0.429	0.5	-26985	37882	2	28	40	NA	NA	NA	NA	NA	NA	NA	NA
546	0	12	0	1	0.5	56711	-2682	2	57	182	NA	NA	NA	NA	NA	NA	NA	NA
547	0	6	0	0.143	0.5	59864	196	3	105	458	404	NA	NA	NA	NA	NA	NA	NA
548	0	5	0	0.143	0.5	71711	12420	1	522	NA	NA	NA	NA	NA	NA	NA	NA	NA
549	0	12	0	0.071	0.5	68862	4007	2	504	73	NA	NA	NA	NA	NA	NA	NA	NA
550	0	11	1	0.143	0.5	-20094	45370	2	531	391	NA	NA	NA	NA	NA	NA	NA	NA
551	0	8	0	0.071	0.5	-20814	45300	2	51	87	NA	NA	NA	NA	NA	NA	NA	NA
552	0	15	1	0.071	0.5	-25793	43974	2	402	437	NA	NA	NA	NA	NA	NA	NA	NA
553	0	8	1	0.429	0.5	59624	9824	2	241	473	NA	NA	NA	NA	NA	NA	NA	NA
554	0	1	1	0.143	0.5	56354	-3736	2	19	367	NA	NA	NA	NA	NA	NA	NA	NA
555	0	25	0	0.429	0.5	10235	63554	3	428	112	216	NA	NA	NA	NA	NA	NA	NA
556	0	8	1	0.143	0.5	-30329	41710	5	71	413	537	431	303	NA	NA	NA	NA	NA
557	0	14	0	0.071	0.5	-26236	42932	1	294	NA	NA	NA	NA	NA	NA	NA	NA	NA
558	0	21	1	0.429	0.5	-30904	41936	1	139	NA	NA	NA	NA	NA	NA	NA	NA	NA
559	0	21	0	1	0.5	58193	-17165	3	509	557	243	NA	NA	NA	NA	NA	NA	NA
560	0	6	0	0.143	0.5	-20917	38775	1	236	NA	NA	NA	NA	NA	NA	NA	NA	NA
561	0	1	0	0.143	0.5	78671	56206	1	469	NA	NA	NA	NA	NA	NA	NA	NA	NA
562	0	10	1	0.429	0.5	81395	61711	1	557	NA	NA	NA	NA	NA	NA	NA	NA	NA
563	0	11	1	0.071	0.5	80329	53541	2	516	197	NA	NA	NA	NA	NA	NA	NA	NA
564	0	35	1	0.429	0.5	68089	-27241	1	196	NA	NA	NA	NA	NA	NA	NA	NA	NA
565	0	13	1	0.071	0.5	81184	-16596	2	532	361	NA	NA	NA	NA	NA	NA	NA	NA
566	0	10	0	0.429	0.5	73531	-46270	2	47	340	NA	NA	NA	NA	NA	NA	NA	NA
567	0	9	0	0.143	0.5	61105	64175	2	449	196	NA	NA	NA	NA	NA	NA	NA	NA
568	0	1	0	0.429	0.5	-12427	68895	5	154	179	51	446	484	NA	NA	NA	NA	NA
569	0	8	1	0	0.5	-9320	75530	3	456	506	305	NA	NA	NA	NA	NA	NA	NA
570	0	4	0	0.071	0.5	78363	4811	2	531	528	NA	NA	NA	NA	NA	NA	NA	NA
571	0	21	1	0.143	0.5	85286	-1347	2	186	122	NA	NA	NA	NA	NA	NA	NA	NA
572	0	10	1	1	0.5	39163	80609	2	385	451	NA	NA	NA	NA	NA	NA	NA	NA
573	0	1	0	0.429	0.5	-9172	81206	3	196	306	325	NA	NA	NA	NA	NA	NA	NA
574	0	7	1	0.429	0.5	-12572	70818	5	160	300	503	312	73	NA	NA	NA	NA	NA
575	0	4	1	0.143	0.5	-8930	74737	5	512	197	98	448	489	NA	NA	NA	NA	NA
576	0	9	0	0.143	0.5	-6235	80618	1	94	NA	NA	NA	NA	NA	NA	NA	NA	NA
577	0	19	1	0.071	0.5	-21003	73557	1	357	NA	NA	NA	NA	NA	NA	NA	NA	NA
578	0	1	0	0.143	0.5	87543	11367	1	17	NA	NA	NA	NA	NA	NA	NA	NA	NA
579	0	1	0	0.429	0.5	81373	-30616	1	30	NA	NA	NA	NA	NA	NA	NA	NA	NA
580	0	30	1	0.071	0.5	45981	64520	1	501	NA	NA	NA	NA	NA	NA	NA	NA	NA
581	0	23	0	0.143	0.5	82003	-10057	1	378	NA	NA	NA	NA	NA	NA	NA	NA	NA
582	0	15	0	0.143	0.5	78709	5004	5	371	458	557	164	123	NA	NA	NA	NA	NA
583	0	4	1	0	0.5	-7151	80413	3	17	134	351	NA	NA	NA	NA	NA	NA	NA
584	0	20	1	0.071	0.5	-15470	68157	4	169	94	348	146	NA	NA	NA	NA	NA	NA
585	0	15	1	0.143	0.5	72772	-47547	2	30	87	NA	NA	NA	NA	NA	NA	NA	NA
586	0	3	1	0.071	0.5	14960	103000	1	502	NA	NA	NA	NA	NA	NA	NA	NA	NA
587	0	3	0	0.143	0.5	75817	91955	2	70	216	NA	NA	NA	NA	NA	NA	NA	NA
588	0	13	1	0.071	0.5	51173	84671	2	221	101	NA	NA	NA	NA	NA	NA	NA	NA
589	0	1	0	1	0.5	106526	-20170	1	386	NA	NA	NA	NA	NA	NA	NA	NA	NA
590	0	6	1	0.143	0.5	78952	68838	1	456	NA	NA	NA	NA	NA	NA	NA	NA	NA
591	0	6	1	0.143	0.5	56476	87719	1	390	NA	NA	NA	NA	NA	NA	NA	NA	NA
592	0	13	1	0.071	0.5	91947	-47523	5	238	300	397	110	266	NA	NA	NA	NA	NA
593	0	19	1	0.071	0.5	98925	-46002	2	302	511	NA	NA	NA	NA	NA	NA	NA	NA
594	0	6	1	0.429	0.5	98124	11310	3	402	523	366	NA	NA	NA	NA	NA	NA	NA
595	0	15	1	0.429	0.5	39056	84903	1	452	NA	NA	NA	NA	NA	NA	NA	NA	NA
596	0	19	1	0.071	0.5	83823	111477	2	334	145	NA	NA	NA	NA	NA	NA	NA	NA
597	0	7	1	0.429	0.5	96000	102871	2	160	254	NA	NA	NA	NA	NA	NA	NA	NA
598	0	17	1	0.071	0.5	101038	96069	3	340	27	373	NA	NA	NA	NA	NA	NA	NA
599	0	8	0	0.429	0.5	109904	-63411	1	210	NA	NA	NA	NA	NA	NA	NA	NA	NA
600	0	6	0	0	0.5	99963	-49142	2	2	369	NA	NA	NA	NA	NA	NA	NA	NA
601	0	21	0	0	0.5	47915	109409	2	46	506	NA	NA	NA	NA	NA	NA	NA	NA
602	0	20	1	1	0.5	100308	-48727	1	17	NA	NA	NA	NA	NA	NA	NA	NA	NA
603	0	10	1	0	0.5	100351	-49027	1	293	NA	NA	NA	NA	NA	NA	NA	NA	NA
604	0	5	0	0	0.5	49005	108005	2	47	322	NA	NA	NA	NA	NA	NA	NA	NA
605	0	8	1	0.429	0.5	109475	-63766	3	68	125	432	NA	NA	NA	NA	NA	NA	NA
606	0	12	1	0.071	0.5	92066	100800	5	145	550	91	200	448	NA	NA	NA	NA	NA
607	0	12	0	0.071	0.5	7810	113009	1	537	NA	NA	NA	NA	NA	NA	NA	NA	NA
608	0	13	1	0.071	0.5	109024	-63993	1	289	NA	NA	NA	NA	NA	NA	NA	NA	NA
609	0	12	1	0.143	0.5	14608	117495	5	276	240	272	110	344	NA	NA	NA	NA	NA
610	0	21	0	1	0.5	89531	107061	2	93	71	NA	NA	NA	NA	NA	NA	NA	NA
611	0	2	1	0.071	0.5	77700	96275	1	45	NA	NA	NA	NA	NA	NA	NA	NA	NA
612	0	1	0	0.429	0.5	78340	110537	1	169	NA	NA	NA	NA	NA	NA	NA	NA	NA
613	0	20	1	0.429	0.5	10906	110664	1	183	NA	NA	NA	NA	NA	NA	NA	NA	NA
614	0	5	0	0	0.5	96015	102777	1	411	NA	NA	NA	NA	NA	NA	NA	NA	NA
615	0	7	0	0.071	0.5	100382	-49225	2	448	255	NA	NA	NA	NA	NA	NA	NA	NA
616	0	8	0	0.143	0.5	96573	102121	2	415	240	NA	NA	NA	NA	NA	NA	NA	NA
617	0	1	0	0.143	0.5	100185	-49035	2	74	454	NA	NA	NA	NA	NA	NA	NA	NA
618	0	5	0	0.143	0.5	30079	158034	1	293	NA	NA	NA	NA	NA	NA	NA	NA	NA
619	0	6	1	1	0.5	50194	134883	2	396	342	NA	NA	NA	NA	NA	NA	NA	NA
620	0	21	0	0.429	0.5	55358	136678	2	428	227	NA	NA	NA	NA	NA	NA	NA	NA
621	0	15	1	0	0.5	69768	134980	5	373	292	484	51	165	NA	NA	NA	NA	NA
622	0	15	1	0.429	0.5	104420	107098	5	250	127	91	366	432	NA	NA	NA	NA	NA
623	0	14	1	0.071	0.5	68424	158815	2	493	51	NA	NA	NA	NA	NA	NA	NA	NA
624	0	13	1	0.429	0.5	92899	106729	2	218	550	NA	NA	NA	NA	NA	NA	NA	NA
625	0	1	0	0.071	0.5	72362	142912	5	498	383	182	287	402	NA	NA	NA	NA	NA
626	0	6	1	0.071	0.5	40359	133175	2	240	251	NA	NA	NA	NA	NA	NA	NA	NA
627	0	9	0	0.143	0.5	50178	163401	1	557	NA	NA	NA	NA	NA	NA	NA	NA	NA
628	0	1	0	0.429	0.5	77851	132144	3	85	292	336	NA	NA	NA	NA	NA	NA	NA
629	0	7	0	0.071	0.5	89543	113795	2	12	368	NA	NA	NA	NA	NA	NA	NA	NA
630	0	6	1	0.071	0.5	63252	136474	1	200	NA	NA	NA	NA	NA	NA	NA	NA	NA
631	0	9	0	0.143	0.5	53858	144182	1	72	NA	NA	NA	NA	NA	NA	NA	NA	NA
632	0	20	1	1	0.5	90097	111660	1	427	NA	NA	NA	NA	NA	NA	NA	NA	NA
633	0	35	1	0.429	0.5	89794	112463	2	274	376	NA	NA	NA	NA	NA	NA	NA	NA
634	0	55	1	0.143	0.5	53752	142837	1	255	NA	NA	NA	NA	NA	NA	NA	NA	NA
635	0	7	0	0.429	0.5	78531	140684	1	391	NA	NA	NA	NA	NA	NA	NA	NA	NA
636	0	5	0	0.429	0.5	118137	89253	4	152	91	200	386	NA	NA	NA	NA	NA	NA
637	0	1	0	0.429	0.5	87247	116170	4	431	2	490	175	NA	NA	NA	NA	NA	NA
638	0	7	1	0	0.5	60001	132359	2	115	358	NA	NA	NA	NA	NA	NA	NA	NA
639	0	11	1	0.429	0.5	81900	120718	5	403	21	124	294	543	NA	NA	NA	NA	NA
640	0	55	1	0.429	0.5	90608	112436	2	208	504	NA	NA	NA	NA	NA	NA	NA	NA
641	0	55	1	0.429	0.5	70115	131622	4	93	458	36	134	NA	NA	NA	NA	NA	NA
642	0	15	0	1	0.5	28864	155471	5	540	98	137	514	316	NA	NA	NA	NA	NA
643	0	17	1	1	0.5	47546	126291	2	376	182	NA	NA	NA	NA	NA	NA	NA	NA
644	0	5	0	1	0.5	84921	113770	2	276	139	NA	NA	NA	NA	NA	NA	NA	NA
645	0	1	0	1	0.5	3364	125352	2	210	446	NA	NA	NA	NA	NA	NA	NA	NA
646	0	13	1	0.071	0.5	59811	154663	5	271	342	443	506	306	NA	NA	NA	NA	NA
647	0	3	1	0.071	0.5	-38950	127561	2	23	64	NA	NA	NA	NA	NA	NA	NA	NA
648	0	8	1	0.143	0.5	73369	138607	1	49	NA	NA	NA	NA	NA	NA	NA	NA	NA
649	0	23	0	0.143	0.5	69502	148575	1	300	NA	NA	NA	NA	NA	NA	NA	NA	NA
650	0	5	0	0.071	0.5	73972	123294	1	195	NA	NA	NA	NA	NA	NA	NA	NA	NA
651	0	2	0	0	0.5	70158	132040	1	443	NA	NA	NA	NA	NA	NA	NA	NA	NA
652	0	4	0	0.143	0.5	88230	121634	2	499	266	NA	NA	NA	NA	NA	NA	NA	NA
653	0	2	0	0.071	0.5	65325	171025	1	119	NA	NA	NA	NA	NA	NA	NA	NA	NA
654	0	21	0	0.429	0.5	75343	123528	1	325	NA	NA	NA	NA	NA	NA	NA	NA	NA
655	0	25	1	0.429	0.5	75727	135102	1	21	NA	NA	NA	NA	NA	NA	NA	NA	NA
656	0	9	0	0.071	0.5	23124	136155	4	132	170	366	289	NA	NA	NA	NA	NA	NA
657	0	12	0	0.143	0.5	87809	130381	1	520	NA	NA	NA	NA	NA	NA	NA	NA	NA
658	0	15	0	0	0.5	67943	145232	2	475	317	NA	NA	NA	NA	NA	NA	NA	NA
659	0	30	1	0.429	0.5	87702	111635	2	217	64	NA	NA	NA	NA	NA	NA	NA	NA
660	0	12	0	0	0.5	57582	174505	2	175	368	NA	NA	NA	NA	NA	NA	NA	NA
661	0	12	0	1	0.5	-2334	208895	3	319	6	132	NA	NA	NA	NA	NA	NA	NA
662	0	9	0	0.143	0.5	56036	182346	5	452	454	320	5	230	NA	NA	NA	NA	NA
663	0	9	0	0.429	0.5	-6749	187470	2	478	390	NA	NA	NA	NA	NA	NA	NA	NA
664	0	35	1	0.071	0.5	-24340	181385	1	529	NA	NA	NA	NA	NA	NA	NA	NA	NA
665	0	23	0	0.429	0.5	-21722	193454	3	292	451	429	NA	NA	NA	NA	NA	NA	NA
666	0	21	1	0.429	0.5	-21447	184362	2	322	28	NA	NA	NA	NA	NA	NA	NA	NA
667	0	55	1	0.429	0.5	103810	181485	1	432	NA	NA	NA	NA	NA	NA	NA	NA	NA
668	0	3	0	0	0.5	89726	187905	2	411	17	NA	NA	NA	NA	NA	NA	NA	NA
669	0	15	1	1	0.5	38917	190212	3	212	313	524	NA	NA	NA	NA	NA	NA	NA
670	0	3	0	1	0.5	82073	199470	1	71	NA	NA	NA	NA	NA	NA	NA	NA	NA
671	0	12	1	0.143	0.5	9241	190571	1	57	NA	NA	NA	NA	NA	NA	NA	NA	NA
672	0	10	1	0.429	0.5	60125	176113	4	115	97	182	421	NA	NA	NA	NA	NA	NA
673	0	1	0	0.143	0.5	118993	184419	3	529	218	127	NA	NA	NA	NA	NA	NA	NA
674	0	11	1	1	0.5	49766	184143	2	317	511	NA	NA	NA	NA	NA	NA	NA	NA
675	0	5	0	0.071	0.5	103266	181017	2	67	66	NA	NA	NA	NA	NA	NA	NA	NA
676	0	30	1	0.429	0.5	38917	190212	4	44	432	238	148	NA	NA	NA	NA	NA	NA
677	0	3	0	1	0.5	237116	158859	5	245	536	166	384	70	NA	NA	NA	NA	NA
678	0	4	0	1	0.5	238641	119775	4	334	361	414	508	NA	NA	NA	NA	NA	NA
679	0	21	1	0	0.5	214269	142404	1	37	NA	NA	NA	NA	NA	NA	NA	NA	NA
680	0	50	1	0.429	0.5	238856	156817	2	306	336	NA	NA	NA	NA	NA	NA	NA	NA
681	0	50	1	0	0.5	224356	125285	4	497	339	514	436	NA	NA	NA	NA	NA	NA
682	0	11	1	0.143	0.5	34098	241941	2	163	552	NA	NA	NA	NA	NA	NA	NA	NA
683	0	1	1	0.429	0.5	47610	243371	2	384	286	NA	NA	NA	NA	NA	NA	NA	NA
684	0	3	0	0.429	0.5	233572	161630	2	473	486	NA	NA	NA	NA	NA	NA	NA	NA
685	0	7	1	0.429	0.5	222764	244903	2	477	106	NA	NA	NA	NA	NA	NA	NA	NA
686	0	6	1	0.429	0.5	28027	2900	3	327	194	385	NA	NA	NA	NA	NA	NA	NA
687	0	8	1	1	0.5	104420	107098	1	415	NA	NA	NA	NA	NA	NA	NA	NA	NA
688	0	1	0	0.429	0.5	33514	6772	1	194	NA	NA	NA	NA	NA	NA	NA	NA	NA
689	0	11	1	0.429	0.5	96015	102777	3	92	197	397	NA	NA	NA	NA	NA	NA	NA
690	0	2	0	0.071	0.5	4013	11347	1	354	NA	NA	NA	NA	NA	NA	NA	NA	NA
691	0	6	1	0.071	0.5	-10152	61154	4	532	166	8	378	NA	NA	NA	NA	NA	NA
692	0	3	1	0.071	0.5	25899	6021	1	288	NA	NA	NA	NA	NA	NA	NA	NA	NA
693	0	13	1	0.429	0.5	214269	142404	3	336	31	529	NA	NA	NA	NA	NA	NA	NA
694	0	6	1	0.429	0.5	89794	112463	1	471	NA	NA	NA	NA	NA	NA	NA	NA	NA
695	0	12	0	0.429	0.5	69480	16600	1	403	NA	NA	NA	NA	NA	NA	NA	NA	NA
696	0	8	0	0.143	0.5	67709	4286	2	357	339	NA	NA	NA	NA	NA	NA	NA	NA
697	0	1	0	1	0.5	75817	91955	1	249	NA	NA	NA	NA	NA	NA	NA	NA	NA
698	0	11	1	0.071	0.5	5064	13859	1	293	NA	NA	NA	NA	NA	NA	NA	NA	NA
699	0	20	1	0.429	0.5	-7151	80413	2	336	497	NA	NA	NA	NA	NA	NA	NA	NA
700	0	1	1	0.071	0.5	68424	158815	4	454	72	260	199	NA	NA	NA	NA	NA	NA
701	0	11	1	0.429	0.5	4563	21000	5	213	129	543	67	93	NA	NA	NA	NA	NA
702	0	30	1	0	0.5	13871	12918	1	92	NA	NA	NA	NA	NA	NA	NA	NA	NA
703	0	13	1	0	0.5	30314	7843	2	185	195	NA	NA	NA	NA	NA	NA	NA	NA
704	0	25	1	0.429	0.5	7810	113009	1	391	NA	NA	NA	NA	NA	NA	NA	NA	NA
705	0	13	0	0.429	0.5	5590	17941	2	473	62	NA	NA	NA	NA	NA	NA	NA	NA
706	0	3	0	1	0.5	34884	23178	5	351	385	432	53	326	NA	NA	NA	NA	NA
707	0	12	0	0.143	0.5	16937	12940	2	417	477	NA	NA	NA	NA	NA	NA	NA	NA
708	0	17	1	0.429	0.5	6393	15812	2	110	28	NA	NA	NA	NA	NA	NA	NA	NA
709	0	25	1	0.143	0.5	40359	133175	2	119	17	NA	NA	NA	NA	NA	NA	NA	NA
710	0	2	1	1	0.5	-21003	73557	5	449	146	514	21	325	NA	NA	NA	NA	NA
711	0	6	0	0	0.5	23155	5809	2	286	292	NA	NA	NA	NA	NA	NA	NA	NA
712	0	8	1	0.429	0.5	-6235	80618	3	320	427	508	NA	NA	NA	NA	NA	NA	NA
713	0	1	1	0.071	0.5	74096	13236	3	523	92	336	NA	NA	NA	NA	NA	NA	NA
714	0	21	0	0.429	0.5	78363	4811	1	384	NA	NA	NA	NA	NA	NA	NA	NA	NA
715	0	20	1	0.143	0.5	92066	100800	2	425	440	NA	NA	NA	NA	NA	NA	NA	NA
716	0	2	0	0.143	0.5	81395	61711	4	83	316	344	524	NA	NA	NA	NA	NA	NA
717	0	7	1	0.429	0.5	59624	9824	2	208	241	NA	NA	NA	NA	NA	NA	NA	NA
718	0	6	1	0.143	0.5	84921	113770	3	106	483	452	NA	NA	NA	NA	NA	NA	NA
719	0	1	0	0.429	0.5	98925	-46002	5	89	221	2	439	497	NA	NA	NA	NA	NA
720	0	25	0	0.429	0.5	9614	19504	1	35	NA	NA	NA	NA	NA	NA	NA	NA	NA
721	0	3	0	0.143	0.5	-21722	193454	2	511	238	NA	NA	NA	NA	NA	NA	NA	NA
722	0	6	1	0.071	0.5	5602	17891	2	129	71	NA	NA	NA	NA	NA	NA	NA	NA
723	0	13	1	1	0.5	84921	113770	1	373	NA	NA	NA	NA	NA	NA	NA	NA	NA
724	0	14	1	1	0.5	15359	9415	3	62	194	392	NA	NA	NA	NA	NA	NA	NA
725	0	1	0	0	0.5	-20917	38775	1	342	NA	NA	NA	NA	NA	NA	NA	NA	NA
726	0	1	0	1	0.5	9649	19081	1	63	NA	NA	NA	NA	NA	NA	NA	NA	NA
727	0	4	1	0.071	0.5	81184	-16596	1	40	NA	NA	NA	NA	NA	NA	NA	NA	NA
728	0	6	1	0.429	0.5	6243	14243	4	293	31	70	230	NA	NA	NA	NA	NA	NA
729	0	25	1	0.071	0.5	14246	7494	5	311	210	457	391	523	NA	NA	NA	NA	NA
730	0	11	1	0	0.5	89543	113795	3	502	74	45	NA	NA	NA	NA	NA	NA	NA
731	0	22	0	0.429	0.5	61105	64175	1	49	NA	NA	NA	NA	NA	NA	NA	NA	NA
732	0	25	0	0.143	0.5	65325	171025	2	72	326	NA	NA	NA	NA	NA	NA	NA	NA
733	0	11	1	0	0.5	35006	12951	1	506	NA	NA	NA	NA	NA	NA	NA	NA	NA
734	0	35	1	0.143	0.5	69502	148575	2	72	373	NA	NA	NA	NA	NA	NA	NA	NA
735	0	13	1	0.143	0.5	15359	9415	2	127	124	NA	NA	NA	NA	NA	NA	NA	NA
736	0	17	1	0.429	0.5	53858	144182	2	17	497	NA	NA	NA	NA	NA	NA	NA	NA
737	0	55	1	0	0.5	-9172	81206	2	211	129	NA	NA	NA	NA	NA	NA	NA	NA
738	0	12	0	1	0.5	6143	14116	4	440	61	73	460	NA	NA	NA	NA	NA	NA
739	0	2	1	0.071	0.5	3693	12954	2	443	427	NA	NA	NA	NA	NA	NA	NA	NA
740	0	55	1	0.429	0.5	35006	12951	1	452	NA	NA	NA	NA	NA	NA	NA	NA	NA
741	0	3	0	0.071	0.5	98925	-46002	1	188	NA	NA	NA	NA	NA	NA	NA	NA	NA
742	0	15	1	1	0.5	27323	11084	1	411	NA	NA	NA	NA	NA	NA	NA	NA	NA
743	0	11	1	0.429	0.5	30314	7843	2	350	250	NA	NA	NA	NA	NA	NA	NA	NA
744	0	13	1	0	0.5	30870	11677	2	182	437	NA	NA	NA	NA	NA	NA	NA	NA
745	0	6	1	1	0.5	28032	13523	3	251	473	457	NA	NA	NA	NA	NA	NA	NA
